job_key,paired_cell_key,method_arm,cell_id,scale,selection_replicate,physics_profile,g_kwh,charge_kw,soc_step,block_min,grid_id,grid_role,commensurate,charge_kwh_per_block,credited_charge_kwh_per_block,charge_grid_loss_kwh,trip_count,target_fleet,instance_sha256,status_path,status_present,stop_reason,certified,dag_nodes,dag_arcs,dag_build_wall_s,estimated_dag_nodes_upper,active_arcs,arcflow_variables,arcflow_constraints,arcflow_nonzeros,model_build_wall_s,lp_wall_s,mip_wall_s,peak_rss_mb,iterations_to_certificate,wall_to_certificate,wall_s_total,iterations_observed,master_wall_s_total,pricing_wall_s_total,columns_added_total,pool_columns_final,fleet_lp_bound,lp_gap_buses,integer_fleet,integer_fleet_proven,integer_gap_buses,mip_gap,lp_gap_closed_vs_anchor,integer_gap_closed_vs_anchor,cpu_hours_to_certificate,buses_gap_closed_per_cpu_hour,lp_equality_checked,lp_equal,lp_difference
rc_p300_bridge_k03_s1_soc10_b2p5,p300_bridge_k03_s1_soc10_b2p5,exact_cg,k03_s1,3,1,p300_bridge,300.0,300.0,10.0,2.5,soc10_b2p5,commensurate,False,12.5,10.0,2.5,61,3,e6ed7045cb2778b4de5954163a91d7ad439b9c6e3f42dd823c122c2ae35cbec5,/workspace/results/resolution_cost_local_20260820/outputs/rc_p300_bridge_k03_s1_soc10_b2p5.json,True,wall_limit,False,117784,3946029,2.116898775100708,117957,,,,,,,,500.578125,,,120.04401421546936,397,5.687805887017021,110.85194453599252,1097,1158,,,,,,,,,,,False,,
af_p300_bridge_k03_s1_soc10_b2p5,p300_bridge_k03_s1_soc10_b2p5,arc_flow,k03_s1,3,1,p300_bridge,300.0,300.0,10.0,2.5,soc10_b2p5,commensurate,False,12.5,10.0,2.5,61,3,e6ed7045cb2778b4de5954163a91d7ad439b9c6e3f42dd823c122c2ae35cbec5,/workspace/results/resolution_cost_local_20260820/outputs/af_p300_bridge_k03_s1_soc10_b2p5.json,False,missing,False,,,,117957,,,,,,,,,,,,0,,,,,,,,False,,,,,,,False,,
rc_p300_bridge_k03_s1_soc2p5_b2p5,p300_bridge_k03_s1_soc2p5_b2p5,exact_cg,k03_s1,3,1,p300_bridge,300.0,300.0,2.5,2.5,soc2p5_b2p5,commensurate,True,12.5,12.5,0.0,61,3,e6ed7045cb2778b4de5954163a91d7ad439b9c6e3f42dd823c122c2ae35cbec5,/workspace/results/resolution_cost_local_20260820/outputs/rc_p300_bridge_k03_s1_soc2p5_b2p5.json,True,wall_limit,False,459841,15800844,9.73370361328125,460407,,,,,,,,1522.984375,,,120.93988633155823,110,0.9652690840048308,109.74565508100932,781,842,,,,,,,,,,,False,,
af_p300_bridge_k03_s1_soc2p5_b2p5,p300_bridge_k03_s1_soc2p5_b2p5,arc_flow,k03_s1,3,1,p300_bridge,300.0,300.0,2.5,2.5,soc2p5_b2p5,commensurate,True,12.5,12.5,0.0,61,3,e6ed7045cb2778b4de5954163a91d7ad439b9c6e3f42dd823c122c2ae35cbec5,/workspace/results/resolution_cost_local_20260820/outputs/af_p300_bridge_k03_s1_soc2p5_b2p5.json,False,missing,False,,,,460407,,,,,,,,,,,,0,,,,,,,,False,,,,,,,False,,
rc_p300_bridge_k03_s2_soc15_b10,p300_bridge_k03_s2_soc15_b10,exact_cg,k03_s2,3,2,p300_bridge,300.0,300.0,15.0,10.0,soc15_b10,historical_anchor,False,50.0,45.0,5.0,71,3,0205f86e964212942b6af5690adcbcd006df8263cc2fe103ea7923d28e378397,/workspace/results/resolution_cost_local_20260820/outputs/rc_p300_bridge_k03_s2_soc15_b10.json,True,certified,True,21024,827145,0.43760108947753906,21149,,,,,,,60.39414768200004,299.6015625,693,110.48021674156189,171.0347822187432,693,52.262790812001185,55.14729511299811,6215,6285,3.404697986577185,0.4046979865771849,10.0,False,7.0,0.6000000000000278,0.0,0.0,0.030688949094878303,0.0,False,,
af_p300_bridge_k03_s2_soc15_b10,p300_bridge_k03_s2_soc15_b10,arc_flow,k03_s2,3,2,p300_bridge,300.0,300.0,15.0,10.0,soc15_b10,historical_anchor,False,50.0,45.0,5.0,71,3,0205f86e964212942b6af5690adcbcd006df8263cc2fe103ea7923d28e378397,/workspace/results/resolution_cost_local_20260820/outputs/af_p300_bridge_k03_s2_soc15_b10.json,True,wall_limit,False,21024,827145,0.45741000800262555,21149,495194,495194,14637,1132842,0.5023633079981664,23.85166166199997,,710.453125,,,24.96349063699745,0,,,,,,,,False,,,,,,,False,,
rc_p300_bridge_k03_s2_soc10_b10,p300_bridge_k03_s2_soc10_b10,exact_cg,k03_s2,3,2,p300_bridge,300.0,300.0,10.0,10.0,soc10_b10,commensurate,True,50.0,50.0,0.0,71,3,0205f86e964212942b6af5690adcbcd006df8263cc2fe103ea7923d28e378397,/workspace/results/resolution_cost_local_20260820/outputs/rc_p300_bridge_k03_s2_soc10_b10.json,True,certified,True,31026,1225652,0.639885425567627,31219,,,,,,,60.44009432099847,338.328125,507,102.86887788772583,163.51194819711236,507,45.655933176010876,54.26696983693546,6670,6739,3.4031071136549476,0.40310711365494756,9.0,False,6.0,0.5555555555555556,0.001590872922237363,1.0,0.028574688302146063,0.055674200376767805,False,,
af_p300_bridge_k03_s2_soc10_b10,p300_bridge_k03_s2_soc10_b10,arc_flow,k03_s2,3,2,p300_bridge,300.0,300.0,10.0,10.0,soc10_b10,commensurate,True,50.0,50.0,0.0,71,3,0205f86e964212942b6af5690adcbcd006df8263cc2fe103ea7923d28e378397,/workspace/results/resolution_cost_local_20260820/outputs/af_p300_bridge_k03_s2_soc10_b10.json,True,wall_limit,False,31026,1225652,0.6659975000002305,31219,697602,697602,21013,1590312,0.7042400739992445,23.78382238800259,,957.546875,,,25.366893778002122,0,,,,,,,,False,,,,,,,False,,
rc_p300_bridge_k03_s2_soc2p5_b10,p300_bridge_k03_s2_soc2p5_b10,exact_cg,k03_s2,3,2,p300_bridge,300.0,300.0,2.5,10.0,soc2p5_b10,commensurate,True,50.0,50.0,0.0,71,3,0205f86e964212942b6af5690adcbcd006df8263cc2fe103ea7923d28e378397,/workspace/results/resolution_cost_local_20260820/outputs/rc_p300_bridge_k03_s2_soc2p5_b10.json,True,wall_limit,False,121237,4833281,2.5918614864349365,121849,,,,,,,60.31388530699769,624.42578125,,,180.75273642508546,280,22.595723487011128,93.63746817902575,6005,6076,,,6.0,False,3.0,0.33333333333337783,,4.0,,,False,,
af_p300_bridge_k03_s2_soc2p5_b10,p300_bridge_k03_s2_soc2p5_b10,arc_flow,k03_s2,3,2,p300_bridge,300.0,300.0,2.5,10.0,soc2p5_b10,commensurate,True,50.0,50.0,0.0,71,3,0205f86e964212942b6af5690adcbcd006df8263cc2fe103ea7923d28e378397,/workspace/results/resolution_cost_local_20260820/outputs/af_p300_bridge_k03_s2_soc2p5_b10.json,True,wall_limit,False,121237,4833281,2.6258164009996108,121849,2511057,2511057,78692,5690349,2.529834528999345,23.25568556899816,,3164.90625,,,29.20760027600045,0,,,,,,,,False,,,,,,,False,,
rc_p300_bridge_k03_s2_soc10_b5,p300_bridge_k03_s2_soc10_b5,exact_cg,k03_s2,3,2,p300_bridge,300.0,300.0,10.0,5.0,soc10_b5,commensurate,False,25.0,20.0,5.0,71,3,0205f86e964212942b6af5690adcbcd006df8263cc2fe103ea7923d28e378397,/workspace/results/resolution_cost_local_20260820/outputs/rc_p300_bridge_k03_s2_soc10_b5.json,True,wall_limit,False,60042,2369353,1.2550849914550781,60235,,,,,,,23.361181797001336,388.875,,,143.5292218341565,549,15.67103708095965,101.02887096897393,2527,2598,,,7.0,True,4.0,0.0,,3.0,,,False,,
af_p300_bridge_k03_s2_soc10_b5,p300_bridge_k03_s2_soc10_b5,arc_flow,k03_s2,3,2,p300_bridge,300.0,300.0,10.0,5.0,soc10_b5,commensurate,False,25.0,20.0,5.0,71,3,0205f86e964212942b6af5690adcbcd006df8263cc2fe103ea7923d28e378397,/workspace/results/resolution_cost_local_20260820/outputs/af_p300_bridge_k03_s2_soc10_b5.json,True,wall_limit,False,60042,2369353,1.3049974530003965,60235,1404172,1404172,41054,3195096,1.4097219389987004,23.600364071000513,,1810.81640625,,,26.739252782997937,0,,,,,,,,False,,,,,,,False,,
rc_p300_bridge_k03_s2_soc2p5_b5,p300_bridge_k03_s2_soc2p5_b5,exact_cg,k03_s2,3,2,p300_bridge,300.0,300.0,2.5,5.0,soc2p5_b5,commensurate,True,25.0,25.0,0.0,71,3,0205f86e964212942b6af5690adcbcd006df8263cc2fe103ea7923d28e378397,/workspace/results/resolution_cost_local_20260820/outputs/rc_p300_bridge_k03_s2_soc2p5_b5.json,True,wall_limit,False,234493,9509778,5.2280755043029785,235105,,,,,,,1.3692241570024635,974.53125,,,121.57311781850149,184,4.215984851005487,109.80288335399746,3655,3726,,,3.0,True,0.0,0.0,,7.0,,,False,,
af_p300_bridge_k03_s2_soc2p5_b5,p300_bridge_k03_s2_soc2p5_b5,arc_flow,k03_s2,3,2,p300_bridge,300.0,300.0,2.5,5.0,soc2p5_b5,commensurate,True,25.0,25.0,0.0,71,3,0205f86e964212942b6af5690adcbcd006df8263cc2fe103ea7923d28e378397,/workspace/results/resolution_cost_local_20260820/outputs/af_p300_bridge_k03_s2_soc2p5_b5.json,True,wall_limit,False,234493,9509778,5.524011408997467,235105,5173777,5173777,154284,11719500,5.357218746001308,,,1269.70703125,,,12.55384480900102,0,,,,,,,,False,,,,,,,False,,
rc_p300_bridge_k03_s2_soc10_b2p5,p300_bridge_k03_s2_soc10_b2p5,exact_cg,k03_s2,3,2,p300_bridge,300.0,300.0,10.0,2.5,soc10_b2p5,commensurate,False,12.5,10.0,2.5,71,3,0205f86e964212942b6af5690adcbcd006df8263cc2fe103ea7923d28e378397,/workspace/results/resolution_cost_local_20260820/outputs/rc_p300_bridge_k03_s2_soc10_b2p5.json,True,wall_limit,False,118074,4657091,2.468641996383667,118267,,,,,,,2.276206907001324,551.0078125,,,122.60047858592588,332,4.774633199926029,111.72138637000535,1031,1102,,,6.0,True,3.0,0.0,,4.0,,,False,,
af_p300_bridge_k03_s2_soc10_b2p5,p300_bridge_k03_s2_soc10_b2p5,arc_flow,k03_s2,3,2,p300_bridge,300.0,300.0,10.0,2.5,soc10_b2p5,commensurate,False,12.5,10.0,2.5,71,3,0205f86e964212942b6af5690adcbcd006df8263cc2fe103ea7923d28e378397,/workspace/results/resolution_cost_local_20260820/outputs/af_p300_bridge_k03_s2_soc10_b2p5.json,True,wall_limit,False,118074,4657091,2.7820744939999713,118267,2888364,2888364,81835,6568802,2.95575775999896,23.27939137499925,,3510.09765625,,,30.003217997997126,0,,,,,,,,False,,,,,,,False,,
rc_p300_bridge_k03_s2_soc2p5_b2p5,p300_bridge_k03_s2_soc2p5_b2p5,exact_cg,k03_s2,3,2,p300_bridge,300.0,300.0,2.5,2.5,soc2p5_b2p5,commensurate,True,12.5,12.5,0.0,71,3,0205f86e964212942b6af5690adcbcd006df8263cc2fe103ea7923d28e378397,/workspace/results/resolution_cost_local_20260820/outputs/rc_p300_bridge_k03_s2_soc2p5_b2p5.json,True,wall_limit,False,461005,18664575,11.262723922729492,461617,,,,,,,0.8724988020003366,1730.6015625,,,121.9577224767745,85,1.0355033420055406,108.2887623530005,1100,1171,,,4.0,True,1.0,0.0,,6.0,,,False,,
af_p300_bridge_k03_s2_soc2p5_b2p5,p300_bridge_k03_s2_soc2p5_b2p5,arc_flow,k03_s2,3,2,p300_bridge,300.0,300.0,2.5,2.5,soc2p5_b2p5,commensurate,True,12.5,12.5,0.0,71,3,0205f86e964212942b6af5690adcbcd006df8263cc2fe103ea7923d28e378397,/workspace/results/resolution_cost_local_20260820/outputs/af_p300_bridge_k03_s2_soc2p5_b2p5.json,True,wall_limit,False,461005,18664575,10.507615841001098,461617,10813617,10813617,309664,24491218,10.94196762300271,,,2424.4375,,,24.78687177500251,0,,,,,,,,False,,,,,,,False,,
rc_p300_bridge_k03_s3_soc15_b10,p300_bridge_k03_s3_soc15_b10,exact_cg,k03_s3,3,3,p300_bridge,300.0,300.0,15.0,10.0,soc15_b10,historical_anchor,False,50.0,45.0,5.0,47,3,2532b4fb13b6c22968578a3abd6d909986116318a08a3506ed7e41b41aa43f95,/workspace/results/resolution_cost_local_20260820/outputs/rc_p300_bridge_k03_s3_soc15_b10.json,True,certified,True,20547,554892,0.3615541458129883,20645,,,,,,,,237.16796875,264,24.735352754592896,24.807441473007202,264,11.865844478044892,11.129443538975465,4990,5036,3.0,0.0,,,,,0.0,,0.006870931320720248,0.0,False,,
af_p300_bridge_k03_s3_soc15_b10,p300_bridge_k03_s3_soc15_b10,arc_flow,k03_s3,3,3,p300_bridge,300.0,300.0,15.0,10.0,soc15_b10,historical_anchor,False,50.0,45.0,5.0,47,3,2532b4fb13b6c22968578a3abd6d909986116318a08a3506ed7e41b41aa43f95,/workspace/results/resolution_cost_local_20260820/outputs/af_p300_bridge_k03_s3_soc15_b10.json,False,missing,False,,,,20645,,,,,,,,,,,,0,,,,,,,,False,,,,,,,False,,
rc_p300_bridge_k03_s3_soc10_b10,p300_bridge_k03_s3_soc10_b10,exact_cg,k03_s3,3,3,p300_bridge,300.0,300.0,10.0,10.0,soc10_b10,commensurate,True,50.0,50.0,0.0,47,3,2532b4fb13b6c22968578a3abd6d909986116318a08a3506ed7e41b41aa43f95,/workspace/results/resolution_cost_local_20260820/outputs/rc_p300_bridge_k03_s3_soc10_b10.json,True,certified,True,30337,825378,0.522275447845459,30475,,,,,,,,275.76953125,368,42.10339403152466,42.20890665054321,368,22.40492187405107,17.40512120197309,6839,6881,3.0,0.0,,,,,0.0,,0.011695387230979072,0.0,False,,
af_p300_bridge_k03_s3_soc10_b10,p300_bridge_k03_s3_soc10_b10,arc_flow,k03_s3,3,3,p300_bridge,300.0,300.0,10.0,10.0,soc10_b10,commensurate,True,50.0,50.0,0.0,47,3,2532b4fb13b6c22968578a3abd6d909986116318a08a3506ed7e41b41aa43f95,/workspace/results/resolution_cost_local_20260820/outputs/af_p300_bridge_k03_s3_soc10_b10.json,False,missing,False,,,,30475,,,,,,,,,,,,0,,,,,,,,False,,,,,,,False,,
rc_p300_bridge_k03_s3_soc2p5_b10,p300_bridge_k03_s3_soc2p5_b10,exact_cg,k03_s3,3,3,p300_bridge,300.0,300.0,2.5,10.0,soc2p5_b10,commensurate,True,50.0,50.0,0.0,47,3,2532b4fb13b6c22968578a3abd6d909986116318a08a3506ed7e41b41aa43f95,/workspace/results/resolution_cost_local_20260820/outputs/rc_p300_bridge_k03_s3_soc2p5_b10.json,True,certified,True,118479,3248994,1.9624576568603516,118945,,,,,,,,479.8359375,224,48.47267985343933,48.548113107681274,224,11.116391934963758,34.33567254302034,5560,5606,3.0,0.0,,,,,0.0,,0.013464633292622036,0.0,False,,
af_p300_bridge_k03_s3_soc2p5_b10,p300_bridge_k03_s3_soc2p5_b10,arc_flow,k03_s3,3,3,p300_bridge,300.0,300.0,2.5,10.0,soc2p5_b10,commensurate,True,50.0,50.0,0.0,47,3,2532b4fb13b6c22968578a3abd6d909986116318a08a3506ed7e41b41aa43f95,/workspace/results/resolution_cost_local_20260820/outputs/af_p300_bridge_k03_s3_soc2p5_b10.json,False,missing,False,,,,118945,,,,,,,,,,,,0,,,,,,,,False,,,,,,,False,,
rc_p300_bridge_k03_s3_soc10_b5,p300_bridge_k03_s3_soc10_b5,exact_cg,k03_s3,3,3,p300_bridge,300.0,300.0,10.0,5.0,soc10_b5,commensurate,False,25.0,20.0,5.0,47,3,2532b4fb13b6c22968578a3abd6d909986116318a08a3506ed7e41b41aa43f95,/workspace/results/resolution_cost_local_20260820/outputs/rc_p300_bridge_k03_s3_soc10_b5.json,True,certified,True,59353,1577773,1.1143085956573486,59491,,,,,,,,372.34375,413,65.41497302055359,65.52599883079529,413,22.696974682086875,39.42723454001316,6780,6820,3.0,0.0,,,,,0.0,,0.018170825839042663,0.0,False,,
af_p300_bridge_k03_s3_soc10_b5,p300_bridge_k03_s3_soc10_b5,arc_flow,k03_s3,3,3,p300_bridge,300.0,300.0,10.0,5.0,soc10_b5,commensurate,False,25.0,20.0,5.0,47,3,2532b4fb13b6c22968578a3abd6d909986116318a08a3506ed7e41b41aa43f95,/workspace/results/resolution_cost_local_20260820/outputs/af_p300_bridge_k03_s3_soc10_b5.json,False,missing,False,,,,59491,,,,,,,,,,,,0,,,,,,,,False,,,,,,,False,,
rc_p300_bridge_k03_s3_soc2p5_b5,p300_bridge_k03_s3_soc2p5_b5,exact_cg,k03_s3,3,3,p300_bridge,300.0,300.0,2.5,5.0,soc2p5_b5,commensurate,True,25.0,25.0,0.0,47,3,2532b4fb13b6c22968578a3abd6d909986116318a08a3506ed7e41b41aa43f95,/workspace/results/resolution_cost_local_20260820/outputs/rc_p300_bridge_k03_s3_soc2p5_b5.json,True,wall_limit,False,231735,6349095,3.9726850986480713,232201,,,,,,,,795.1640625,,,120.35880517959595,295,18.065954668993072,96.43939714699445,7305,7345,,,,,,,,,,,False,,
af_p300_bridge_k03_s3_soc2p5_b5,p300_bridge_k03_s3_soc2p5_b5,arc_flow,k03_s3,3,3,p300_bridge,300.0,300.0,2.5,5.0,soc2p5_b5,commensurate,True,25.0,25.0,0.0,47,3,2532b4fb13b6c22968578a3abd6d909986116318a08a3506ed7e41b41aa43f95,/workspace/results/resolution_cost_local_20260820/outputs/af_p300_bridge_k03_s3_soc2p5_b5.json,False,missing,False,,,,232201,,,,,,,,,,,,0,,,,,,,,False,,,,,,,False,,
rc_p300_bridge_k03_s3_soc10_b2p5,p300_bridge_k03_s3_soc10_b2p5,exact_cg,k03_s3,3,3,p300_bridge,300.0,300.0,10.0,2.5,soc10_b2p5,commensurate,False,12.5,10.0,2.5,47,3,2532b4fb13b6c22968578a3abd6d909986116318a08a3506ed7e41b41aa43f95,/workspace/results/resolution_cost_local_20260820/outputs/rc_p300_bridge_k03_s3_soc10_b2p5.json,True,certified,True,117385,3086626,1.9393792152404785,117523,,,,,,,,509.91796875,475,109.1120376586914,109.18127012252808,475,18.445987472940033,85.94832833701003,4794,4840,3.0,0.0,,,,,0.0,,0.0303088993496365,0.0,False,,
af_p300_bridge_k03_s3_soc10_b2p5,p300_bridge_k03_s3_soc10_b2p5,arc_flow,k03_s3,3,3,p300_bridge,300.0,300.0,10.0,2.5,soc10_b2p5,commensurate,False,12.5,10.0,2.5,47,3,2532b4fb13b6c22968578a3abd6d909986116318a08a3506ed7e41b41aa43f95,/workspace/results/resolution_cost_local_20260820/outputs/af_p300_bridge_k03_s3_soc10_b2p5.json,False,missing,False,,,,117523,,,,,,,,,,,,0,,,,,,,,False,,,,,,,False,,
rc_p300_bridge_k03_s3_soc2p5_b2p5,p300_bridge_k03_s3_soc2p5_b2p5,exact_cg,k03_s3,3,3,p300_bridge,300.0,300.0,2.5,2.5,soc2p5_b2p5,commensurate,True,12.5,12.5,0.0,47,3,2532b4fb13b6c22968578a3abd6d909986116318a08a3506ed7e41b41aa43f95,/workspace/results/resolution_cost_local_20260820/outputs/rc_p300_bridge_k03_s3_soc2p5_b2p5.json,True,wall_limit,False,458247,12383405,8.516526937484741,458713,,,,,,,,1309.984375,,,120.63708543777466,156,3.0622929919918533,107.99050499406076,3026,3073,,,,,,,,,,,False,,
af_p300_bridge_k03_s3_soc2p5_b2p5,p300_bridge_k03_s3_soc2p5_b2p5,arc_flow,k03_s3,3,3,p300_bridge,300.0,300.0,2.5,2.5,soc2p5_b2p5,commensurate,True,12.5,12.5,0.0,47,3,2532b4fb13b6c22968578a3abd6d909986116318a08a3506ed7e41b41aa43f95,/workspace/results/resolution_cost_local_20260820/outputs/af_p300_bridge_k03_s3_soc2p5_b2p5.json,False,missing,False,,,,458713,,,,,,,,,,,,0,,,,,,,,False,,,,,,,False,,
