chain,k,unchanged_giro_schedule_valid_count,unchanged_recorded_activity_valid_count,unchanged_production_schedule_valid_count,fixed_trip_optimized_charging_reported_valid_count,fixed_trip_certificate_reverified_this_audit,duties,unchanged_schedule_rejected_duties,fixed_trip_optimized_charging_reverified_valid_count
5,35,0,1,0,35,True,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314;13305;13304;13326;13412;13303;13301;13308;13309;13323;13318;13325;13414;13310;13406;13324muw;13405;13401;13307;13313;13315;13321,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314;13305;13304;13326;13412;13303;13301;13308;13309;13323;13318;13325;13414;13310;13406;13324muw;13405;13401;13307;13313;13315;13321,35
5,36,0,1,0,36,True,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314;13305;13304;13326;13412;13303;13301;13308;13309;13323;13318;13325;13414;13310;13406;13324muw;13405;13401;13307;13313;13315;13321;13409,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314;13305;13304;13326;13412;13303;13301;13308;13309;13323;13318;13325;13414;13310;13406;13324muw;13405;13401;13307;13313;13315;13321;13409,36
5,37,0,1,0,37,True,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314;13305;13304;13326;13412;13303;13301;13308;13309;13323;13318;13325;13414;13310;13406;13324muw;13405;13401;13307;13313;13315;13321;13409;13302,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314;13305;13304;13326;13412;13303;13301;13308;13309;13323;13318;13325;13414;13310;13406;13324muw;13405;13401;13307;13313;13315;13321;13409;13302,37
5,38,0,1,0,38,True,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314;13305;13304;13326;13412;13303;13301;13308;13309;13323;13318;13325;13414;13310;13406;13324muw;13405;13401;13307;13313;13315;13321;13409;13302;13403,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314;13305;13304;13326;13412;13303;13301;13308;13309;13323;13318;13325;13414;13310;13406;13324muw;13405;13401;13307;13313;13315;13321;13409;13302;13403,38
5,39,0,1,0,39,True,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314;13305;13304;13326;13412;13303;13301;13308;13309;13323;13318;13325;13414;13310;13406;13324muw;13405;13401;13307;13313;13315;13321;13409;13302;13403;13306,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314;13305;13304;13326;13412;13303;13301;13308;13309;13323;13318;13325;13414;13310;13406;13324muw;13405;13401;13307;13313;13315;13321;13409;13302;13403;13306,39
5,40,0,1,0,40,True,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314;13305;13304;13326;13412;13303;13301;13308;13309;13323;13318;13325;13414;13310;13406;13324muw;13405;13401;13307;13313;13315;13321;13409;13302;13403;13306;13311,13407;13410;13322;13319;13404;13317;13402;13408;13320;13316uwt;13312;13413;13411;13314;13305;13304;13326;13412;13303;13301;13308;13309;13323;13318;13325;13414;13310;13406;13324muw;13405;13401;13307;13313;13315;13321;13409;13302;13403;13306;13311,40
6,2,0,0,0,2,True,13401;13320,13401;13320,2
6,3,0,0,0,3,True,13401;13320;13408,13401;13320;13408,3
6,4,0,0,0,4,True,13401;13320;13408;13309,13401;13320;13408;13309,4
6,5,0,0,0,5,True,13401;13320;13408;13309;13324t,13401;13320;13408;13309;13324t,5
6,6,0,0,0,6,True,13401;13320;13408;13309;13324t;13409,13401;13320;13408;13309;13324t;13409,6
6,7,0,0,0,7,True,13401;13320;13408;13309;13324t;13409;13407,13401;13320;13408;13309;13324t;13409;13407,7
6,8,0,1,0,8,True,13401;13320;13408;13309;13324t;13409;13407;13307,13401;13320;13408;13309;13324t;13409;13407;13307,8
6,9,0,1,0,9,True,13401;13320;13408;13309;13324t;13409;13407;13307;13302,13401;13320;13408;13309;13324t;13409;13407;13307;13302,9
6,10,0,1,0,10,True,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311,10
6,11,0,1,0,11,True,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310,11
6,12,0,1,0,12,True,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303,12
6,13,0,1,0,13,True,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312,13
6,14,0,1,0,14,True,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308,14
6,15,0,1,0,15,True,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308;13322,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308;13322,15
6,16,0,1,0,16,True,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308;13322;13412,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308;13322;13412,16
6,17,0,1,0,17,True,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308;13322;13412;13411,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308;13322;13412;13411,17
6,18,0,1,0,18,True,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308;13322;13412;13411;13305,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308;13322;13412;13411;13305,18
6,19,0,1,0,19,True,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308;13322;13412;13411;13305;13405,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308;13322;13412;13411;13305;13405,19
6,20,0,1,0,20,True,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308;13322;13412;13411;13305;13405;13406,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308;13322;13412;13411;13305;13405;13406,20
6,21,0,1,0,21,True,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308;13322;13412;13411;13305;13405;13406;13316uwt,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308;13322;13412;13411;13305;13405;13406;13316uwt,21
6,22,0,1,0,22,True,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308;13322;13412;13411;13305;13405;13406;13316uwt;13413,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308;13322;13412;13411;13305;13405;13406;13316uwt;13413,22
6,23,0,1,0,23,True,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308;13322;13412;13411;13305;13405;13406;13316uwt;13413;13318,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308;13322;13412;13411;13305;13405;13406;13316uwt;13413;13318,23
6,24,0,1,0,24,True,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308;13322;13412;13411;13305;13405;13406;13316uwt;13413;13318;13314,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308;13322;13412;13411;13305;13405;13406;13316uwt;13413;13318;13314,24
6,25,0,1,0,25,True,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308;13322;13412;13411;13305;13405;13406;13316uwt;13413;13318;13314;13301,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308;13322;13412;13411;13305;13405;13406;13316uwt;13413;13318;13314;13301,25
6,26,0,1,0,26,True,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308;13322;13412;13411;13305;13405;13406;13316uwt;13413;13318;13314;13301;13403,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308;13322;13412;13411;13305;13405;13406;13316uwt;13413;13318;13314;13301;13403,26
6,27,0,1,0,27,True,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308;13322;13412;13411;13305;13405;13406;13316uwt;13413;13318;13314;13301;13403;13325,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308;13322;13412;13411;13305;13405;13406;13316uwt;13413;13318;13314;13301;13403;13325,27
6,28,0,1,0,28,True,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308;13322;13412;13411;13305;13405;13406;13316uwt;13413;13318;13314;13301;13403;13325;13315,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308;13322;13412;13411;13305;13405;13406;13316uwt;13413;13318;13314;13301;13403;13325;13315,28
6,29,0,1,0,29,True,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308;13322;13412;13411;13305;13405;13406;13316uwt;13413;13318;13314;13301;13403;13325;13315;13402,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308;13322;13412;13411;13305;13405;13406;13316uwt;13413;13318;13314;13301;13403;13325;13315;13402,29
6,30,0,1,0,30,True,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308;13322;13412;13411;13305;13405;13406;13316uwt;13413;13318;13314;13301;13403;13325;13315;13402;13326,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308;13322;13412;13411;13305;13405;13406;13316uwt;13413;13318;13314;13301;13403;13325;13315;13402;13326,30
6,31,0,1,0,31,True,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308;13322;13412;13411;13305;13405;13406;13316uwt;13413;13318;13314;13301;13403;13325;13315;13402;13326;13304,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308;13322;13412;13411;13305;13405;13406;13316uwt;13413;13318;13314;13301;13403;13325;13315;13402;13326;13304,31
6,32,0,1,0,32,True,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308;13322;13412;13411;13305;13405;13406;13316uwt;13413;13318;13314;13301;13403;13325;13315;13402;13326;13304;13317,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308;13322;13412;13411;13305;13405;13406;13316uwt;13413;13318;13314;13301;13403;13325;13315;13402;13326;13304;13317,32
6,33,0,1,0,33,True,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308;13322;13412;13411;13305;13405;13406;13316uwt;13413;13318;13314;13301;13403;13325;13315;13402;13326;13304;13317;13404,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308;13322;13412;13411;13305;13405;13406;13316uwt;13413;13318;13314;13301;13403;13325;13315;13402;13326;13304;13317;13404,33
6,34,0,1,0,34,True,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308;13322;13412;13411;13305;13405;13406;13316uwt;13413;13318;13314;13301;13403;13325;13315;13402;13326;13304;13317;13404;13323,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308;13322;13412;13411;13305;13405;13406;13316uwt;13413;13318;13314;13301;13403;13325;13315;13402;13326;13304;13317;13404;13323,34
6,35,0,1,0,35,True,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308;13322;13412;13411;13305;13405;13406;13316uwt;13413;13318;13314;13301;13403;13325;13315;13402;13326;13304;13317;13404;13323;13319,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308;13322;13412;13411;13305;13405;13406;13316uwt;13413;13318;13314;13301;13403;13325;13315;13402;13326;13304;13317;13404;13323;13319,35
6,36,0,1,0,36,True,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308;13322;13412;13411;13305;13405;13406;13316uwt;13413;13318;13314;13301;13403;13325;13315;13402;13326;13304;13317;13404;13323;13319;13414,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308;13322;13412;13411;13305;13405;13406;13316uwt;13413;13318;13314;13301;13403;13325;13315;13402;13326;13304;13317;13404;13323;13319;13414,36
6,37,0,1,0,37,True,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308;13322;13412;13411;13305;13405;13406;13316uwt;13413;13318;13314;13301;13403;13325;13315;13402;13326;13304;13317;13404;13323;13319;13414;13313,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308;13322;13412;13411;13305;13405;13406;13316uwt;13413;13318;13314;13301;13403;13325;13315;13402;13326;13304;13317;13404;13323;13319;13414;13313,37
6,38,0,1,0,38,True,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308;13322;13412;13411;13305;13405;13406;13316uwt;13413;13318;13314;13301;13403;13325;13315;13402;13326;13304;13317;13404;13323;13319;13414;13313;13321,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308;13322;13412;13411;13305;13405;13406;13316uwt;13413;13318;13314;13301;13403;13325;13315;13402;13326;13304;13317;13404;13323;13319;13414;13313;13321,38
6,39,0,1,0,39,True,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308;13322;13412;13411;13305;13405;13406;13316uwt;13413;13318;13314;13301;13403;13325;13315;13402;13326;13304;13317;13404;13323;13319;13414;13313;13321;13306,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308;13322;13412;13411;13305;13405;13406;13316uwt;13413;13318;13314;13301;13403;13325;13315;13402;13326;13304;13317;13404;13323;13319;13414;13313;13321;13306,39
6,40,0,1,0,40,True,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308;13322;13412;13411;13305;13405;13406;13316uwt;13413;13318;13314;13301;13403;13325;13315;13402;13326;13304;13317;13404;13323;13319;13414;13313;13321;13306;13410,13401;13320;13408;13309;13324t;13409;13407;13307;13302;13311;13310;13303;13312;13308;13322;13412;13411;13305;13405;13406;13316uwt;13413;13318;13314;13301;13403;13325;13315;13402;13326;13304;13317;13404;13323;13319;13414;13313;13321;13306;13410,40
