JobIDRaw|JobID|State|ExitCode|ElapsedRaw|Start|End|AllocCPUS|ReqMem|MaxRSS|NodeList|Restarts
341153.extern|341153.extern|COMPLETED|0:0|10196|2026-09-16T18:04:07|2026-09-16T20:54:03|8|||joachims-cpu-02|
341154|341154|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|32G||garg-cpu-02|0
341154.batch|341154.batch|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|||garg-cpu-02|
341154.extern|341154.extern|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|||garg-cpu-02|
341155|341155|COMPLETED|0:0|11379|2026-09-16T18:04:07|2026-09-16T21:13:46|8|32G||garg-cpu-02|0
341155.batch|341155.batch|COMPLETED|0:0|11379|2026-09-16T18:04:07|2026-09-16T21:13:46|8||9108140K|garg-cpu-02|
341155.extern|341155.extern|COMPLETED|0:0|11379|2026-09-16T18:04:07|2026-09-16T21:13:46|8|||garg-cpu-02|
341156|341156|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|32G||jingjie-cpu-07|0
341156.batch|341156.batch|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|||jingjie-cpu-07|
341156.extern|341156.extern|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|||jingjie-cpu-07|
341157|341157|COMPLETED|0:0|8896|2026-09-16T18:04:07|2026-09-16T20:32:23|8|32G||jingjie-cpu-03|0
341157.batch|341157.batch|COMPLETED|0:0|8896|2026-09-16T18:04:07|2026-09-16T20:32:23|8||9044224K|jingjie-cpu-03|
341157.extern|341157.extern|COMPLETED|0:0|8896|2026-09-16T18:04:07|2026-09-16T20:32:23|8|||jingjie-cpu-03|
341158|341158|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|32G||jingjie-cpu-03|0
341158.batch|341158.batch|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|||jingjie-cpu-03|
341158.extern|341158.extern|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|||jingjie-cpu-03|
341159|341159|COMPLETED|0:0|9200|2026-09-16T18:04:07|2026-09-16T20:37:27|8|32G||jingjie-cpu-03|0
341159.batch|341159.batch|COMPLETED|0:0|9200|2026-09-16T18:04:07|2026-09-16T20:37:27|8||9035088K|jingjie-cpu-03|
341159.extern|341159.extern|COMPLETED|0:0|9200|2026-09-16T18:04:07|2026-09-16T20:37:27|8|||jingjie-cpu-03|
341160|341160|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|32G||jingjie-cpu-11|0
341160.batch|341160.batch|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|||jingjie-cpu-11|
341160.extern|341160.extern|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|||jingjie-cpu-11|
341161|341161|COMPLETED|0:0|11311|2026-09-16T18:04:07|2026-09-16T21:12:38|8|32G||jingjie-cpu-11|0
341161.batch|341161.batch|COMPLETED|0:0|11311|2026-09-16T18:04:07|2026-09-16T21:12:38|8||10888596K|jingjie-cpu-11|
341161.extern|341161.extern|COMPLETED|0:0|11311|2026-09-16T18:04:07|2026-09-16T21:12:38|8|||jingjie-cpu-11|
341162|341162|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|32G||jingjie-cpu-11|0
341162.batch|341162.batch|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|||jingjie-cpu-11|
341162.extern|341162.extern|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|||jingjie-cpu-11|
341163|341163|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|32G||jingjie-cpu-13|0
341163.batch|341163.batch|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|||jingjie-cpu-13|
341163.extern|341163.extern|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|||jingjie-cpu-13|
341164|341164|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|32G||jingjie-cpu-13|0
341164.batch|341164.batch|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|||jingjie-cpu-13|
341164.extern|341164.extern|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|||jingjie-cpu-13|
341165|341165|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|32G||jingjie-cpu-13|0
341165.batch|341165.batch|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|||jingjie-cpu-13|
341165.extern|341165.extern|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|||jingjie-cpu-13|
341166|341166|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|32G||jingjie-cpu-13|0
341166.batch|341166.batch|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|||jingjie-cpu-13|
341166.extern|341166.extern|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|||jingjie-cpu-13|
341167|341167|COMPLETED|0:0|11151|2026-09-16T18:04:07|2026-09-16T21:09:58|8|32G||jingjie-cpu-12|0
341167.batch|341167.batch|COMPLETED|0:0|11151|2026-09-16T18:04:07|2026-09-16T21:09:58|8||10808488K|jingjie-cpu-12|
341167.extern|341167.extern|COMPLETED|0:0|11151|2026-09-16T18:04:07|2026-09-16T21:09:58|8|||jingjie-cpu-12|
341168|341168|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|32G||jingjie-cpu-12|0
341168.batch|341168.batch|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|||jingjie-cpu-12|
341168.extern|341168.extern|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|||jingjie-cpu-12|
341169|341169|COMPLETED|0:0|6649|2026-09-16T18:04:07|2026-09-16T19:54:56|8|32G||jingjie-cpu-12|0
341169.batch|341169.batch|COMPLETED|0:0|6649|2026-09-16T18:04:07|2026-09-16T19:54:56|8||7073692K|jingjie-cpu-12|
341169.extern|341169.extern|COMPLETED|0:0|6649|2026-09-16T18:04:07|2026-09-16T19:54:56|8|||jingjie-cpu-12|
341170|341170|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|32G||jingjie-cpu-12|0
341170.batch|341170.batch|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|||jingjie-cpu-12|
341170.extern|341170.extern|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|||jingjie-cpu-12|
341171|341171|COMPLETED|0:0|10376|2026-09-16T18:04:07|2026-09-16T20:57:03|8|32G||jingjie-cpu-12|0
341171.batch|341171.batch|COMPLETED|0:0|10376|2026-09-16T18:04:07|2026-09-16T20:57:03|8||28431316K|jingjie-cpu-12|
341171.extern|341171.extern|COMPLETED|0:0|10376|2026-09-16T18:04:07|2026-09-16T20:57:03|8|||jingjie-cpu-12|
341172|341172|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|32G||jingjie-cpu-09|0
341172.batch|341172.batch|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|||jingjie-cpu-09|
341172.extern|341172.extern|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|||jingjie-cpu-09|
341173|341173|COMPLETED|0:0|6778|2026-09-16T18:04:07|2026-09-16T19:57:05|8|32G||jingjie-cpu-09|0
341173.batch|341173.batch|COMPLETED|0:0|6778|2026-09-16T18:04:07|2026-09-16T19:57:05|8||6956872K|jingjie-cpu-09|
341173.extern|341173.extern|COMPLETED|0:0|6778|2026-09-16T18:04:07|2026-09-16T19:57:05|8|||jingjie-cpu-09|
341174|341174|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|32G||jingjie-cpu-09|0
341174.batch|341174.batch|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|||jingjie-cpu-09|
341174.extern|341174.extern|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|||jingjie-cpu-09|
341175|341175|COMPLETED|0:0|10547|2026-09-16T18:04:07|2026-09-16T20:59:54|8|32G||jingjie-cpu-09|0
341175.batch|341175.batch|COMPLETED|0:0|10547|2026-09-16T18:04:07|2026-09-16T20:59:54|8||33534592K|jingjie-cpu-09|
341175.extern|341175.extern|COMPLETED|0:0|10547|2026-09-16T18:04:07|2026-09-16T20:59:54|8|||jingjie-cpu-09|
341176|341176|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|32G||jingjie-cpu-09|0
341176.batch|341176.batch|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|||jingjie-cpu-09|
341176.extern|341176.extern|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|||jingjie-cpu-09|
341177|341177|COMPLETED|0:0|9039|2026-09-16T18:04:07|2026-09-16T20:34:46|8|32G||jingjie-cpu-10|0
341177.batch|341177.batch|COMPLETED|0:0|9039|2026-09-16T18:04:07|2026-09-16T20:34:46|8||9115916K|jingjie-cpu-10|
341177.extern|341177.extern|COMPLETED|0:0|9039|2026-09-16T18:04:07|2026-09-16T20:34:46|8|||jingjie-cpu-10|
341178|341178|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|32G||jingjie-cpu-10|0
341178.batch|341178.batch|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|||jingjie-cpu-10|
341178.extern|341178.extern|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|||jingjie-cpu-10|
341179|341179|OUT_OF_MEMORY|0:125|10762|2026-09-16T18:04:07|2026-09-16T21:03:29|8|32G||jingjie-cpu-10|0
341179.batch|341179.batch|OUT_OF_MEMORY|0:125|10762|2026-09-16T18:04:07|2026-09-16T21:03:29|8||33404312K|jingjie-cpu-10|
341179.extern|341179.extern|COMPLETED|0:0|10762|2026-09-16T18:04:07|2026-09-16T21:03:29|8|||jingjie-cpu-10|
341180|341180|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|32G||jingjie-cpu-10|0
341180.batch|341180.batch|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|||jingjie-cpu-10|
341180.extern|341180.extern|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|||jingjie-cpu-10|
341181|341181|COMPLETED|0:0|9058|2026-09-16T18:04:07|2026-09-16T20:35:05|8|32G||jingjie-cpu-10|0
341181.batch|341181.batch|COMPLETED|0:0|9058|2026-09-16T18:04:07|2026-09-16T20:35:05|8||8958672K|jingjie-cpu-10|
341181.extern|341181.extern|COMPLETED|0:0|9058|2026-09-16T18:04:07|2026-09-16T20:35:05|8|||jingjie-cpu-10|
341182|341182|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|32G||jingjie-cpu-15|0
341182.batch|341182.batch|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|||jingjie-cpu-15|
341182.extern|341182.extern|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|||jingjie-cpu-15|
341183|341183|COMPLETED|0:0|9234|2026-09-16T18:04:07|2026-09-16T20:38:01|8|32G||jingjie-cpu-15|0
341183.batch|341183.batch|COMPLETED|0:0|9234|2026-09-16T18:04:07|2026-09-16T20:38:01|8||8990868K|jingjie-cpu-15|
341183.extern|341183.extern|COMPLETED|0:0|9234|2026-09-16T18:04:07|2026-09-16T20:38:01|8|||jingjie-cpu-15|
341184|341184|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|32G||jingjie-cpu-15|0
341184.batch|341184.batch|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|||jingjie-cpu-15|
341184.extern|341184.extern|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|||jingjie-cpu-15|
341185|341185|COMPLETED|0:0|6297|2026-09-16T18:04:07|2026-09-16T19:49:04|8|32G||jingjie-cpu-18|0
341185.batch|341185.batch|COMPLETED|0:0|6297|2026-09-16T18:04:07|2026-09-16T19:49:04|8||7420424K|jingjie-cpu-18|
341185.extern|341185.extern|COMPLETED|0:0|6302|2026-09-16T18:04:07|2026-09-16T19:49:09|8|||jingjie-cpu-18|
341186|341186|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|32G||jingjie-cpu-18|0
341186.batch|341186.batch|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|||jingjie-cpu-18|
341186.extern|341186.extern|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|||jingjie-cpu-18|
341187|341187|OUT_OF_MEMORY|0:125|8608|2026-09-16T18:04:07|2026-09-16T20:27:35|8|32G||jingjie-cpu-18|0
341187.batch|341187.batch|OUT_OF_MEMORY|0:125|8608|2026-09-16T18:04:07|2026-09-16T20:27:35|8||33409728K|jingjie-cpu-18|
341187.extern|341187.extern|COMPLETED|0:0|8608|2026-09-16T18:04:07|2026-09-16T20:27:35|8|||jingjie-cpu-18|
341188|341188|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|32G||jingjie-cpu-18|0
341188.batch|341188.batch|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|||jingjie-cpu-18|
341188.extern|341188.extern|RUNNING|0:0|11856|2026-09-16T18:04:07|Unknown|8|||jingjie-cpu-18|
341189|341189|COMPLETED|0:0|6576|2026-09-16T18:04:07|2026-09-16T19:53:43|8|32G||jingjie-cpu-16|0
341189.batch|341189.batch|COMPLETED|0:0|6576|2026-09-16T18:04:07|2026-09-16T19:53:43|8||7481568K|jingjie-cpu-16|
341189.extern|341189.extern|COMPLETED|0:0|6576|2026-09-16T18:04:07|2026-09-16T19:53:43|8|||jingjie-cpu-16|
341190|341190|RUNNING|0:0|11845|2026-09-16T18:04:18|Unknown|8|32G||jingjie-cpu-16|0
341190.batch|341190.batch|RUNNING|0:0|11845|2026-09-16T18:04:18|Unknown|8|||jingjie-cpu-16|
341190.extern|341190.extern|RUNNING|0:0|11845|2026-09-16T18:04:18|Unknown|8|||jingjie-cpu-16|
341191|341191|COMPLETED|0:0|6501|2026-09-16T18:04:18|2026-09-16T19:52:39|8|32G||jingjie-cpu-16|0
341191.batch|341191.batch|COMPLETED|0:0|6501|2026-09-16T18:04:18|2026-09-16T19:52:39|8||7364960K|jingjie-cpu-16|
341191.extern|341191.extern|COMPLETED|0:0|6501|2026-09-16T18:04:18|2026-09-16T19:52:39|8|||jingjie-cpu-16|
341192|341192|RUNNING|0:0|11845|2026-09-16T18:04:18|Unknown|8|32G||jingjie-cpu-16|0
341192.batch|341192.batch|RUNNING|0:0|11845|2026-09-16T18:04:18|Unknown|8|||jingjie-cpu-16|
341192.extern|341192.extern|RUNNING|0:0|11845|2026-09-16T18:04:18|Unknown|8|||jingjie-cpu-16|
341193|341193|COMPLETED|0:0|10382|2026-09-16T18:04:18|2026-09-16T20:57:20|8|32G||jingjie-cpu-16|0
341193.batch|341193.batch|COMPLETED|0:0|10382|2026-09-16T18:04:18|2026-09-16T20:57:20|8||9915408K|jingjie-cpu-16|
341193.extern|341193.extern|COMPLETED|0:0|10382|2026-09-16T18:04:18|2026-09-16T20:57:20|8|||jingjie-cpu-16|
341194|341194|RUNNING|0:0|11845|2026-09-16T18:04:18|Unknown|8|32G||jingjie-cpu-17|0
341194.batch|341194.batch|RUNNING|0:0|11845|2026-09-16T18:04:18|Unknown|8|||jingjie-cpu-17|
341194.extern|341194.extern|RUNNING|0:0|11845|2026-09-16T18:04:18|Unknown|8|||jingjie-cpu-17|
341195|341195|COMPLETED|0:0|10534|2026-09-16T18:04:18|2026-09-16T20:59:52|8|32G||jingjie-cpu-17|0
341195.batch|341195.batch|COMPLETED|0:0|10534|2026-09-16T18:04:18|2026-09-16T20:59:52|8||9844492K|jingjie-cpu-17|
341195.extern|341195.extern|COMPLETED|0:0|10534|2026-09-16T18:04:18|2026-09-16T20:59:52|8|||jingjie-cpu-17|
341196|341196|RUNNING|0:0|11845|2026-09-16T18:04:18|Unknown|8|32G||jingjie-cpu-17|0
341196.batch|341196.batch|RUNNING|0:0|11845|2026-09-16T18:04:18|Unknown|8|||jingjie-cpu-17|
341196.extern|341196.extern|RUNNING|0:0|11845|2026-09-16T18:04:18|Unknown|8|||jingjie-cpu-17|
341197|341197|COMPLETED|0:0|10314|2026-09-16T18:04:18|2026-09-16T20:56:12|8|32G||jingjie-cpu-17|0
341197.batch|341197.batch|COMPLETED|0:0|10314|2026-09-16T18:04:18|2026-09-16T20:56:12|8||9758896K|jingjie-cpu-17|
