campaign,case_id,partitions,target,buses,pool_bound,pool_integer_bound,fleet_proved,replay,best_contributing_fleet,result_path,result_sha256,source_status_sha256,source_journal_sha256,improves_contributing_fleet
decomposition_lp_support_union_20260914,m_p03_p04,2,32,35,33.0,33,False,True,35,/home/nc437/ladder-lite/decomposition_lp_support_union_20260914/cases/m_p03_p04/mip_result.json,0298061827c1bf80404ab3e8dcfe4c0bd36d51f7c6f568d42f67c6e60cd97d6a,20f15d340ef360d1a32193fc3eebcdf70465ebdbd7d84c80108b742199d402ab,11d6ab260d6981ff7894cc18ecac92dbc91e27c1566b340d7f4aeff88e81e277,False
decomposition_lp_support_union_20260914,m_p03_p05,2,32,35,33.0,33,False,True,35,/home/nc437/ladder-lite/decomposition_lp_support_union_20260914/cases/m_p03_p05/mip_result.json,2e4a85fab7bf0d515538f9da59b07bfe79f14e4a965a09c54d93906e9d3ef21c,0ce1f7f07b25b57346652e66719e28397884ff72e7439d6d87433f5612a8dd4f,7eec91d55d46c980235240d18464f9c61705756f64a3d4053d878c33fd88fe4f,False
decomposition_lp_support_union_20260914,m_p03_p06,2,32,36,33.0,33,False,True,36,/home/nc437/ladder-lite/decomposition_lp_support_union_20260914/cases/m_p03_p06/mip_result.json,86429f79366c6a84d173f3bfdc49331e84b955ecccf4cd6ca85f5124ad0e597f,e78eb825dfec17d3f1fd3840fe3b60e7cecf66b4bfef364738de658a402dbaf5,bf7d345281c302fe5214b4de4bf45bcf18b4ca47cc2439ad88fe9bef906c6863,False
decomposition_lp_support_union_20260914,m_p03_p07,2,32,34,33.00000000000003,33,False,True,34,/home/nc437/ladder-lite/decomposition_lp_support_union_20260914/cases/m_p03_p07/mip_result.json,8ec66e802cf1f4b05aaeb6e7b93a32c74ffe88e227abca1a53b90357f13355b0,d832e352f2d07b147159dd4413d84002f10df38fe3b2d8b87438290fb7be7e1f,b588e73f445d44aa93d7c6bf1c61373c37dd2dc111821baead8887d606874ed5,False
decomposition_lp_support_union_20260914,m_p03_p08,2,32,36,33.0,33,False,True,36,/home/nc437/ladder-lite/decomposition_lp_support_union_20260914/cases/m_p03_p08/mip_result.json,f1e3090a18a349efd470636026f91f9f52bf8d689ebd93febea3749ed3c39fb6,d1286e1b947f35a690d4c9b5f128499215a8afecbd9d8f0d04c5cf37508c81d4,87a61bd158e9f9a088900db6dd36ce30b0237a840d3cf269574d50b6e5844ce4,False
decomposition_lp_support_union_20260914,m_p03_p09,2,32,35,33.0,33,False,True,35,/home/nc437/ladder-lite/decomposition_lp_support_union_20260914/cases/m_p03_p09/mip_result.json,feb02e53a918eaec22d41a6dd143e2bb0139363dff1296ac887395e9e7533f68,f3dc235965f4e076008c5e3185ce4cfe89ab648dbe4f0e731246ab0c7bae5d25,b833d403ef1c8f08215966a1df2185caa426e6fd0c28abb353a1dd43f4491a32,False
decomposition_lp_support_union_20260914,m_p04,1,32,35,35.0,35,True,True,35,/home/nc437/ladder-lite/decomposition_lp_support_union_20260914/cases/m_p04/mip_result.json,55a04630afd98064524daefb6d5640e21475ab880649bb14ee1447ef09562392,e0f5913b9ec2cffb007729a3f5fa9bca38509c2ea22a4e79b4af6581d6598de2,997da8361a6404acfb9b84fe7f61da3eae2b26b38485176b65019b0b6f9d45ab,False
decomposition_lp_support_union_20260914,m_p04_p05,2,32,35,33.0,33,False,True,35,/home/nc437/ladder-lite/decomposition_lp_support_union_20260914/cases/m_p04_p05/mip_result.json,f4850a8c244675c7f50607c0b726d2706e97344dc5d950cb32f743519d8d5d61,129d3cd44052f26f0a3da84334f1876ef690872d3182be1a3c3def5102e1067d,ab7e1e3ff514a8da490c108ff5856c0e760303d75873e68c46e13ca4c4880447,False
decomposition_lp_support_union_20260914,m_p04_p06,2,32,35,33.0,33,False,True,35,/home/nc437/ladder-lite/decomposition_lp_support_union_20260914/cases/m_p04_p06/mip_result.json,66cb9d5f57af67f40bab7d26544e70b74a802311208218fafd354c1e86e147df,0c7200b3888c1ba39eec3033e2294dd263ab0dbd4cb7ffc2c79fa6b82c890130,84f6d37d5ab677cfc6ad21aabffc04ba838fa85bf8e682957fdfb72ab438225d,False
decomposition_lp_support_union_20260914,m_p04_p07,2,32,34,33.0,33,False,True,34,/home/nc437/ladder-lite/decomposition_lp_support_union_20260914/cases/m_p04_p07/mip_result.json,61a845930ab23bcdccfe35a7d7dfc71d1d74ab849e61b0a1d1d5ed8426f27c81,076d4ca56c3f8dde0e04bc76221d1b573533e94c363dc01403ac7767a3f816c2,15186a50907b229a8d1dd58802c777084c6bf0ffcbeae0bbe9fbeaf0b1fc2eb1,False
decomposition_lp_support_union_20260914,m_p04_p08,2,32,35,33.0,33,False,True,35,/home/nc437/ladder-lite/decomposition_lp_support_union_20260914/cases/m_p04_p08/mip_result.json,5aecd43b6d632069632e5c5626dc65f8e3614dc862a44c22b0d21e327c3ce5ee,dfb65aabdc7368c1b6ca8f6c9e2c4e45031345d7beeb36c594a389fd9cd9b422,c6df458f324766c45778359a8428404b87a4001fc2d7446225f28109b8773065,False
decomposition_lp_support_union_20260914,m_p04_p09,2,32,35,33.0,33,False,True,35,/home/nc437/ladder-lite/decomposition_lp_support_union_20260914/cases/m_p04_p09/mip_result.json,02c3f89ba35781b5281432e9088e219a5d0685583c0589d2061a854d1359b424,37d2c7dc5903ee0fa6efa294d10aa3c1075766aaa62ec35361b705268a58b478,a18ba7f1d8a23c3230a9a2cf2eb51b7b0e85c2ec130b8b5c9277a17fd1307564,False
decomposition_lp_support_union_20260914,m_p05,1,32,35,35.0,35,True,True,35,/home/nc437/ladder-lite/decomposition_lp_support_union_20260914/cases/m_p05/mip_result.json,9f8a94fa0eec0541dcc934d60bbf1fb2628f0fe055d36427804c817fb58557e7,66807e42902feae18b4f58bf2ba95e19dc6894ed16a15899aacf2460ebda7c1f,574e61a782f4371d410428e4239c37b3c682bb2c09248d4e5ddb6da43bf8a3a0,False
decomposition_lp_support_union_20260914,m_p05_p06,2,32,35,33.0,33,False,True,35,/home/nc437/ladder-lite/decomposition_lp_support_union_20260914/cases/m_p05_p06/mip_result.json,cf03d6696534f298c6f6f4f57357d2134a53df88df2860c879dec5c45d1e7b6f,678639d7c01c707a050f33fcca4fd18ec7993668eba67e15e905cff56c7e0842,7c8545ed2c3a12c8e9c598a42f26a4fbe3861ceb804577fc685862da6da6f0ef,False
decomposition_lp_support_union_20260914,m_p05_p07,2,32,34,33.0,33,False,True,34,/home/nc437/ladder-lite/decomposition_lp_support_union_20260914/cases/m_p05_p07/mip_result.json,f3de2ef5c52492dbc5725e8283c2ba5b200068d3bbc9883cb5dcf239dfb2cbea,0bebfbde05202f7699a4a1cc874e027c1f2ba778cb4dfefaa2835c52d45a3625,c662cda208e5bc11a620145230a5de42928d0380792b047681a64028fa9378ea,False
decomposition_lp_support_union_20260914,m_p05_p08,2,32,35,33.0,33,False,True,35,/home/nc437/ladder-lite/decomposition_lp_support_union_20260914/cases/m_p05_p08/mip_result.json,1f075e6ff02c708bdc2112bc49062c1de01d970d4e230f73a8e5d8ca605f9b7a,b42c683ddf60ed601a91bf562f2a238ab30d1d8faab9c79529e3a09429821ef0,e7e3178340b994895818d8ed1d6b145f86fe00f57f9a45e6869f8917bed577a4,False
decomposition_lp_support_union_20260914,m_p05_p09,2,32,35,33.0,33,False,True,35,/home/nc437/ladder-lite/decomposition_lp_support_union_20260914/cases/m_p05_p09/mip_result.json,9c96309cb8608bf3c370b7337d70a329187fb94a913b4d94827976d5d1505a2e,1ff3dbe9c5456d5646ff4ff354b05a5256340226c5d92f70b3627583a3f9cbc4,507963fac6ecb64cfe365dbef7cc6e5949ace5d0700efb606a17f74dca45748f,False
decomposition_lp_support_union_20260914,m_p06,1,32,36,36.0,36,True,True,36,/home/nc437/ladder-lite/decomposition_lp_support_union_20260914/cases/m_p06/mip_result.json,807f627da3ab7ba8dbde94365dba3afd95642e7989159b26fa91e5856f92397e,f41b1762014ef322d04538df612df3c2388f0c9465c2eaa6fbb7ff2d05e23e59,6af6e6a476448112b68c1051240784f0d66f749c861093da9effb45b66da4720,False
decomposition_lp_support_union_20260914,m_p06_p07,2,32,34,33.0,33,False,True,34,/home/nc437/ladder-lite/decomposition_lp_support_union_20260914/cases/m_p06_p07/mip_result.json,63bb246a571f25686dd17998028d30589046e548c29371f5117ac6e9c8c6565e,eb6ce60523c0fdceb31049c9f4fecf69756b6a15c90ee5348b1949db94774013,369d1d95af66aff37e046de6ebe4db5d9d1055e8311f454751a2ba52d2c8efdc,False
decomposition_lp_support_union_20260914,m_p06_p08,2,32,36,33.0,33,False,True,36,/home/nc437/ladder-lite/decomposition_lp_support_union_20260914/cases/m_p06_p08/mip_result.json,03c5eed7bf8ffb31b812103f6ff2ca74d7b090adcd4b5308f3f5d70aa18009f4,6d963c787ebb05eb2201d799c81ce7331a5ea4fa048d0b96e4d979430c423f6f,629596c4834d1d7e54737c12f03891a3e1e0c598493875a2ce3104aa92417630,False
decomposition_lp_support_union_20260914,m_p06_p09,2,32,35,33.0,33,False,True,35,/home/nc437/ladder-lite/decomposition_lp_support_union_20260914/cases/m_p06_p09/mip_result.json,5d4c388a5c2e9db998c79785e37d46a3c5aca826e23e21df6d6b29b2b1718ee5,6bcce838b2d1aa28c1849235a87ce3a644a92d5374676d33835cd3f7f8e46bc6,23acc121f66295ec9fbc9cc117d347522a9bf6a49633af02d73f2ba39801d6fe,False
decomposition_lp_support_union_20260914,m_p07,1,32,34,34.0,34,True,True,34,/home/nc437/ladder-lite/decomposition_lp_support_union_20260914/cases/m_p07/mip_result.json,23c7e95f7afd749fe7357553f1eb3cdfe4729c8ca1357df95d23ed95a7aaecdf,81cc150aebab0566f68de9713466c9a1ebcc9d2d4d2388b37acd12f6e6eb4c99,3bf1c8ef5ea26be2ece5a97c982f57c877d460e7ab1cf64e84ed83372318c9bf,False
decomposition_lp_support_union_20260914,m_p07_p08,2,32,34,33.0,33,False,True,34,/home/nc437/ladder-lite/decomposition_lp_support_union_20260914/cases/m_p07_p08/mip_result.json,372b47c560f04b205479558a3a1fd71804e8cf12c446d5e0f200763fafb913fd,561fee91f56619d971a9170f8aff5a6b036f1112d2dfdcca167fd2a6c1830e33,7528507d9414591a8050054c0eb50d831ae592c13b5a7716d74c0d91d0670db0,False
decomposition_lp_support_union_20260914,m_p07_p09,2,32,34,33.0,33,False,True,34,/home/nc437/ladder-lite/decomposition_lp_support_union_20260914/cases/m_p07_p09/mip_result.json,f8534a8d26e0e9deb0eb94879c3c4f9c1c36406091f4bcb95d9783d2f67a0be6,618b414bdc7b68099d7b5dae291997e1e587e3b3ddd3e814f43422fa78fc151a,5f574092210d9e91c5e6b2536a519616435872be6f0c73c8f67d3983272d3a71,False
decomposition_lp_support_union_20260914,m_p08,1,32,37,37.0,37,True,True,37,/home/nc437/ladder-lite/decomposition_lp_support_union_20260914/cases/m_p08/mip_result.json,e83eee33ef698533081229dabcfa89f92eba7ddddfdd8cdbeb13b53aa3c90fe6,94972d925979c9bb7d2247fb15ddeb786793b3352d270e56028bb14a9e4fce8c,81df89510930152ac25c4d2a34107884097f0333e6708374c103411de2d9901c,False
decomposition_lp_support_union_20260914,m_p08_p09,2,32,35,33.0,33,False,True,35,/home/nc437/ladder-lite/decomposition_lp_support_union_20260914/cases/m_p08_p09/mip_result.json,38c585a0757e84b6697e684323ee6a08bd440354453053768cd0849c918f88dc,806647b86b3a9db78416686d82d57987bc5e5747b5cd1453d2fe29633641972f,2022a3c0d728f887414142fedc9cae5b6dfc96c64d39c06d3cb5472c18c65988,False
decomposition_lp_support_union_20260914,m_p09,1,32,35,35.0,35,True,True,35,/home/nc437/ladder-lite/decomposition_lp_support_union_20260914/cases/m_p09/mip_result.json,630652ec29a176fb2e921ed36502546c5a9b2c51325be83e9171124dd721abbf,af88658ee6889e26023ff9e90d91f10e3c203f98400b4b6cb17b170513cea36e,91c89b1864a9004cc2d3e0d4680021e8c3aef940223239bb6b9f65d124d44082,False
