From,To,Duration,Energy used
1950,PAGX,16,22.0
2043,18112,10,21.4
2100,4760,11,9.4
2100,7340,4,2.2
2100,KEX,19,16.4
2190,1004,10,11.0
2190,1595,8,5.6
2190,2190C,2,0.6
2190,2190L,1,0.4
2190,2530,10,17.8
2190,2580,16,18.8
2190,3180,7,6.4
2190,3215,20,32.6
2190,4808,22,37.6
2190,7485,13,13.2
2190,8566,8,6.6
2190,8570,10,11.4
2190,BGM,10,11.4
2190,ETL,1,0.4
2190,ET_P,1,0.2
2190,ET_R,1,0.2
2190,ETU,1,0.2
2190,JBX,14,20.8
2190,KEX,8,6.6
2190,KEXC,8,6.6
2190,PARX,19,28.0
2190C,2190,1,0.2
2190C,2530,10,17.8
2190L,2190,0,0.0
2190L,ET_R,1,0.2
2190L,ETU,1,0.2
2240,1595,3,1.5
2240,2580,11,10.2
2240,ARX,15,13.0
2240,BUX,12,14.4
2240,JBX,15,19.2
2240,KEX,15,11.8
2240,KEXC,10,9.8
2350,1119,3,3.4
2350,1130,18,26.2
2350,1179,14,18.0
2350,1179C,14,19.2
2350,1410,7,6.8
2350,1760,19,27.2
2350,2350C,0,0.0
2350,2530,10,9.6
2350,2530C,10,9.6
2350,3180,18,28.6
2350,3245,11,13.2
2350,3640,20,24.8
2350,3680,20,32.8
2350,3680C,21,33.6
2350,4100,10,13.2
2350,4485,20,27.8
2350,4490,18,26.6
2350,4760,13,18.6
2350,4760C,12,18.0
2350,5125,11,13.0
2350,5175,8,8.6
2350,5180,20,21.2
2350,5767,3,3.2
2350,7300,20,23.2
2350,7485,19,28.4
2350,7630,8,9.4
2350,8566,22,37.0
2350,8570,17,13.4
2350,9620,13,13.2
2350,BGM,17,13.4
2350,FTU,10,9.6
2350,JBX,14,11.6
2350,KEX,22,37.0
2350,KEXC,22,37.0
2350C,1119,3,3.4
2350C,1130,18,26.2
2350C,1179,14,18.0
2350C,1179C,14,18.0
2350C,1410,7,6.8
2350C,1760,19,27.2
2350C,2350,0,0.0
2350C,2530,10,9.6
2350C,3180,18,28.6
2350C,3245,11,13.2
2350C,3640,20,24.8
2350C,3680,20,32.8
2350C,3680C,20,32.8
2350C,4100,10,13.2
2350C,4485,20,27.8
2350C,4490,18,26.6
2350C,4760,13,18.6
2350C,4760C,13,18.0
2350C,5125,11,13.0
2350C,5175,8,8.6
2350C,5180,20,21.2
2350C,5767,3,3.2
2350C,7300,20,23.2
2350C,7485,19,28.4
2350C,7630,8,9.4
2350C,9620,13,13.2
2350C,BGM,17,13.4
2350C,FTU,10,9.6
2350C,KEX,22,37.0
2350C,KEXC,22,37.0
2350L,KEX,22,37.0
2530,1119,6,5.2
2530,1130,14,21.6
2530,1179,8,11.2
2530,1179C,8,11.2
2530,12110,13,17.6
2530,12114,14,18.2
2530,12115,14,18.2
2530,12232,13,17.2
2530,12423,14,22.0
2530,12542,18,26.8
2530,12610,13,25.0
2530,12636,16,27.2
2530,12666,20,33.2
2530,12711,16,35.6
2530,12736,23,39.6
2530,12880,30,54.6
2530,1410,5,4.8
2530,1760,13,19.0
2530,18110,21,32.0
2530,2190,10,17.8
2530,2190C,10,17.8
2530,2350,10,9.6
2530,2350C,10,9.6
2530,2530C,1,0.6
2530,2530L,1,0.6
2530,3127,20,20.4
2530,3127C,20,20.4
2530,3180,15,23.8
2530,3235,9,12.6
2530,3245,8,6.6
2530,3640,11,16.8
2530,3680,19,26.0
2530,3680C,17,26.2
2530,4100,6,8.6
2530,4290,18,32.2
2530,4290C,18,32.2
2530,4485,15,20.4
2530,4490,14,22.2
2530,4510,12,5.4
2530,4760,8,11.2
2530,4760C,8,11.2
2530,4808,25,46.6
2530,4808C,25,46.6
2530,5125,10,9.2
2530,5175,6,6.2
2530,5180,12,20.6
2530,5767,7,5.8
2530,6125,14,25.6
2530,6242,15,18.6
2530,7485,15,21.8
2530,7498,12,20.8
2530,7500,12,20.8
2530,7630,5,5.8
2530,8566,18,34.2
2530,8570,11,11.0
2530,9620,11,13.2
2530,BGM,11,22.0
2530,FTLL,1,0.2
2530,FTU,0,0.4
2530,FTXL,1,0.6
2530,GRIX,20,40.0
2530,GVX,14,22.0
2530,HEDL,20,20.4
2530,HED_P,20,20.4
2530,JBX,6,3.4
2530,KB_A,19,26.0
2530,KB_B,19,26.0
2530,KB_C,19,26.0
2530,KEX,18,34.2
2530,KEXC,18,34.2
2530,MÖLCL,13,17.6
2530,MÖLC_P,13,17.6
2530,PARX,21,39.6
2530,RÄX,15,26.4
2530,SAX,13,23.8
2530C,1119,6,5.2
2530C,1130,14,21.6
2530C,1179,8,11.2
2530C,1179C,8,11.2
2530C,12110,13,17.6
2530C,12110C,13,17.6
2530C,12114,14,18.2
2530C,12115,14,18.2
2530C,12232,13,17.2
2530C,12423,14,22.0
2530C,12542,18,26.8
2530C,12610,13,25.0
2530C,12636,16,27.2
2530C,12666,20,33.2
2530C,12711,16,35.6
2530C,12736,23,39.6
2530C,12880,30,54.6
2530C,1410,5,4.8
2530C,1760,13,19.0
2530C,18110,21,32.0
2530C,2350,10,9.6
2530C,2530,2,1.2
2530C,3127,20,20.4
2530C,3127C,20,20.4
2530C,3180,15,23.8
2530C,3235,9,12.6
2530C,3245,8,6.6
2530C,3640,11,16.8
2530C,3680,19,26.0
2530C,3680C,17,26.2
2530C,4485,15,20.4
2530C,4490,14,22.2
2530C,4510,12,5.4
2530C,4760,8,11.2
2530C,4760C,8,11.2
2530C,5125,10,9.2
2530C,5175,6,6.2
2530C,5180,12,20.6
2530C,5767,7,5.8
2530C,6125,14,25.6
2530C,7485,15,21.8
2530C,7498,12,20.8
2530C,7630,5,5.8
2530C,9620,11,13.2
2530C,BGM,11,11.0
2530C,GVX,14,22.0
2530C,HED_P,20,20.4
2530C,KEX,18,34.2
2530C,KEXC,18,34.2
2530C,MÖLC_P,13,17.6
2530C,RÄX,15,26.4
2530C,SAX,13,23.8
2530L,2530,2,1.2
2530L,4100,6,8.6
2530L,FTU,2,0.4
2530L,JBX,6,3.4
25456,RÄX,12,26.8
25456,SAX,10,24.2
2580,1595,12,11.2
2580,2190,16,18.8
2580,2240,11,10.2
2580,4760,5,4.326
2580,4760C,5,4.326
2580,8566,16,25.8
2580,8570,6,9.0
2580,BGM,6,9.0
2580,BUX,12,19.6
2580,JBX,10,11.6
2580,KEX,16,25.8
2580,KEXC,16,25.8
2695,4760,5,5.382
2695,JBX,11,12.2
2695,KEX,17,28.8
3127,12110,14,15.0
3127,12110C,14,15.0
3127,12114,14,15.2
3127,12115,14,14.8
3127,12232,13,16.4
3127,12342,21,19.0
3127,12344,20,18.2
3127,12423,14,20.6
3127,12510,15,15.4
3127,12542,11,16.0
3127,12610,18,25.6
3127,12636,21,28.0
3127,12666,23,34.8
3127,12711,24,37.6
3127,12736,28,41.6
3127,12880,35,56.6
3127,13215,15,20.6
3127,13311,14,25.2
3127,13329,15,27.4
3127,13330,15,27.4
3127,13410,17,28.8
3127,13421,17,27.0
3127,13514,17,26.8
3127,14001,25,48.0
3127,14715,31,50.2
3127,14948,28,49.2
3127,17320,32,62.0
3127,1760,5,2.4
3127,18110,18,27.4
3127,18112,17,26.2
3127,18116,18,24.0
3127,18711,23,32.4
3127,19205,23,44.6
3127,19235,25,44.2
3127,2530,20,20.4
3127,2530C,20,20.4
3127,3127C,1,1.0
3127,3127L,1,0.6
3127,3180,8,6.4
3127,3215,25,35.4
3127,3235,20,27.4
3127,3640,5,4.2
3127,3860,16,25.2
3127,4100,13,12.0
3127,4485,25,31.0
3127,4510,8,4.8
3127,4524,7,4.2
3127,4760,12,9.2
3127,4760C,12,9.2
3127,4945,5,2.6
3127,5147,21,40.0
3127,5180,10,3.8
3127,5865,24,30.8
3127,6125,25,38.0
3127,6225,25,45.0
3127,6480,6,3.8
3127,7300,3,2.2
3127,7488,17,24.2
3127,7492,20,31.6
3127,7581,13,11.8
3127,7880,11,13.0
3127,GRIX,22,19.2
3127,GVX,11,8.0
3127,HEDL,1,0.5
3127,HED_P,1,0.4
3127,JON_P,17,28.8
3127,KEX,15,13.2
3127,KEXC,15,13.2
3127,MÖLCL,15,14.8
3127,MÖLC_P,15,14.8
3127,PAGX,17,21.6
3127,PARX,15,20.8
3127,RÄX,20,19.6
3127,SAX,20,22.2
3127C,12110,14,15.0
3127C,12114,14,15.2
3127C,12115,14,14.8
3127C,12232,13,16.4
3127C,12423,14,20.6
3127C,12542,11,16.0
3127C,12610,18,25.6
3127C,12636,21,28.0
3127C,12666,23,34.8
3127C,12711,24,37.6
3127C,12736,28,41.6
3127C,12880,35,56.6
3127C,13215,15,20.6
3127C,13329,15,27.4
3127C,13330,18,27.4
3127C,13410,17,28.8
3127C,13421,17,28.8
3127C,13514,17,27.0
3127C,18110,18,26.8
3127C,18116,18,24.0
3127C,19205,23,44.6
3127C,19235,25,44.2
3127C,2530,20,20.4
3127C,2530C,20,20.4
3127C,3127,1,0.4
3127C,3215,25,35.4
3127C,3640,5,4.2
3127C,3860,16,25.2
3127C,4485,25,31.0
3127C,4510,8,4.8
3127C,4760,12,9.2
3127C,4760C,12,9.2
3127C,4945,5,2.6
3127C,5147,21,40.0
3127C,5180,10,3.8
3127C,5865,24,30.8
3127C,6125,25,38.0
3127C,6225,25,45.0
3127C,6480,7,3.8
3127C,7300,3,2.2
3127C,7581,13,9.2
3127C,7880,11,13.0
3127C,HED_P,0,0.0
3127C,JON_P,17,28.8
3127C,KEX,15,13.2
3127C,MÖLC_P,14,15.0
3127C,PARX,18,20.8
3127C,RÄX,18,19.6
3127C,SAX,20,22.2
3127L,13311,14,25.2
3127L,3127,1,0.6
3127L,HED_C,1,0.06
3127L,HED_D,1,0.05
3127L,HED_E,1,0.062
3127L,HED_P,0,0.0
3160,1950,19,15.8
3160,PAGX,21,32.4
3170,KEX,19,25.2
3180,1119,18,27.0
3180,1130,10,18.8
3180,1179,20,34.2
3180,1179C,20,34.2
3180,13215,16,28.2
3180,13514,14,26.8
3180,14001,22,42.6
3180,14002,20,38.2
3180,1410,15,24.4
3180,14150,19,41.6
3180,14152,19,41.6
3180,14715,23,47.0
3180,14948,22,44.6
3180,17320,29,62.0
3180,1760,7,6.2
3180,18162,23,39.8
3180,19205,26,57.0
3180,19235,29,56.2
3180,2190,7,6.4
3180,2350,19,27.6
3180,2350C,18,28.6
3180,2530,15,23.8
3180,2530C,15,23.8
3180,3127,8,6.4
3180,3215,19,31.4
3180,3235,20,32.6
3180,3245,17,31.0
3180,3640,13,8.2
3180,3680,15,19.4
3180,3680C,15,19.4
3180,3860,12,21.6
3180,4100,11,15.6
3180,4485,24,43.6
3180,4490,6,4.2
3180,4760,15,20.6
3180,4760C,15,20.6
3180,4940,3,4.2
3180,4945,3,4.2
3180,5125,18,31.8
3180,5147,26,41.6
3180,5175,16,27.4
3180,5180,6,4.0
3180,5767,16,24.8
3180,5865,25,47.4
3180,6125,27,49.6
3180,6225,27,57.2
3180,6242,10,6.2
3180,7485,13,19.6
3180,7492,13,20.0
3180,7600,6,4.2
3180,7630,18,30.0
3180,8566,4,5.6
3180,8570,14,14.4
3180,9620,19,26.0
3180,BGM,14,14.4
3180,GRIX,10,8.2
3180,HED_P,8,6.4
3180,HPU,1,0.2
3180,JBX,18,27.0
3180,KB_A,15,19.4
3180,KB_B,15,19.4
3180,KB_C,15,19.4
3180,KEX,4,5.6
3180,KEXC,4,5.6
3180,KRC_P,22,42.6
3180,PAGX,15,21.8
3180,PARX,12,22.8
3215,1004,10,10.4
3215,13215,29,60.8
3215,13514,30,62.4
3215,14001,38,72.8
3215,14715,42,89.6
3215,14948,33,73.6
3215,17320,43,97.4
3215,18110,33,78.0
3215,18711,38,66.6
3215,19205,30,66.8
3215,19235,32,66.0
3215,2190,20,32.6
3215,3127,25,35.4
3215,3127C,25,35.4
3215,3180,19,31.4
3215,3860,22,39.2
3215,4485,28,55.0
3215,4490,16,31.4
3215,4510,19,37.8
3215,4760,21,32.0
3215,4945,25,43.2
3215,5147,34,67.6
3215,5180,22,35.4
3215,5421,19,41.4
3215,5865,26,54.6
3215,6125,30,61.0
3215,6225,39,68.8
3215,6480,28,40.8
3215,6650,14,17.2
3215,7300,22,38.2
3215,7488,17,22.2
3215,7492,14,16.0
3215,ET_R,20,32.6
3215,GRIX,28,33.0
3215,HED_P,25,35.4
3215,PAGX,32,60.0
3215,PARX,38,55.4
3235,1130,20,33.8
3235,2530,9,12.6
3235,2530C,9,12.6
3235,3127,20,27.4
3235,3180,20,32.6
3235,4100,11,20.8
3235,4760,9,15.6
3235,4760C,9,15.6
3235,5180,18,30.2
3235,6125,9,14.8
3235,6480,19,36.6
3235,7300,13,20.4
3235,7485,18,35.2
3235,7498,17,31.6
3235,7500,17,32.6
3235,7506,18,38.6
3235,GRIX,26,40.8
3235,KEX,19,37.6
3235,KEXC,19,37.6
3245,1119,7,9.8
3245,1130,17,27.2
3245,1179,11,12.4
3245,1179C,12,14.0
3245,1410,8,9.8
3245,1760,18,28.2
3245,2350,11,13.2
3245,2350C,11,13.2
3245,2530,8,6.6
3245,2530C,8,6.6
3245,3180,16,29.6
3245,3640,14,19.2
3245,3680,15,27.2
3245,3680C,17,28.6
3245,4100,10,13.8
3245,4485,14,20.8
3245,4490,17,27.6
3245,4760,9,12.8
3245,4760C,9,12.8
3245,5125,7,7.4
3245,5175,4,4.0
3245,5180,15,26.2
3245,5767,8,10.4
3245,7485,19,29.4
3245,7630,3,4.0
3245,9620,15,18.8
3245,KEX,19,32.2
3245,KEXC,19,31.8
3640,1119,12,20.2
3640,1130,15,20.8
3640,1179,15,20.2
3640,1179C,15,19.0
3640,1410,12,14.2
3640,1760,6,2.8
3640,2350,20,24.8
3640,2350C,20,24.8
3640,2530,11,16.8
3640,2530C,11,16.8
3640,3127,5,4.2
3640,3127C,5,4.2
3640,3180,13,8.2
3640,3245,12,22.0
3640,3680,15,13.6
3640,3680C,15,13.6
3640,4100,6,9.4
3640,4485,20,34.4
3640,4490,10,11.4
3640,4760,11,10.0
3640,4760C,11,10.0
3640,5125,15,24.2
3640,5175,12,19.8
3640,5180,5,2.8
3640,5767,12,17.8
3640,6125,21,34.6
3640,7485,14,23.0
3640,7630,12,20.8
3640,8566,14,10.4
3640,8570,7,6.8
3640,9620,14,18.2
3640,BGM,7,6.8
3640,HED_P,5,4.2
3640,JBX,15,16.4
3640,KB_A,15,13.6
3640,KB_B,15,13.6
3640,KB_C,15,13.6
3640,KEX,14,10.4
3640,KEXC,14,10.4
3680,1119,19,30.2
3680,1130,23,35.6
3680,1179,18,24.2
3680,1179C,19,23.2
3680,1410,18,29.0
3680,1760,17,17.4
3680,2350,21,33.6
3680,2350C,20,32.8
3680,2530,17,26.2
3680,2530C,19,26.0
3680,3180,15,19.4
3680,3245,17,28.6
3680,3640,15,13.6
3680,3680C,0,0.0
3680,4100,18,26.8
3680,4485,24,37.8
3680,4490,14,19.8
3680,4760,16,16.2
3680,4760C,16,16.2
3680,4808,21,28.4
3680,5125,20,33.0
3680,5175,18,30.0
3680,5180,16,17.0
3680,5767,19,30.8
3680,7485,25,35.6
3680,7630,17,28.6
3680,8566,15,17.6
3680,8570,20,22.8
3680,9620,24,38.0
3680,BGM,20,22.8
3680,JBX,17,25.6
3680,KEX,19,19.0
3680,KEXC,17,19.0
3680,PARX,14,25.6
3680C,1119,19,30.2
3680C,1130,23,35.6
3680C,1179,18,24.2
3680C,1179C,19,23.2
3680C,1410,18,29.0
3680C,1760,17,17.4
3680C,2350,21,33.6
3680C,2350C,20,32.8
3680C,2530,17,26.2
3680C,2530C,17,26.2
3680C,3180,15,19.4
3680C,3245,17,28.6
3680C,3640,15,13.6
3680C,3680,0,0.0
3680C,4100,18,26.8
3680C,4485,22,37.8
3680C,4490,13,19.8
3680C,4760,16,16.2
3680C,4760C,16,16.2
3680C,4808,21,28.4
3680C,5125,20,33.0
3680C,5175,18,30.0
3680C,5180,16,17.0
3680C,5767,19,30.8
3680C,7485,25,35.6
3680C,7630,17,28.6
3680C,9620,24,38.0
3680C,BGM,20,22.8
3680C,KEX,15,17.6
3680C,KEXC,15,17.6
3860,13215,19,37.2
3860,13330,18,37.0
3860,13514,19,38.0
3860,14001,14,26.8
3860,14002,12,21.4
3860,14715,16,27.8
3860,14948,13,27.8
3860,17320,32,49.6
3860,18110,25,45.0
3860,18711,33,51.6
3860,19205,45,81.6
3860,19235,44,78.2
3860,3127,16,25.2
3860,3127C,16,25.2
3860,3180,12,21.6
3860,3215,22,39.2
3860,4457,5,3.0
3860,4485,32,63.4
3860,4490,15,26.2
3860,4510,20,30.6
3860,4760,20,40.0
3860,4945,15,25.4
3860,5147,17,29.6
3860,5180,19,26.4
3860,5421,22,51.2
3860,5865,33,69.6
3860,6125,40,70.6
3860,6225,19,32.2
3860,6480,14,23.2
3860,6650,17,32.8
3860,7300,22,28.2
3860,7488,14,27.4
3860,7492,20,31.0
3860,8566,15,22.8
3860,8570,29,40.8
3860,BGM,29,40.8
3860,GRIX,14,22.0
3860,HED_P,16,25.2
3860,KEX,15,22.8
3860,KEXC,15,22.8
3860,KRC_P,14,26.8
3860,MYT_P,24,48.0
3860,PAGX,20,36.0
3860,PARX,17,25.8
3940,5120,8,15.2
3940,KEX,20,29.2
3980,18112,15,23.0
3980,GRIX,17,17.8
4100,1119,9,12.0
4100,1130,10,14.4
4100,1140,9,11.8
4100,1179,12,17.8
4100,1179C,12,19.0
4100,1410,4,6.0
4100,1760,10,11.4
4100,2350,10,12.6
4100,2350C,10,13.2
4100,2530,8,8.6
4100,2530L,6,8.6
4100,3127,13,12.0
4100,3180,10,16.6
4100,3235,11,20.8
4100,3245,10,13.8
4100,3640,7,9.4
4100,3680,17,25.4
4100,3680C,18,26.8
4100,4485,17,26.2
4100,4490,10,14.6
4100,4760,5,5.4
4100,4760L,5,6.2
4100,4940,13,15.4
4100,5125,12,16.0
4100,5175,9,11.8
4100,5180,9,13.2
4100,5767,8,10.0
4100,7485,11,14.2
4100,7600,15,16.4
4100,7630,9,12.6
4100,8566,13,18.6
4100,8570,3,2.2
4100,9620,11,9.6
4100,HED_P,13,12.0
4100,JBX,11,11.8
4100,KEX,12,19.4
4100,KEXC,11,18.6
4290,1740,6,9.8
4290,1760,12,17.0
4290,2530,18,32.2
4290,4290C,1,0.4
4290,4760,17,32.0
4290,4808,18,29.2
4290,JBX,23,38.0
4290,KEX,8,11.2
4290,KEXC,9,11.2
4290,PARX,15,27.0
4290C,2530,18,32.2
4290C,4290,1,0.4
4290C,4808,18,29.2
4290C,KÖ_U,1,0.4
4290L,KÖ_A,0,0.058
4290L,KÖ_F,1,0.4
4290L,KÖ_U,1,0.4
4457,3860,5,3.0
4457,KEX,14,20.0
4457,KEXC,14,20.0
4485,1119,18,24.2
4485,1130,25,45.0
4485,1179,15,16.8
4485,1179C,16,16.8
4485,13215,29,57.0
4485,13514,30,64.8
4485,1410,16,23.0
4485,14715,43,87.2
4485,17320,46,100.0
4485,1760,26,31.6
4485,18110,29,53.6
4485,18711,33,57.6
4485,19205,21,29.6
4485,19235,15,24.0
4485,2350,20,27.8
4485,2350C,20,27.8
4485,2530,15,20.4
4485,2530C,15,20.4
4485,3127,25,31.0
4485,3127C,25,31.0
4485,3180,24,43.6
4485,3215,28,55.0
4485,3245,17,22.6
4485,3640,20,34.4
4485,3680,22,37.0
4485,3680C,22,37.8
4485,3860,32,63.4
4485,4100,18,27.6
4485,4490,25,40.8
4485,4510,16,26.4
4485,4760,15,22.4
4485,4760C,14,22.0
4485,4945,26,38.8
4485,5125,20,26.0
4485,5147,34,73.6
4485,5175,18,24.0
4485,5180,23,39.6
4485,5421,13,16.4
4485,5767,18,24.8
4485,5865,6,7.2
4485,6125,10,15.2
4485,6225,41,78.8
4485,6480,23,42.8
4485,7300,22,29.0
4485,7485,26,42.6
4485,7488,24,40.2
4485,7498,22,40.4
4485,7630,17,22.6
4485,8570,22,28.2
4485,9620,23,32.0
4485,BGM,22,28.2
4485,GRIX,32,49.2
4485,HED_P,25,31.0
4485,JBX,18,19.6
4485,KEX,28,45.6
4485,KEXC,25,45.6
4485,PARX,37,58.2
4490,1119,15,25.6
4490,1130,12,17.4
4490,1179,20,31.6
4490,1179C,20,31.6
4490,13215,15,30.0
4490,13514,15,28.2
4490,14001,28,45.0
4490,1410,12,19.8
4490,14715,32,50.2
4490,14948,30,47.6
4490,17320,32,66.2
4490,1760,10,10.4
4490,18711,22,42.6
4490,19205,33,60.4
4490,19235,28,53.4
4490,2350,17,26.2
4490,2350C,18,26.6
4490,2530,14,22.2
4490,2530C,14,22.2
4490,3180,6,4.0
4490,3215,16,31.4
4490,3245,17,27.4
4490,3640,10,11.4
4490,3680,13,19.6
4490,3680C,13,19.8
4490,3860,15,26.2
4490,4100,9,14.2
4490,4485,23,40.0
4490,4760,11,19.0
4490,4760C,12,19.0
4490,5125,18,29.8
4490,5147,24,42.6
4490,5175,15,25.4
4490,5180,8,8.4
4490,5767,15,23.6
4490,5865,24,40.6
4490,6125,23,46.0
4490,6225,26,45.4
4490,7485,13,17.8
4490,7630,15,26.2
4490,8566,8,5.6
4490,9620,18,23.8
4490,BUX,13,18.8
4490,GRIX,13,10.0
4490,JBX,17,25.0
4490,KEX,10,5.6
4490,KEXC,8,5.6
4490,PARX,19,26.2
4510,12110,12,17.6
4510,12114,13,13.0
4510,12115,13,13.0
4510,12232,11,9.4
4510,12423,17,17.4
4510,12542,18,20.0
4510,12610,15,31.6
4510,12636,19,33.2
4510,12666,22,39.8
4510,12711,20,41.8
4510,12736,26,45.8
4510,12880,28,60.4
4510,13215,16,24.6
4510,13514,17,32.2
4510,17320,35,67.6
4510,18110,28,27.2
4510,19205,28,46.6
4510,19235,22,39.8
4510,19240,18,35.8
4510,2530,12,5.4
4510,2530C,12,5.4
4510,3127,8,4.8
4510,3127C,8,4.8
4510,3215,19,37.8
4510,3860,20,30.6
4510,4485,16,26.4
4510,4760,4,7.2
4510,4760C,4,5.2
4510,4945,12,6.8
4510,5147,22,41.8
4510,5865,15,25.8
4510,6125,15,32.0
4510,6225,29,44.8
4510,7300,7,3.4
4510,GRIX,17,18.8
4510,GVX,10,8.6
4510,HEDL,8,4.8
4510,HED_P,8,4.8
4510,MÖLCL,12,17.6
4510,MÖLC_P,12,17.6
4510,PARX,19,26.6
4510,RÄX,18,32.6
4510,SAX,20,35.2
4524,13215,14,24.6
4524,18112,12,20.2
4524,3127,7,4.2
4524,HED_P,7,4.2
4524,PAGX,15,21.4
4524,PARX,14,20.6
4524,RÄX,13,23.2
4524,SAX,15,25.8
4527,12110,15,11.2
4527,KEX,21,21.6
4565,8566,25,48.0
4565,8570,19,25.0
4565,BGM,19,25.0
4565,KEX,25,48.0
4565,KEXC,25,48.0
4760,1119,10,17.2
4760,1130,11,19.0
4760,1179,12,18.4
4760,1179C,12,18.4
4760,12110,14,24.8
4760,12114,14,25.4
4760,12115,14,25.4
4760,12232,12,12.2
4760,12423,17,28.6
4760,12542,19,34.6
4760,12610,17,31.6
4760,12636,19,33.2
4760,12666,23,39.8
4760,12711,20,35.0
4760,12736,24,48.2
4760,12880,30,61.4
4760,13215,20,38.6
4760,13514,22,41.2
4760,14001,30,62.6
4760,1410,7,13.2
4760,14715,31,68.8
4760,14948,35,68.0
4760,1715,16,26.0
4760,17320,35,78.4
4760,1760,13,10.4
4760,18110,22,34.2
4760,18711,29,41.4
4760,19205,17,37.2
4760,19235,20,36.4
4760,2100,11,9.4
4760,2350,12,18.0
4760,2350C,13,18.6
4760,2530,8,11.2
4760,2530C,8,11.2
4760,2580,5,4.326
4760,2695,5,5.382
4760,3127,12,9.2
4760,3127C,12,9.2
4760,3180,15,20.6
4760,3215,21,32.0
4760,3235,9,15.6
4760,3245,9,12.8
4760,3640,11,10.0
4760,3680,16,16.2
4760,3680C,16,16.2
4760,3860,20,40.0
4760,4100,5,6.2
4760,4290,17,32.0
4760,4485,14,22.0
4760,4490,12,19.0
4760,4510,4,5.2
4760,4760C,1,0.2
4760,4760L,0,0.2
4760,5125,11,16.4
4760,5147,28,54.0
4760,5175,8,13.0
4760,5180,10,17.6
4760,5767,9,15.0
4760,5865,18,28.0
4760,6125,17,32.2
4760,6242,14,15.8
4760,7300,11,9.6
4760,7340,7,7.4
4760,7485,19,23.4
4760,7498,11,17.8
4760,7500,11,17.8
4760,7630,9,13.0
4760,8566,20,23.0
4760,8570,8,8.4
4760,9620,13,15.4
4760,BGM,8,8.4
4760,BUX,13,21.4
4760,GRIX,22,28.8
4760,GVX,13,19.4
4760,HEDL,12,9.2
4760,HED_P,12,9.2
4760,JBX,8,7.2
4760,KEX,20,23.0
4760,KEXC,20,23.0
4760,MGL,1,0.4
4760,MÖLCL,12,19.8
4760,MÖLC_P,12,19.8
4760,PARX,25,35.6
4760,RÄX,16,28.6
4760,SAX,18,31.2
4760C,1119,10,17.2
4760C,1130,11,19.0
4760C,1179,12,18.4
4760C,1179C,12,18.4
4760C,12110,14,24.8
4760C,12110C,14,24.8
4760C,12114,14,25.4
4760C,12115,14,25.4
4760C,12232,12,12.2
4760C,12423,17,28.6
4760C,12542,19,34.6
4760C,12610,17,31.6
4760C,12636,19,33.2
4760C,12636C,19,33.2
4760C,12666,23,39.8
4760C,12711,20,35.0
4760C,12736,24,48.2
4760C,12880,30,61.4
4760C,1410,7,13.2
4760C,1715,16,26.0
4760C,1760,13,10.4
4760C,18110,22,44.8
4760C,19205,17,37.2
4760C,2350,12,18.0
4760C,2350C,13,18.0
4760C,2530,8,11.2
4760C,2530C,8,11.2
4760C,2580,5,4.326
4760C,3127,12,9.2
4760C,3127C,12,9.2
4760C,3180,15,20.6
4760C,3235,9,15.6
4760C,3245,9,12.8
4760C,3640,11,10.0
4760C,3680,16,16.2
4760C,3680C,16,16.2
4760C,4485,14,22.0
4760C,4490,12,19.0
4760C,4510,4,5.2
4760C,4760,1,0.2
4760C,5125,11,16.4
4760C,5175,8,13.0
4760C,5180,10,17.6
4760C,5767,9,15.0
4760C,6125,17,32.2
4760C,7300,11,9.6
4760C,7485,19,23.4
4760C,7498,11,17.8
4760C,7630,9,13.0
4760C,9620,13,15.4
4760C,BGM,8,8.4
4760C,GRIX,21,28.8
4760C,GVX,13,19.4
4760C,HED_P,12,9.2
4760C,KEX,20,23.0
4760C,KEXC,20,23.0
4760C,MÖLC_P,14,19.8
4760C,RÄX,16,28.6
4760C,SAX,18,31.2
4760L,4100,5,6.2
4760L,4760,1,0.2
4760L,JBX,8,7.2
4808,2190,22,37.6
4808,2530,25,46.6
4808,3680,21,28.4
4808,3680C,21,28.4
4808,4290,18,29.2
4808,4290C,18,29.2
4808,4808C,0,0.0
4808,8566,21,31.0
4808,ETU,22,37.6
4808,JBX,28,48.0
4808,KEX,21,31.0
4808,KEXC,21,31.0
4808,PARX,7,7.8
4808C,2530,25,46.6
4808C,4808,0,0.0
4940,1760,5,2.0
4940,3180,3,4.2
4940,4100,13,15.4
4945,13215,13,20.8
4945,13514,19,26.8
4945,14001,33,44.8
4945,17320,34,65.4
4945,19205,27,56.6
4945,19235,30,55.8
4945,3127,5,2.6
4945,3127C,5,2.6
4945,3180,3,4.2
4945,3215,25,43.2
4945,3860,15,25.4
4945,4485,26,38.8
4945,4510,12,6.8
4945,5147,25,38.0
4945,5865,30,43.6
4945,6125,24,47.0
4945,6225,28,42.6
4945,6480,5,3.8
4945,7300,5,2.8
4945,7492,16,23.8
4945,8566,9,6.2
4945,8570,13,11.8
4945,ARX,18,23.8
4945,BGM,13,11.8
4945,GRIX,13,12.6
4945,HED_P,5,2.6
4945,KEX,9,6.2
4945,KEXC,9,6.2
4945,PARX,15,21.4
5120,3940,8,15.2
5120,KEX,12,14.0
5125,1119,8,9.4
5125,1130,18,29.0
5125,1179,13,15.8
5125,1179C,14,17.4
