TripID,Route,Direction,Start_Loc,Start_Zip,Start_Time,End_Time,End_Loc,End_Zip,Distance,Energy
786,5518,1,JON_A,13410,7:45,7:57,PC_7,13215,5.133,10.2659998
787,5518,2,PC_7,13215,7:57,8:14,JON_B,13410,5.137,10.2790003
788,5518,1,JON_A,13410,8:05,8:17,PC_7,13215,5.133,10.2659998
789,5518,2,PC_7,13215,8:17,8:34,JON_B,13410,5.137,10.2790003
790,5518,1,JON_A,13410,8:25,8:37,PC_7,13215,5.133,10.2659998
791,5518,2,PC_7,13215,8:37,8:54,JON_B,13410,5.137,10.2790003
792,5518,1,JON_A,13410,8:45,8:57,PC_7,13215,5.133,10.2659998
793,5518,2,PC_7,13215,8:57,9:14,JON_B,13410,5.137,10.2790003
794,5518,1,JON_A,13410,9:05,9:17,PC_7,13215,5.133,10.2659998
795,5518,2,PC_7,13215,9:17,9:34,JON_B,13410,5.137,10.2790003
796,5518,1,JON_A,13410,9:25,9:37,PC_7,13215,5.133,10.2659998
797,5518,2,PC_7,13215,9:37,9:54,JON_B,13410,5.137,10.2790003
798,5518,1,JON_A,13410,9:45,9:57,PC_7,13215,5.133,10.2659998
799,5518,2,PC_7,13215,9:57,10:14,JON_B,13410,5.137,10.2790003
800,5518,1,JON_A,13410,10:05,10:17,PC_7,13215,5.133,10.2659998
801,5518,2,PC_7,13215,10:17,10:34,JON_B,13410,5.137,10.2790003
802,5518,1,JON_A,13410,10:25,10:37,PC_7,13215,5.133,10.2659998
803,5518,2,PC_7,13215,10:37,10:54,JON_B,13410,5.137,10.2790003
804,5518,1,JON_A,13410,10:45,10:57,PC_7,13215,5.133,10.2659998
805,5518,2,PC_7,13215,10:57,11:14,JON_B,13410,5.137,10.2790003
806,5518,1,JON_A,13410,11:05,11:17,PC_7,13215,5.133,10.2659998
807,5518,2,PC_7,13215,11:17,11:34,JON_B,13410,5.137,10.2790003
808,5518,1,JON_A,13410,11:25,11:37,PC_7,13215,5.133,10.2659998
809,5518,2,PC_7,13215,11:37,11:54,JON_B,13410,5.137,10.2790003
810,5518,1,JON_A,13410,11:45,11:57,PC_7,13215,5.133,10.2659998
811,5518,2,PC_7,13215,11:57,12:14,JON_B,13410,5.137,10.2790003
812,5518,1,JON_A,13410,12:05,12:17,PC_7,13215,5.133,10.2659998
813,5518,2,PC_7,13215,12:17,12:34,JON_B,13410,5.137,10.2790003
814,5518,1,JON_A,13410,12:25,12:37,PC_7,13215,5.133,10.2659998
815,5518,2,PC_7,13215,12:37,12:54,JON_B,13410,5.137,10.2790003
816,5518,1,JON_A,13410,12:45,12:57,PC_7,13215,5.133,10.2659998
817,5518,2,PC_7,13215,12:57,13:14,JON_B,13410,5.137,10.2790003
818,5518,1,JON_A,13410,13:05,13:17,PC_7,13215,5.133,10.2659998
819,5518,2,PC_7,13215,13:17,13:34,JON_B,13410,5.137,10.2790003
820,5518,1,JON_A,13410,13:25,13:37,PC_7,13215,5.133,10.2659998
821,5518,2,PC_7,13215,13:37,13:54,JON_B,13410,5.137,10.2790003
822,5518,1,JON_A,13410,13:45,13:57,PC_7,13215,5.133,10.2659998
823,5518,2,PC_7,13215,13:57,14:14,JON_B,13410,5.137,10.2790003
824,5518,1,JON_A,13410,14:05,14:17,PC_7,13215,5.133,10.2659998
825,5518,2,PC_7,13215,14:17,14:34,JON_B,13410,5.137,10.2790003
826,5518,1,JON_A,13410,14:25,14:37,PC_7,13215,5.133,10.2659998
827,5518,2,PC_7,13215,14:37,14:54,JON_B,13410,5.137,10.2790003
828,5518,1,JON_A,13410,14:45,14:57,PC_7,13215,5.133,10.2659998
829,5518,2,PC_7,13215,14:57,15:14,JON_B,13410,5.137,10.2790003
830,5518,1,JON_A,13410,15:05,15:17,PC_7,13215,5.133,10.2659998
831,5518,2,PC_7,13215,15:17,15:34,JON_B,13410,5.137,10.2790003
832,5518,1,JON_A,13410,15:25,15:37,PC_7,13215,5.133,10.2659998
833,5518,2,PC_7,13215,15:37,15:54,JON_B,13410,5.137,10.2790003
834,5518,1,JON_A,13410,15:45,15:57,PC_7,13215,5.133,10.2659998
835,5518,2,PC_7,13215,15:57,16:14,JON_B,13410,5.137,10.2790003
836,5518,1,JON_A,13410,16:05,16:17,PC_7,13215,5.133,10.2659998
837,5518,2,PC_7,13215,16:17,16:34,JON_B,13410,5.137,10.2790003
838,5518,1,JON_A,13410,16:25,16:37,PC_7,13215,5.133,10.2659998
839,5518,2,PC_7,13215,16:37,16:54,JON_B,13410,5.137,10.2790003
840,5518,1,JON_A,13410,16:45,16:57,PC_7,13215,5.133,10.2659998
841,5518,2,PC_7,13215,16:57,17:14,JON_B,13410,5.137,10.2790003
842,5518,1,JON_A,13410,17:05,17:17,PC_7,13215,5.133,10.2659998
843,5518,2,PC_7,13215,17:17,17:34,JON_B,13410,5.137,10.2790003
844,5518,1,JON_A,13410,17:25,17:37,PC_7,13215,5.133,10.2659998
845,5518,2,PC_7,13215,17:37,17:54,JON_B,13410,5.137,10.2790003
846,5518,1,JON_A,13410,17:45,17:57,PC_7,13215,5.133,10.2659998
847,5518,2,PC_7,13215,17:57,18:14,JON_B,13410,5.137,10.2790003
848,5518,1,JON_A,13410,18:05,18:17,PC_7,13215,5.133,10.2659998
849,5518,2,PC_7,13215,18:17,18:34,JON_B,13410,5.137,10.2790003
850,5518,1,JON_A,13410,18:25,18:37,PC_7,13215,5.133,10.2659998
851,5518,2,PC_7,13215,18:37,18:54,JON_B,13410,5.137,10.2790003
852,5518,1,JON_A,13410,18:45,18:57,PC_7,13215,5.133,10.2659998
853,5518,2,PC_7,13215,18:57,19:14,JON_B,13410,5.137,10.2790003
854,5518,1,JON_A,13410,19:15,19:27,PC_7,13215,5.133,10.2659998
855,5518,2,PC_7,13215,19:27,19:44,JON_B,13410,5.137,10.2790003
856,5518,1,JON_A,13410,19:45,19:57,PC_7,13215,5.133,10.2659998
857,5518,2,PC_7,13215,19:57,20:14,JON_B,13410,5.137,10.2790003
858,5518,1,JON_A,13410,20:15,20:27,PC_7,13215,5.133,10.2659998
859,5518,2,PC_7,13215,20:27,20:44,JON_B,13410,5.137,10.2790003
860,5518,1,JON_A,13410,20:45,20:57,PC_7,13215,5.133,10.2659998
861,5518,2,PC_7,13215,20:57,21:14,JON_B,13410,5.137,10.2790003
862,5518,1,JON_A,13410,21:15,21:27,PC_7,13215,5.133,10.2659998
863,5518,2,PC_7,13215,21:27,21:44,JON_B,13410,5.137,10.2790003
864,5518,1,JON_A,13410,21:45,21:57,PC_7,13215,5.133,10.2659998
865,5518,2,PC_7,13215,21:57,22:14,JON_B,13410,5.137,10.2790003
866,5518,1,JON_A,13410,22:15,22:27,PC_7,13215,5.133,10.2659998
867,5518,2,PC_7,13215,22:27,22:44,JON_B,13410,5.137,10.2790003
868,5518,1,JON_A,13410,22:45,22:57,PC_7,13215,5.133,10.2659998
869,5518,2,PC_7,13215,22:57,23:14,JON_B,13410,5.137,10.2790003
870,5518,1,JON_A,13410,23:15,23:27,PC_7,13215,5.133,10.2659998
871,5518,2,PC_7,13215,23:27,23:44,JON_B,13410,5.137,10.2790003
872,5518,1,JON_A,13410,23:45,23:57,PC_7,13215,5.133,10.2659998
873,5518,2,PC_7,13215,23:57,24:14,JON_B,13410,5.137,10.2790003
874,5518,1,JON_A,13410,24:15,24:27,PC_7,13215,5.133,10.2659998
875,5518,2,PC_7,13215,24:27,24:44,JON_B,13410,5.137,10.2790003
876,5518,1,JON_A,13410,24:45,24:57,PC_7,13215,5.133,10.2659998
877,5518,2,PC_7,13215,24:57,25:14,JON_B,13410,5.137,10.2790003
878,5518,1,JON_A,13410,25:15,25:27,PC_7,13215,5.133,10.2659998
879,5518,2,PC_7,13215,25:27,25:44,JON_B,13410,5.137,10.2790003
880,5519,1,JON_A,13410,4:59,5:12,PC_9,13215,6.171,12.342
881,5519,1,JON_A,13410,5:29,5:42,PC_9,13215,6.171,12.342
882,5519,2,PC_9,13215,5:42,5:57,JON_B,13410,6.191,12.3870001
883,5519,1,JON_A,13410,5:54,6:07,PC_9,13215,6.171,12.342
884,5519,2,PC_9,13215,6:07,6:22,JON_B,13410,6.191,12.3870001
885,5519,1,JON_A,13410,6:13,6:27,PC_9,13215,6.171,12.342
886,5519,1,JON_A,13410,6:13,6:27,PC_9,13215,6.171,12.342
887,5519,2,PC_9,13215,6:27,6:42,JON_B,13410,6.191,12.3870001
888,5519,1,JON_A,13410,6:33,6:47,PC_9,13215,6.171,12.342
889,5519,2,PC_9,13215,6:47,7:02,JON_B,13410,6.191,12.3870001
890,5519,1,JON_A,13410,6:53,7:07,PC_9,13215,6.171,12.342
891,5519,2,PC_9,13215,7:07,7:22,JON_B,13410,6.191,12.3870001
892,5519,1,JON_A,13410,7:13,7:27,PC_9,13215,6.171,12.342
893,5519,2,PC_9,13215,7:27,7:42,JON_B,13410,6.191,12.3870001
894,5519,1,JON_A,13410,7:33,7:47,PC_9,13215,6.171,12.342
895,5519,2,PC_9,13215,7:40,7:45,13722,,2.59,5.17999983
896,5519,1,13722,,7:47,7:52,PC_9,13215,2.518,5.03599977
897,5519,2,PC_9,13215,7:47,8:02,JON_B,13410,6.191,12.3870001
898,5519,1,JON_A,13410,7:53,8:07,PC_9,13215,6.171,12.342
899,5519,2,PC_9,13215,8:07,8:22,JON_B,13410,6.191,12.3870001
900,5519,1,JON_A,13410,8:13,8:27,PC_9,13215,6.171,12.342
901,5519,2,PC_9,13215,8:27,8:42,JON_B,13410,6.191,12.3870001
902,5519,1,JON_A,13410,8:33,8:47,PC_9,13215,6.171,12.342
903,5519,2,PC_9,13215,8:45,8:50,13722,,2.59,5.17999983
904,5519,2,PC_9,13215,8:47,9:02,JON_B,13410,6.191,12.3870001
905,5519,1,13722,,8:52,8:57,PC_9,13215,2.518,5.03599977
906,5519,1,JON_A,13410,9:03,9:17,PC_9,13215,6.171,12.342
907,5519,2,PC_9,13215,9:17,9:32,JON_B,13410,6.191,12.3870001
908,5519,1,JON_A,13410,9:34,9:47,PC_9,13215,6.171,12.342
909,5519,2,PC_9,13215,9:47,10:02,JON_B,13410,6.191,12.3870001
910,5519,1,JON_A,13410,10:04,10:17,PC_9,13215,6.171,12.342
911,5519,2,PC_9,13215,10:17,10:32,JON_B,13410,6.191,12.3870001
912,5519,1,JON_A,13410,10:34,10:47,PC_9,13215,6.171,12.342
913,5519,2,PC_9,13215,10:47,11:02,JON_B,13410,6.191,12.3870001
914,5519,1,JON_A,13410,11:04,11:17,PC_9,13215,6.171,12.342
915,5519,2,PC_9,13215,11:17,11:32,JON_B,13410,6.191,12.3870001
916,5519,1,JON_A,13410,11:34,11:47,PC_9,13215,6.171,12.342
917,5519,2,PC_9,13215,11:47,12:02,JON_B,13410,6.191,12.3870001
918,5519,1,JON_A,13410,12:04,12:17,PC_9,13215,6.171,12.342
919,5519,2,PC_9,13215,12:17,12:32,JON_B,13410,6.191,12.3870001
920,5519,1,JON_A,13410,12:34,12:47,PC_9,13215,6.171,12.342
921,5519,2,PC_9,13215,12:47,13:02,JON_B,13410,6.191,12.3870001
922,5519,1,JON_A,13410,12:54,13:07,PC_9,13215,6.171,12.342
923,5519,2,PC_9,13215,13:07,13:22,JON_B,13410,6.191,12.3870001
924,5519,1,JON_A,13410,13:14,13:27,PC_9,13215,6.171,12.342
925,5519,2,PC_9,13215,13:27,13:42,JON_B,13410,6.191,12.3870001
926,5519,1,JON_A,13410,13:34,13:47,PC_9,13215,6.171,12.342
927,5519,2,PC_9,13215,13:47,14:02,JON_B,13410,6.191,12.3870001
928,5519,1,JON_A,13410,13:54,14:07,PC_9,13215,6.171,12.342
929,5519,2,PC_9,13215,14:07,14:22,JON_B,13410,6.191,12.3870001
930,5519,1,13722,,14:07,14:12,PC_9,13215,2.518,5.03599977
931,5519,1,JON_A,13410,14:13,14:27,PC_9,13215,6.171,12.342
932,5519,2,PC_9,13215,14:27,14:44,JON_B,13410,6.191,12.3870001
933,5519,2,PC_9,13215,14:27,14:44,JON_B,13410,6.191,12.3870001
934,5519,1,JON_A,13410,14:33,14:47,PC_9,13215,6.171,12.342
935,5519,2,PC_9,13215,14:47,15:04,JON_B,13410,6.191,12.3870001
936,5519,1,JON_A,13410,14:53,15:07,PC_9,13215,6.171,12.342
937,5519,1,JON_A,13410,14:53,15:07,PC_9,13215,6.171,12.342
938,5519,2,PC_9,13215,15:07,15:24,JON_B,13410,6.191,12.3870001
939,5519,1,JON_A,13410,15:13,15:27,PC_9,13215,6.171,12.342
940,5519,2,PC_9,13215,15:27,15:44,JON_B,13410,6.191,12.3870001
941,5519,1,JON_A,13410,15:33,15:47,PC_9,13215,6.171,12.342
942,5519,2,PC_9,13215,15:47,16:04,JON_B,13410,6.191,12.3870001
943,5519,1,JON_A,13410,15:53,16:07,PC_9,13215,6.171,12.342
944,5519,2,PC_9,13215,16:07,16:24,JON_B,13410,6.191,12.3870001
945,5519,1,JON_A,13410,16:13,16:27,PC_9,13215,6.171,12.342
946,5519,2,PC_9,13215,16:27,16:44,JON_B,13410,6.191,12.3870001
947,5519,2,PC_9,13215,16:27,16:44,JON_B,13410,6.191,12.3870001
948,5519,1,JON_A,13410,16:33,16:47,PC_9,13215,6.171,12.342
949,5519,2,PC_9,13215,16:47,17:04,JON_B,13410,6.191,12.3870001
950,5519,1,JON_A,13410,16:53,17:07,PC_9,13215,6.171,12.342
951,5519,1,JON_A,13410,16:53,17:07,PC_9,13215,6.171,12.342
952,5519,2,PC_9,13215,17:07,17:24,JON_B,13410,6.191,12.3870001
953,5519,1,JON_A,13410,17:13,17:27,PC_9,13215,6.171,12.342
954,5519,2,PC_9,13215,17:27,17:44,JON_B,13410,6.191,12.3870001
955,5519,1,JON_A,13410,17:33,17:47,PC_9,13215,6.171,12.342
956,5519,2,PC_9,13215,17:47,18:04,JON_B,13410,6.191,12.3870001
957,5519,1,JON_A,13410,17:53,18:07,PC_9,13215,6.171,12.342
958,5519,2,PC_9,13215,18:07,18:22,JON_B,13410,6.191,12.3870001
959,5519,1,JON_A,13410,18:13,18:27,PC_9,13215,6.171,12.342
960,5519,2,PC_9,13215,18:27,18:42,JON_B,13410,6.191,12.3870001
961,5519,1,JON_A,13410,18:34,18:47,PC_9,13215,6.171,12.342
962,5519,2,PC_9,13215,18:47,19:02,JON_B,13410,6.191,12.3870001
963,5519,1,JON_A,13410,18:59,19:12,PC_9,13215,6.171,12.342
964,5519,2,PC_9,13215,19:12,19:27,JON_B,13410,6.191,12.3870001
965,5519,1,JON_A,13410,19:29,19:42,PC_9,13215,6.171,12.342
966,5519,2,PC_9,13215,19:42,19:57,JON_B,13410,6.191,12.3870001
967,5519,1,JON_A,13410,19:59,20:12,PC_9,13215,6.171,12.342
968,5519,2,PC_9,13215,20:12,20:27,JON_B,13410,6.191,12.3870001
969,5519,1,JON_A,13410,20:29,20:42,PC_9,13215,6.171,12.342
970,5519,2,PC_9,13215,20:42,20:57,JON_B,13410,6.191,12.3870001
971,5519,1,JON_A,13410,21:00,21:12,PC_9,13215,6.171,12.342
972,5519,2,PC_9,13215,21:12,21:27,JON_B,13410,6.191,12.3870001
973,5519,1,JON_A,13410,21:30,21:42,PC_9,13215,6.171,12.342
974,5519,2,PC_9,13215,21:42,21:57,JON_B,13410,6.191,12.3870001
975,5519,1,JON_A,13410,22:00,22:12,PC_9,13215,6.171,12.342
976,5519,2,PC_9,13215,22:12,22:27,JON_B,13410,6.191,12.3870001
977,5519,1,JON_A,13410,22:30,22:42,PC_9,13215,6.171,12.342
978,5519,2,PC_9,13215,22:42,22:57,JON_B,13410,6.191,12.3870001
979,5519,1,JON_A,13410,23:00,23:12,PC_9,13215,6.171,12.342
980,5519,2,PC_9,13215,23:12,23:27,JON_B,13410,6.191,12.3870001
981,5519,1,JON_A,13410,23:30,23:42,PC_9,13215,6.171,12.342
982,5519,2,PC_9,13215,23:42,23:57,JON_B,13410,6.191,12.3870001
983,5519,1,JON_A,13410,24:00,24:12,PC_9,13215,6.171,12.342
984,5519,2,PC_9,13215,24:27,24:42,JON_B,13410,6.191,12.3870001
985,5519,1,JON_A,13410,24:45,24:57,PC_9,13215,6.171,12.342
986,5519,2,PC_9,13215,25:27,25:42,JON_B,13410,6.191,12.3870001
