root_label,job_id,job_name,stage,state,exit_code,elapsed,start_scheduler_local,end_scheduler_local,restarts
expansion,498918_42,sx_fx,fixed_duty,COMPLETED,0:0,00:08:26,2026-09-25T18:17:39,2026-09-25T18:26:05,0
expansion,498918_43,sx_fx,fixed_duty,COMPLETED,0:0,00:06:28,2026-09-25T18:17:39,2026-09-25T18:24:07,0
expansion,498918_44,sx_fx,fixed_duty,COMPLETED,0:0,01:03:31,2026-09-25T18:17:39,2026-09-25T19:21:10,0
expansion,498918_45,sx_fx,fixed_duty,COMPLETED,0:0,00:03:56,2026-09-25T18:17:39,2026-09-25T18:21:35,0
expansion,498918_46,sx_fx,fixed_duty,COMPLETED,0:0,00:03:32,2026-09-25T18:17:39,2026-09-25T18:21:11,0
expansion,498918_47,sx_fx,fixed_duty,COMPLETED,0:0,00:02:54,2026-09-25T18:17:39,2026-09-25T18:20:33,0
expansion,498918_48,sx_fx,fixed_duty,COMPLETED,0:0,00:02:56,2026-09-25T18:17:39,2026-09-25T18:20:35,0
expansion,498918_49,sx_fx,fixed_duty,COMPLETED,0:0,00:07:26,2026-09-25T18:17:39,2026-09-25T18:25:05,0
expansion,498918_50,sx_fx,fixed_duty,COMPLETED,0:0,00:03:38,2026-09-25T18:19:51,2026-09-25T18:23:29,0
expansion,498918_51,sx_fx,fixed_duty,COMPLETED,0:0,00:03:44,2026-09-25T18:19:51,2026-09-25T18:23:35,0
expansion,498918_52,sx_fx,fixed_duty,COMPLETED,0:0,00:07:54,2026-09-25T18:19:51,2026-09-25T18:27:45,0
expansion,498918_53,sx_fx,fixed_duty,COMPLETED,0:0,00:03:03,2026-09-25T18:19:51,2026-09-25T18:22:54,0
expansion,498918_54,sx_fx,fixed_duty,COMPLETED,0:0,00:03:35,2026-09-25T18:19:51,2026-09-25T18:23:26,0
expansion,498918_55,sx_fx,fixed_duty,COMPLETED,0:0,00:03:34,2026-09-25T18:20:18,2026-09-25T18:23:52,0
expansion,498918_56,sx_fx,fixed_duty,COMPLETED,0:0,00:35:44,2026-09-25T18:20:26,2026-09-25T18:56:10,0
expansion,498918_57,sx_fx,fixed_duty,COMPLETED,0:0,00:07:08,2026-09-25T18:20:26,2026-09-25T18:27:34,0
expansion,498918_58,sx_fx,fixed_duty,COMPLETED,0:0,00:06:15,2026-09-25T18:20:26,2026-09-25T18:26:41,0
expansion,498918_59,sx_fx,fixed_duty,COMPLETED,0:0,00:06:07,2026-09-25T18:20:26,2026-09-25T18:26:33,0
expansion,498918_60,sx_fx,fixed_duty,COMPLETED,0:0,00:05:51,2026-09-25T18:21:02,2026-09-25T18:26:53,0
expansion,498918_61,sx_fx,fixed_duty,COMPLETED,0:0,00:07:36,2026-09-25T18:21:02,2026-09-25T18:28:38,0
expansion,498918_62,sx_fx,fixed_duty,COMPLETED,0:0,00:05:43,2026-09-25T18:21:02,2026-09-25T18:26:45,0
expansion,498918_63,sx_fx,fixed_duty,COMPLETED,0:0,00:05:27,2026-09-25T18:21:02,2026-09-25T18:26:29,0
expansion,498918_64,sx_fx,fixed_duty,COMPLETED,0:0,00:05:57,2026-09-25T18:21:02,2026-09-25T18:26:59,0
expansion,498918_68,sx_fx,fixed_duty,COMPLETED,0:0,01:05:39,2026-09-25T18:21:39,2026-09-25T19:27:18,0
expansion,498918_69,sx_fx,fixed_duty,COMPLETED,0:0,00:10:22,2026-09-25T18:22:11,2026-09-25T18:32:33,0
expansion,498918_71,sx_fx,fixed_duty,COMPLETED,0:0,00:08:38,2026-09-25T18:22:45,2026-09-25T18:31:23,0
expansion,498918_72,sx_fx,fixed_duty,COMPLETED,0:0,00:11:34,2026-09-25T18:22:45,2026-09-25T18:34:19,0
expansion,498918_73,sx_fx,fixed_duty,COMPLETED,0:0,00:08:50,2026-09-25T18:24:17,2026-09-25T18:33:07,0
expansion,498918_74,sx_fx,fixed_duty,COMPLETED,0:0,00:08:14,2026-09-25T18:24:17,2026-09-25T18:32:31,0
expansion,498918_75,sx_fx,fixed_duty,COMPLETED,0:0,00:07:57,2026-09-25T18:24:17,2026-09-25T18:32:14,0
expansion,498918_76,sx_fx,fixed_duty,COMPLETED,0:0,00:08:20,2026-09-25T18:24:17,2026-09-25T18:32:37,0
expansion,498918_77,sx_fx,fixed_duty,COMPLETED,0:0,01:08:41,2026-09-25T18:25:17,2026-09-25T19:33:58,0
expansion,498918_78,sx_fx,fixed_duty,COMPLETED,0:0,00:12:09,2026-09-25T18:25:17,2026-09-25T18:37:26,0
expansion,498918_79,sx_fx,fixed_duty,COMPLETED,0:0,00:06:56,2026-09-25T18:25:17,2026-09-25T18:32:13,0
expansion,498926,sx_po_loc_flat,post,COMPLETED,0:0,01:08:15,2026-09-25T19:56:20,2026-09-25T21:04:35,0
expansion,498927,sx_po_loc_spatial_3127L_x0p25,post,COMPLETED,0:0,01:13:16,2026-09-25T20:22:28,2026-09-25T21:35:44,0
expansion,498928,sx_po_loc_spatial_3127L_x2p00,post,COMPLETED,0:0,00:11:52,2026-09-25T19:24:20,2026-09-25T19:36:12,0
expansion,498929,sx_po_loc_spatial_7880C_x0p25,post,COMPLETED,0:0,00:13:32,2026-09-25T18:47:19,2026-09-25T19:00:51,0
expansion,498930,sx_po_loc_spatial_7880C_x2p00,post,COMPLETED,0:0,01:07:59,2026-09-25T19:55:47,2026-09-25T21:03:46,0
expansion,498931,sx_po_loc_spatial_JON_A_x0p25,post,COMPLETED,0:0,00:10:54,2026-09-25T21:44:04,2026-09-25T21:54:58,0
expansion,498932,sx_po_loc_spatial_JON_A_x2p00,post,COMPLETED,0:0,00:13:24,2026-09-25T20:05:15,2026-09-25T20:18:39,0
expansion,498933,sx_po_loc_spatial_PARX_x0p25,post,COMPLETED,0:0,01:10:54,2026-09-25T22:03:19,2026-09-25T23:14:13,0
expansion,498934,sx_po_loc_spatial_PARX_x2p00,post,COMPLETED,0:0,00:57:00,2026-09-26T00:35:53,2026-09-26T01:32:53,0
expansion,498935,sx_po_r21b_flat,post,COMPLETED,0:0,00:06:46,2026-09-25T19:05:19,2026-09-25T19:12:05,0
expansion,498936,sx_po_r21b_duck,post,COMPLETED,0:0,01:08:45,2026-09-25T19:27:22,2026-09-25T20:36:07,0
expansion,498937,sx_po_r21b_duck_solar_depot,post,COMPLETED,0:0,01:04:09,2026-09-25T19:22:19,2026-09-25T20:26:28,0
expansion,498938,sx_po_r21b_spatial_2190L_x0p50,post,COMPLETED,0:0,00:03:16,2026-09-25T19:05:19,2026-09-25T19:08:35,0
expansion,498939,sx_po_r21b_spatial_4808_x0p50,post,COMPLETED,0:0,00:04:11,2026-09-25T18:45:19,2026-09-25T18:49:30,0
expansion,498940,sx_po_r21b_spatial_PARX_x0p50,post,COMPLETED,0:0,00:42:32,2026-09-25T19:01:19,2026-09-25T19:43:51,0
expansion,498941,sx_po_r21b_spatial_2190L_x2p00,post,COMPLETED,0:0,00:05:03,2026-09-25T18:52:20,2026-09-25T18:57:23,0
expansion,498942,sx_po_r21b_duck_spatial_parx_x0p50,post,COMPLETED,0:0,00:08:49,2026-09-25T19:07:20,2026-09-25T19:16:09,0
expansion,498943,sx_po_r21c_flat,post,COMPLETED,0:0,01:05:41,2026-09-25T18:49:20,2026-09-25T19:55:01,0
expansion,498944,sx_po_r21c_duck,post,COMPLETED,0:0,01:06:06,2026-09-25T18:57:19,2026-09-25T20:03:25,0
expansion,498945,sx_po_r21c_duck_solar_depot,post,COMPLETED,0:0,01:05:13,2026-09-25T18:58:19,2026-09-25T20:03:32,0
expansion,498946,sx_po_r21c_spatial_2190L_x0p50,post,COMPLETED,0:0,01:04:02,2026-09-25T18:41:19,2026-09-25T19:45:21,0
expansion,498947,sx_po_r21c_spatial_4808_x0p50,post,COMPLETED,0:0,00:02:26,2026-09-25T18:34:19,2026-09-25T18:36:45,0
expansion,498948,sx_po_r21c_spatial_PARX_x0p50,post,COMPLETED,0:0,01:04:12,2026-09-25T18:38:19,2026-09-25T19:42:31,0
expansion,498949,sx_po_r21c_spatial_4808_x2p00,post,COMPLETED,0:0,01:04:25,2026-09-25T19:18:19,2026-09-25T20:22:44,0
expansion,498950,sx_po_r21c_duck_spatial_parx_x0p50,post,COMPLETED,0:0,00:04:24,2026-09-25T18:49:20,2026-09-25T18:53:44,0
expansion,498951,sx_po_mix1_flat,post,COMPLETED,0:0,02:17:24,2026-09-26T01:46:01,2026-09-26T04:03:25,0
expansion,498952,sx_po_mix1_duck,post,COMPLETED,0:0,00:27:11,2026-09-26T01:25:58,2026-09-26T01:53:09,0
expansion,498953,sx_po_mix1_duck_solar_depot,post,COMPLETED,0:0,00:13:56,2026-09-26T02:21:02,2026-09-26T02:34:58,0
expansion,498954,sx_po_mix1_spatial_2190L_x0p50,post,COMPLETED,0:0,00:08:27,2026-09-25T19:59:43,2026-09-25T20:08:10,0
expansion,498955,sx_po_mix1_spatial_4808_x0p50,post,COMPLETED,0:0,00:11:27,2026-09-26T02:07:01,2026-09-26T02:18:28,0
expansion,498956,sx_po_mix1_spatial_PARX_x0p50,post,COMPLETED,0:0,00:17:40,2026-09-26T01:56:00,2026-09-26T02:13:40,0
expansion,498957,sx_po_mix1_spatial_3127L_x0p50,post,COMPLETED,0:0,00:06:07,2026-09-25T20:53:50,2026-09-25T20:59:57,0
expansion,498958,sx_po_mix1_spatial_7880C_x0p50,post,COMPLETED,0:0,00:12:22,2026-09-25T21:11:31,2026-09-25T21:23:53,0
expansion,498959,sx_po_mix1_spatial_JON_A_x0p50,post,COMPLETED,0:0,00:07:05,2026-09-25T21:38:35,2026-09-25T21:45:40,0
expansion,498960,sx_po_mix1_spatial_4808_x2p00,post,COMPLETED,0:0,02:14:35,2026-09-25T22:54:27,2026-09-26T01:09:02,0
expansion,498961,sx_po_mix1_duck_spatial_parx_x0p50,post,COMPLETED,0:0,00:15:08,2026-09-25T22:26:46,2026-09-25T22:41:54,0
expansion,498962,sx_po_mix1_two_price_split,post,FAILED,1:0,00:16:58,2026-09-25T20:44:29,2026-09-25T21:01:27,0
expansion,498963,sx_po_mix2_flat,post,COMPLETED,0:0,01:05:44,2026-09-25T20:52:09,2026-09-25T21:57:53,0
expansion,498964,sx_po_mix2_duck,post,COMPLETED,0:0,00:04:47,2026-09-25T19:55:47,2026-09-25T20:00:34,0
expansion,498965,sx_po_mix2_duck_solar_depot,post,COMPLETED,0:0,00:06:36,2026-09-25T19:20:19,2026-09-25T19:26:55,0
expansion,498966,sx_po_mix2_spatial_2190L_x0p50,post,COMPLETED,0:0,00:03:28,2026-09-25T19:30:22,2026-09-25T19:33:50,0
expansion,498967,sx_po_mix2_spatial_4808_x0p50,post,COMPLETED,0:0,00:05:08,2026-09-25T19:13:20,2026-09-25T19:18:28,0
expansion,498968,sx_po_mix2_spatial_PARX_x0p50,post,COMPLETED,0:0,00:24:39,2026-09-25T19:28:22,2026-09-25T19:53:01,0
expansion,498969,sx_po_mix2_spatial_3127L_x0p50,post,COMPLETED,0:0,00:04:49,2026-09-25T19:19:20,2026-09-25T19:24:09,0
expansion,498970,sx_po_mix2_spatial_7880C_x0p50,post,COMPLETED,0:0,00:03:31,2026-09-25T19:25:21,2026-09-25T19:28:52,0
expansion,498971,sx_po_mix2_spatial_JON_A_x0p50,post,COMPLETED,0:0,00:05:40,2026-09-25T19:20:19,2026-09-25T19:25:59,0
expansion,498972,sx_po_mix2_spatial_2190L_x2p00,post,COMPLETED,0:0,00:03:31,2026-09-25T19:33:22,2026-09-25T19:36:53,0
expansion,498973,sx_po_mix2_duck_spatial_parx_x0p50,post,COMPLETED,0:0,00:06:46,2026-09-25T19:17:20,2026-09-25T19:24:06,0
expansion,498974,sx_po_mix2_two_price_split,post,COMPLETED,0:0,00:07:11,2026-09-25T19:44:24,2026-09-25T19:51:35,0
