duty,trip_count,tariff,terminal_policy,event_cap_N,matched_feasible,infeasible_under_cap,uncapped_arrival_feasible,uncapped_arrival_reason,uncapped_arrival_charging_cost,uncapped_arrival_charge_events,uncapped_arrival_charge_starts,uncapped_arrival_peak_kW,uncapped_arrival_charger_concurrency_max,uncapped_arrival_total_kwh,uncapped_arrival_terminal_soc_kwh,uncapped_arrival_replay_ok,uncapped_optimized_feasible,uncapped_optimized_reason,uncapped_optimized_charging_cost,uncapped_optimized_charge_events,uncapped_optimized_charge_starts,uncapped_optimized_peak_kW,uncapped_optimized_charger_concurrency_max,uncapped_optimized_total_kwh,uncapped_optimized_terminal_soc_kwh,uncapped_optimized_replay_ok,capped_arrival_feasible,capped_arrival_reason,capped_arrival_charging_cost,capped_arrival_charge_events,capped_arrival_charge_starts,capped_arrival_peak_kW,capped_arrival_charger_concurrency_max,capped_arrival_total_kwh,capped_arrival_terminal_soc_kwh,capped_arrival_replay_ok,capped_optimized_feasible,capped_optimized_reason,capped_optimized_charging_cost,capped_optimized_charge_events,capped_optimized_charge_starts,capped_optimized_peak_kW,capped_optimized_charger_concurrency_max,capped_optimized_total_kwh,capped_optimized_terminal_soc_kwh,capped_optimized_replay_ok,uncapped_timing_value,uncapped_timing_pct,capped_timing_value,capped_timing_pct,cap_cost,cap_cost_pct_of_uncapped_arrival
13326,21,two_peak_se3_synthetic,>= reserve,3,True,False,True,,17.11522133282841,6,6,240.0,1,178.90599863,7.105427357601002e-15,True,True,,16.8100336486643,7,7,240.0,1,184.3059986299996,0.0,True,True,,17.699131698951025,3,3,240.0,1,178.90599863,7.105427357601002e-15,True,True,,17.699131698951025,3,3,240.0,1,178.90599863,7.105427357601002e-15,True,0.3051876841641068,1.7831360648473276,0.0,0.0,0.5839103661226162,3.4116436753442847
13401,12,two_peak_se3_synthetic,>= reserve,10,True,False,True,,26.17892786104629,4,4,240.0,1,321.37999699999995,0.0,True,True,,24.773447213452112,5,5,240.0,1,321.3799969999999,0.0,True,True,,26.17892786104629,4,4,240.0,1,321.37999699999995,0.0,True,True,,24.773447213452116,5,5,240.0,1,321.37999699999995,0.0,True,1.4054806475941781,5.368747929839802,1.4054806475941746,5.368747929839789,0.0,0.0
13402,17,two_peak_se3_synthetic,>= reserve,15,True,False,True,,51.01333907905771,13,13,240.0,1,512.139996,0.0,True,True,,50.366416802921854,13,13,240.0,1,512.139996,0.0,True,True,,51.013339079057715,13,13,240.0,1,512.139996,2.1316282072803006e-14,True,True,,50.366416802921854,13,13,240.0,1,512.1399959999999,0.0,True,0.6469222761358537,1.2681433676264333,0.6469222761358608,1.268143367626447,7.105427357601002e-15,1.3928567480339595e-14
13403,14,two_peak_se3_synthetic,>= reserve,12,True,False,True,,40.46225736260433,12,12,240.0,1,405.60999649999997,0.0,True,True,,37.46940170818171,11,11,240.0,1,405.6099964999999,0.0,True,True,,40.46225736260433,12,12,240.0,1,405.60999649999997,2.1316282072803006e-14,True,True,,37.469401708181714,11,11,240.0,1,405.60999649999997,2.1316282072803006e-14,True,2.992855654422627,7.396660121065458,2.9928556544226197,7.396660121065439,0.0,0.0
13404,17,two_peak_se3_synthetic,>= reserve,15,True,False,True,,48.571154968843345,13,13,240.0,1,512.1399959999999,0.0,True,True,,48.36531606280011,13,13,240.0,1,512.1399959999999,0.0,True,True,,48.571154968843345,13,13,240.0,1,512.1399959999999,0.0,True,True,,48.36531606280011,13,13,240.0,1,512.1399959999999,0.0,True,0.2058389060432333,0.4237883702277032,0.2058389060432333,0.4237883702277032,0.0,0.0
13405,13,two_peak_se3_synthetic,>= reserve,12,True,False,True,,37.43952348996204,12,12,240.0,1,342.9099964999999,1.865174681370263e-14,True,True,,36.56302782167796,13,13,240.0,1,342.9099965,1.865174681370263e-14,True,True,,37.43952348996204,12,12,240.0,1,342.9099964999999,0.0,True,True,,36.71236597489543,12,12,240.0,1,342.9099964999999,1.1546319456101628e-14,True,0.876495668284079,2.3410972859178547,0.7271575150666152,1.9422189367916884,0.0,0.0
13406,14,two_peak_se3_synthetic,>= reserve,12,True,False,True,,34.906654857401,7,7,240.0,1,365.20999649999993,0.0,True,True,,34.08235411233879,8,8,240.0,1,365.20999649999993,0.0,True,True,,34.906654857401,7,7,240.0,1,365.2099965,2.398081733190338e-14,True,True,,34.08235411233879,8,8,240.0,1,365.20999649999993,0.0,True,0.8243007450622102,2.3614429638978707,0.8243007450622102,2.3614429638978707,0.0,0.0
13407,17,two_peak_se3_synthetic,>= reserve,16,True,False,True,,46.53707808508159,10,10,240.0,1,511.36999549999996,0.0,True,True,,44.87776445473308,11,11,240.0,1,511.3699954999999,0.0,True,True,,46.53707808508159,10,10,240.0,1,511.36999549999996,0.0,True,True,,44.87776445473308,10,10,240.0,1,511.3699954999999,0.0,True,1.6593136303485068,3.5655732990259086,1.6593136303485068,3.5655732990259086,0.0,0.0
13408,11,two_peak_se3_synthetic,>= reserve,9,True,False,True,,21.947909192486364,3,3,240.0,1,259.4499975,0.0,True,True,,20.654064640214624,4,4,240.0,1,259.4499975,0.0,True,True,,21.947909192486364,3,3,240.0,1,259.4499975,0.0,True,True,,20.654064640214624,4,4,240.0,1,259.4499975,0.0,True,1.2938445522717394,5.895069735000878,1.2938445522717394,5.895069735000878,0.0,0.0
13409,17,two_peak_se3_synthetic,>= reserve,14,True,False,True,,51.95121883130128,15,15,240.0,1,512.139996,2.1316282072803006e-14,True,True,,50.85559925907366,15,15,240.0,1,512.139996,0.0,True,True,,52.31689787556418,14,14,240.0,1,512.139996,0.0,True,True,,51.22127830333656,14,14,240.0,1,512.139996,1.4210854715202004e-14,True,1.0956195722276263,2.10893911033229,1.0956195722276192,2.0941982738226415,0.36567904426289743,0.703889249355919
13410,15,two_peak_se3_synthetic,>= reserve,13,True,False,True,,43.696553662729535,11,11,240.0,1,427.13999599999994,4.440892098500626e-15,True,True,,41.97685361861838,12,12,240.0,1,427.1399959999999,4.440892098500626e-15,True,True,,43.69655366272953,11,11,240.0,1,427.13999599999994,4.440892098500626e-15,True,True,,41.97685361861838,12,12,240.0,1,427.1399959999999,4.440892098500626e-15,True,1.719700044111157,3.9355507470557227,1.7197000441111499,3.935550747055707,-7.105427357601002e-15,-1.6260841558453367e-14
13411,14,two_peak_se3_synthetic,>= reserve,13,True,False,True,,44.62435144110805,13,13,240.0,1,365.20999649999993,0.0,True,True,,43.95264448036698,13,13,240.0,1,365.20999649999993,0.0,True,True,,44.62435144110805,13,13,240.0,1,365.20999649999993,0.0,True,True,,43.95264448036697,13,13,240.0,1,365.20999649999993,0.0,True,0.6717069607410693,1.5052475588973857,0.6717069607410764,1.5052475588974017,0.0,0.0
13412,15,two_peak_se3_synthetic,>= reserve,12,True,False,True,,43.40717153688213,8,8,240.0,1,427.139996,1.865174681370263e-14,True,True,,42.299632198549524,8,8,240.0,1,427.1399959999999,0.0,True,True,,43.40717153688212,8,8,240.0,1,427.13999599999994,0.0,True,True,,42.29963219854953,8,8,240.0,1,427.13999599999994,0.0,True,1.1075393383326073,2.5515123402858793,1.107539338332586,2.551512340285831,-1.4210854715202004e-14,-3.2738495073624755e-14
13413,15,two_peak_se3_synthetic,>= reserve,14,True,False,True,,46.453377217355055,12,12,240.0,1,427.9099965,7.105427357601002e-15,True,True,,44.87487637997703,12,12,240.0,1,427.90999650000003,4.263256414560601e-14,True,True,,46.453377217355055,12,12,240.0,1,427.9099965,0.0,True,True,,44.87487637997703,12,12,240.0,1,427.90999650000003,4.263256414560601e-14,True,1.578500837378023,3.39803246164908,1.578500837378023,3.39803246164908,0.0,0.0
13414,12,two_peak_se3_synthetic,>= reserve,9,True,False,True,,26.91144123618528,6,6,240.0,1,280.979997,3.2862601528904634e-14,True,True,,26.297285174260264,6,6,240.0,1,280.97999699999997,0.0,True,True,,26.911441236185276,6,6,240.0,1,280.97999699999997,4.440892098500626e-15,True,True,,26.297285174260264,6,6,240.0,1,280.97999699999997,0.0,True,0.6141560619250157,2.2821373873474227,0.6141560619250122,2.28213738734741,-3.552713678800501e-15,-1.3201499123070011e-14
13301,36,two_peak_se3_synthetic,>= initial,7,True,False,True,,52.300515122795716,11,11,240.0,1,650.3349978599999,240.0,True,True,,49.6982545235135,11,11,240.0,1,650.33499786,240.0,True,True,,56.77291671468321,7,7,240.0,1,650.3349978599999,240.0,True,True,,55.42983881471319,7,7,240.0,1,650.3349978599999,240.0,True,2.602260599282218,4.975592674703878,1.3430778999700195,2.3657017776975664,4.472401591887497,8.55135285261876
13302,50,two_peak_se3_synthetic,>= initial,13,False,True,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,,,,,,
13303,54,two_peak_se3_synthetic,>= initial,10,False,True,True,,70.67377420327408,17,17,240.0,1,749.7189957,240.0,True,True,,70.4091241812185,17,17,240.0,1,749.7189957,240.0,True,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,,,,,,
13304,37,two_peak_se3_synthetic,>= initial,9,False,True,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,,,,,,
13305,30,two_peak_se3_synthetic,>= initial,8,True,False,True,,51.93527688360035,11,11,240.0,1,478.76299674,240.0,True,True,,29.17301223784228,6,6,240.0,1,478.76299674,240.0,True,True,,55.3473087224525,8,8,240.0,1,478.76299674000006,240.0,True,True,,29.17301223784228,6,6,240.0,1,478.76299674,240.0,True,22.762264645758073,43.82813765828932,26.174296484610224,47.29100129486912,3.412031838852151,6.569776929271694
13306,30,two_peak_se3_synthetic,>= initial,7,True,False,True,,63.0812330504909,8,8,240.0,1,497.03799598,239.99999999999994,True,True,,33.37634759023566,6,6,240.0,1,497.03799598000006,240.0,True,True,,63.23628418399075,7,7,240.0,1,497.03799597999995,239.99999999999994,True,True,,33.37634759023566,6,6,240.0,1,497.03799598,240.0,True,29.70488546025524,47.08989349729281,29.859936593755087,47.219625534725196,0.15505113349984612,0.2457959776654041
13307,15,two_peak_se3_synthetic,>= initial,3,True,False,True,,44.56629139923285,7,7,240.0,1,303.33299732,240.0,True,True,,14.561323335507437,4,4,240.0,1,303.33299732,240.0,True,True,,46.77796741763449,3,3,240.0,1,303.33299732,240.0,True,True,,14.729355095542726,3,3,240.0,1,303.33299731999995,240.0,True,30.004968063725414,67.32659847088355,32.04861232209177,68.51219514512294,2.21167601840164,4.962665613319826
13308,31,two_peak_se3_synthetic,>= initial,6,True,False,True,,57.025363115001674,12,12,240.0,1,602.1689964,240.0,True,True,,47.325351806825566,11,11,240.0,1,602.1689964,240.0,True,True,,62.0623252100686,6,6,240.0,1,599.1689964,240.0,True,True,,52.19470212884065,6,6,240.0,1,602.1689964000266,240.0,True,9.700011308176109,17.00999481338563,9.867623081227947,15.899538162368248,5.036962095066926,8.832845281333862
13309,22,two_peak_se3_synthetic,>= initial,4,True,False,True,,60.13605656361774,5,5,240.0,1,462.2419969,240.0,True,True,,29.36174341861348,4,4,240.0,1,462.24199690000006,240.0,True,True,,60.724167723737565,4,4,240.0,1,462.24199689997,239.99999999997,True,True,,29.361743418613475,4,4,240.0,1,462.2419969,240.0,True,30.774313145004264,51.17447818090336,31.36242430512409,51.647351426546216,0.5881111601198228,0.97796761830843
13310,24,two_peak_se3_synthetic,>= initial,5,True,False,True,,52.873482074505624,9,9,240.0,1,443.30799546,239.99999999999994,True,True,,30.102196178682174,7,7,240.0,1,443.30799546,240.0,True,True,,54.35734952922959,5,5,240.0,1,443.30799546,239.99999999999997,True,True,,30.990832046270764,5,5,240.0,1,443.3079954599999,240.0,True,22.77128589582345,43.06749811509622,23.366517482958823,42.986859523741025,1.4838674547239634,2.8064492757125414
13311,14,two_peak_se3_synthetic,>= initial,4,True,False,True,,43.33136171061298,8,8,240.0,1,320.5479961,239.99999999999997,True,True,,15.312620544386176,4,4,240.0,1,320.5479960999998,239.99999999999983,True,True,,47.19325241676788,4,4,240.0,1,320.5479961,239.9999999999999,True,True,,15.312620544386187,4,4,240.0,1,320.54799610000003,240.0,True,28.018741166226803,64.66157549663224,31.8806318723817,67.55336883934372,3.8618907061549024,8.912460983678304
13312,46,two_peak_se3_synthetic,>= initial,14,False,True,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,,,,,,
13313,37,two_peak_se3_synthetic,>= initial,9,True,False,True,,61.48441560644772,14,14,240.0,1,682.62098856,240.0,True,True,,60.21997661218215,14,14,240.0,1,682.62098856,240.0,True,True,,62.8916815967433,9,9,240.0,1,682.62098856,240.0,True,True,,61.62724260247773,9,9,240.0,1,682.62098856,240.0,True,1.2644389942655678,2.056519496516072,1.2644389942655678,2.010502759924683,1.4072659902955778,2.2888173798434885
13314,16,two_peak_se3_synthetic,>= initial,3,True,False,True,,51.560886784617736,6,6,240.0,1,362.17499946,240.0,True,True,,20.932293905731385,4,4,240.0,1,362.17499946,240.0,True,True,,55.502176729374206,3,3,240.0,1,362.17499946000004,240.0,True,True,,20.999506609745495,3,3,240.0,1,362.17499946,240.0,True,30.62859287888635,59.40276591213292,34.50267011962871,62.16453507375391,3.9412899447564698,7.643952985564793
13315,31,two_peak_se3_synthetic,>= initial,6,True,False,True,,59.021733262654266,7,7,240.0,1,444.26999966,240.0,True,True,,29.688849006976575,6,6,240.0,1,444.26999966,240.0,True,True,,60.029923822865996,6,6,240.0,1,444.26999966,240.0,True,True,,29.68884900697658,6,6,240.0,1,444.26999966000005,240.0,True,29.33288425567769,49.698446037059945,30.341074815889417,50.54325057186263,1.0081905602117303,1.7081683381359765
13316uwt,21,two_peak_se3_synthetic,>= initial,5,True,False,True,,57.910118879093766,7,7,240.0,1,411.53799816000003,239.99999999999994,True,True,,26.50582319903957,6,6,240.0,1,411.53799816000003,240.0,True,True,,60.073527789548095,5,5,240.0,1,411.53799816000003,239.99999999999997,True,True,,26.879042722724265,5,5,240.0,1,411.53799816,240.0,True,31.404295680054197,54.229375259306394,33.19448506682383,55.25642706236936,2.1634089104543293,3.735804644040103
13317,37,two_peak_se3_synthetic,>= initial,8,True,False,True,,50.49180538497082,10,10,240.0,1,628.9509970199999,240.0,True,True,,48.912306840639076,10,10,240.0,1,628.95099702,240.0,True,True,,50.89088081505463,8,8,240.0,1,628.9509970199999,240.0,True,True,,49.31138227072272,8,8,240.0,1,628.9509970199956,240.0,True,1.5794985443317415,3.12822750600613,1.579498544331912,3.103696613293166,0.39907543008381197,0.7903766305068567
13318,33,two_peak_se3_synthetic,>= initial,8,True,False,True,,57.52459560165569,13,13,240.0,1,588.68099446,239.99999999999997,True,True,,53.73314274955231,11,11,240.0,1,592.68099446,239.99999999999991,True,True,,59.41495290205269,8,8,240.0,1,588.68099446,239.99999999999991,True,True,,54.489285669710824,8,8,240.0,1,592.6809944599979,239.99999999999787,True,3.791452852103383,6.591011744538464,4.9256672323418655,8.290282145745321,1.8903573003969996,3.2861722548860315
13319,27,two_peak_se3_synthetic,>= initial,8,False,True,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,,,,,,
13320,16,two_peak_se3_synthetic,>= initial,3,True,False,True,,39.60376212391914,4,4,240.0,1,302.1109966,239.99999999999997,True,True,,14.92657811108644,2,2,240.0,1,302.1109966,240.0,True,True,,39.96800246554982,3,3,240.0,1,302.1109966,239.99999999999994,True,True,,14.92657811108644,2,2,240.0,1,302.1109966,240.0,True,24.677184012832697,62.31020158039135,25.04142435446338,62.6536799682388,0.3642403416306834,0.9197114670343309
13321,22,two_peak_se3_synthetic,>= initial,5,False,True,True,,44.637132691869084,8,8,240.0,1,452.7329984,239.99999999999997,True,True,,41.18144928146692,8,8,240.0,1,452.7329984,239.99999999999997,True,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,,,,,,
13322,26,two_peak_se3_synthetic,>= initial,6,True,False,True,,53.16546379933871,13,13,240.0,1,439.1529978,239.99999999999994,True,True,,27.81667569564849,8,8,240.0,1,439.1529977999999,240.0,True,True,,57.73596966553583,6,6,240.0,1,439.1529978,239.99999999999994,True,True,,28.588140942612416,6,6,240.0,1,439.1529978,240.0,True,25.348788103690218,47.67905006784783,29.147828722923418,50.484695921410236,4.570505866197124,8.596757254761263
13323,8,two_peak_se3_synthetic,>= initial,1,True,False,True,,31.696308619202178,4,4,240.0,1,210.49099940000002,240.0,True,True,,8.400178611432601,1,1,240.0,1,210.49099940000002,240.0,True,True,,34.58410245977103,1,1,240.0,1,210.49099940000002,240.0,True,True,,8.400178611432601,1,1,240.0,1,210.49099940000002,240.0,True,23.296130007769577,73.4979277481428,26.18392384833843,75.71086709217373,2.887793840568854,9.110820680296438
13324t,18,two_peak_se3_synthetic,>= initial,3,True,False,True,,38.254616294343194,4,4,240.0,1,353.26999633,239.99999999999994,True,True,,19.332200703803302,2,2,240.0,1,353.26999632999997,240.0,True,True,,38.485659964391715,3,3,240.0,1,353.26999633,240.0,True,True,,19.332200703803306,2,2,240.0,1,353.26999633,240.0,True,18.92241559053989,49.46439782572855,19.15345926058841,49.76778176159604,0.23104367004852122,0.6039628479627078
13325,42,two_peak_se3_synthetic,>= initial,10,False,True,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,,,,,,
13326,21,two_peak_se3_synthetic,>= initial,3,True,False,True,,51.870868484261244,8,8,240.0,1,418.90599862999994,239.99999999999994,True,True,,26.69303165483985,7,7,240.0,1,418.90599863,240.0,True,True,,58.68455635369221,3,3,240.0,1,418.90599862999994,239.99999999999994,True,True,,28.33974290318563,3,3,240.0,1,418.90599863,240.0,True,25.177836829421395,48.539454929429034,30.344813450506578,51.70834600438689,6.813687869430964,13.135866177946077
13401,12,two_peak_se3_synthetic,>= initial,10,True,False,True,,60.7403827812333,9,9,240.0,1,561.3799969999999,239.99999999999997,True,True,,35.756738183057735,5,5,240.0,1,561.379997,240.0,True,True,,60.74038278123331,9,9,240.0,1,561.379997,240.0,True,True,,35.756738183057735,5,5,240.0,1,561.379997,240.0,True,24.983644598175566,41.131852408896336,24.983644598175573,41.13185240889635,7.105427357601002e-15,1.1698028613340144e-14
13402,17,two_peak_se3_synthetic,>= initial,15,True,False,True,,65.45577386343882,13,13,240.0,1,752.139996,240.0,True,True,,62.809273642883014,13,13,240.0,1,752.1399959999999,240.0,True,True,,65.45577386343884,13,13,240.0,1,752.139996,240.0,True,True,,62.809273642883014,13,13,240.0,1,752.1399959999999,240.0,True,2.646500220555808,4.043188345885626,2.646500220555822,4.043188345885647,1.4210854715202004e-14,2.171062058612321e-14
13403,14,two_peak_se3_synthetic,>= initial,12,True,False,True,,63.650640247474165,12,12,240.0,1,645.6099965,240.0,True,True,,49.99081339070838,12,12,240.0,1,645.6099965,240.0,True,True,,63.65064024747417,12,12,240.0,1,645.6099965,240.0,True,True,,49.990813390708375,12,12,240.0,1,645.6099965,240.0,True,13.659826856765783,21.46062758152357,13.659826856765797,21.46062758152359,7.105427357601002e-15,1.116316714172088e-14
13404,17,two_peak_se3_synthetic,>= initial,15,True,False,True,,61.840990609926706,14,14,240.0,1,752.1399959999999,240.0,True,True,,60.811796079710554,14,14,240.0,1,752.139996,240.0,True,True,,61.84099060992671,14,14,240.0,1,752.139996,240.0,True,True,,60.81179607971055,14,14,240.0,1,752.1399959999999,240.0,True,1.0291945302161523,1.664259450027222,1.0291945302161665,1.664259450027245,7.105427357601002e-15,1.148983431138705e-14
13405,13,two_peak_se3_synthetic,>= initial,12,False,True,True,,80.94830213869247,13,13,240.0,1,582.9099964999999,240.0,True,True,,47.01733381197349,13,13,240.0,1,582.9099965,240.0,True,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,,,,,,
13406,14,two_peak_se3_synthetic,>= initial,12,True,False,True,,47.32945291650994,7,7,240.0,1,605.2099965,240.0,True,True,,44.04516720453109,8,8,240.0,1,605.2099965,240.0,True,True,,47.32945291650994,7,7,240.0,1,605.2099965,240.0,True,True,,44.04516720453109,8,8,240.0,1,605.2099965,240.0,True,3.2842857119788533,6.939200665962473,3.2842857119788533,6.939200665962473,0.0,0.0
13407,17,two_peak_se3_synthetic,>= initial,16,True,False,True,,63.15190089045253,11,11,240.0,1,751.3699955,240.0,True,True,,63.1098929504437,12,12,240.0,1,751.3699955,240.0,True,True,,63.151900890452524,11,11,240.0,1,751.3699955,240.0,True,True,,63.1098929504437,11,11,240.0,1,751.3699955,240.0,True,0.04200794000882979,0.06651888449359512,0.042007940008822686,0.06651888449358388,-7.105427357601002e-15,-1.1251327762764492e-14
13408,11,two_peak_se3_synthetic,>= initial,9,True,False,True,,54.92795419866972,8,8,240.0,1,499.4499975,240.0,True,True,,31.52571951449726,4,4,240.0,1,499.44999749998783,239.99999999998914,True,True,,54.92795419866972,8,8,240.0,1,499.4499975,240.0,True,True,,31.525719514497805,4,4,240.0,1,499.4499975,240.0,True,23.402234684172456,42.605327333926496,23.402234684171912,42.60532733392551,0.0,0.0
13409,17,two_peak_se3_synthetic,>= initial,14,False,True,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,,,,,,
13410,15,two_peak_se3_synthetic,>= initial,13,False,True,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,False,HiGHS status 2: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),,,,,,,,False,,,,,,
13411,14,two_peak_se3_synthetic,>= initial,13,True,False,True,,71.92216105734097,13,13,240.0,1,605.2099965,240.0,True,True,,54.4888659536797,13,13,240.0,1,605.2099965,240.0,True,True,,71.92216105734097,13,13,240.0,1,605.2099965,240.0,True,True,,54.48886595367969,13,13,240.0,1,605.2099965,240.0,True,17.433295103661273,24.23911468644877,17.43329510366128,24.23911468644878,0.0,0.0
13412,15,two_peak_se3_synthetic,>= initial,12,True,False,True,,53.10785508341937,8,8,240.0,1,667.139996,240.0,True,True,,52.05765658319881,8,8,240.0,1,667.1399959999999,240.0,True,True,,53.107855083419366,8,8,240.0,1,667.139996,240.0,True,True,,52.05765658319881,8,8,240.0,1,667.139996,240.0,True,1.05019850022056,1.977482424343737,1.050198500220553,1.977482424343724,-7.105427357601002e-15,-1.337923993812238e-14
13413,15,two_peak_se3_synthetic,>= initial,14,True,False,True,,62.296514290787734,12,12,240.0,1,667.9099964999999,240.0,True,True,,57.38594360465103,13,13,240.0,1,667.9099965,240.0,True,True,,62.296514290787734,12,12,240.0,1,667.9099964999999,240.0,True,True,,57.38594360465103,13,13,240.0,1,667.9099965000001,240.0,True,4.910570686136701,7.882576966048428,4.910570686136701,7.882576966048428,0.0,0.0
13414,12,two_peak_se3_synthetic,>= initial,9,True,False,True,,51.71712981139479,7,7,240.0,1,520.9799969999999,240.0,True,True,,36.48925155819671,7,7,240.0,1,520.9799969999999,240.0,True,True,,51.71712981139479,7,7,240.0,1,520.9799969999999,240.0,True,True,,36.48925155819671,7,7,240.0,1,520.9799969999999,240.0,True,15.227878253198078,29.444554074698345,15.227878253198078,29.444554074698345,0.0,0.0
