case,chain,target_k,new_buses,old_bounded_buses,old_comparison_source,old_fleet_proven,old_fleet_bound,cg_certified,cg_minutes,cg_iterations,weighted_lp_objective,fractional_route_weight,minimum_reduced_cost,accepted_inherited_routes,import_minutes,cg_path,cg_payload_sha256,old_mip_path,old_mip_sha256,mip_fleet_bound,mip_fleet_proven,mip_pool_columns,mip_physical_replay_validated,mip_duplicate_trip_removal_validated,mip_cross_route_charger_capacity_validated,mip_runtime_s,mip_status_name,mip_path,mip_sha256,input_sha256,stage1_runtime_s,stage1_status_name,stage2_status_name,stage2_fleet_constraint
w2_k10,2,10,10,11,overnight_extension_20260912,False,10.00000000000008,True,16.390091063963094,148,1000371.1457444465,10.00000000000009,-9.518442034561758e-09,53744,4.457675522084658,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w2_k10/cg.json,f21879bca429d4e3f16644e879a3f4b2aadb00616dc67ee64ea3421af35e7dbc,/home/nc437/ladder-lite/overnight_extension_20260912/cases/w2_k10/mip/949696_r0/result.json,1613a8a7690865b07dadd4fab68f2b15c5fd1483ccdc23eff46f82dee4e862bf,10.0,True,57186,True,False,False,3600.8616950511932,TIME_LIMIT,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w2_k10/mip/41595_r0/result.json,44eb01b7346c322a10b04651ce4702c4aed79ce1864eee5b86b0f1668c884daa,969e49b79b454241e1f4116e405aebdf117dc6adac5497854cf4d7196166a6d6,9.07471776008606,OPTIMAL,TIME_LIMIT,at_most
w2_k11,2,11,11,12,overnight_extension_20260912,False,11.00000000000002,True,12.020641814917326,197,1100404.2504343088,10.999999999999941,-3.442580887025315e-09,57186,2.584592829865869,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w2_k11/cg.json,cca130b3e4bba6e73bf87a53898f851a2d0887969403946a26d9c1d36a79b61b,/home/nc437/ladder-lite/overnight_extension_20260912/cases/w2_k11/mip/949698_r0/result.json,579a0762d0a356c126e526fd55b13e61ceaee7428e765eac0404960a3a1d85d0,11.0,True,61318,True,False,False,3602.1549727916718,TIME_LIMIT,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w2_k11/mip/41597_r0/result.json,71d074b3de643f30dd5c8d173b608f26adf956b032f8bd3371516b4210795c14,ed584dba0369e1e42c7a19b6e58d50ec2c2f963561e00a07de5acf424b051759,10.835767984390259,OPTIMAL,TIME_LIMIT,at_most
w2_k12,2,12,12,13,overnight_extension_20260912,False,12.000000000000014,True,48.912525014850935,330,1200441.3620890907,12.000000000000043,-9.707797232749726e-09,61318,5.961507784862381,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w2_k12/cg.json,612bec82a7f943e026aacc994f53e1d4cbd0609fe204169785ea8b700c6ff19a,/home/nc437/ladder-lite/overnight_extension_20260912/cases/w2_k12/mip/949700_r0/result.json,fedbce5170a07b9b727191df44348ae2f6c7c7cd9c2ca3832a2866ee49f4f7cb,12.0,True,70608,True,False,False,3627.6525213718414,TIME_LIMIT,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w2_k12/mip/41599_r0/result.json,2d24005d7638ae0cec912d7ec014e59e714c083884a9d887dae7621592915029,ec701ce2b72d61586e46634cfab1b49c6799309f50ac1073535e8775a5153901,34.15042853355408,OPTIMAL,TIME_LIMIT,at_most
w2_k13,2,13,13,15,overnight_extension_20260912,False,13.00000000000004,True,34.1838122599603,208,1300493.1953896575,12.999999999999568,-1.6575012917741105e-08,70608,6.151521828304976,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w2_k13/cg.json,c4b8a5b7abf6efb619ed203e3eea003cede744896f872513635dd813c76c7b60,/home/nc437/ladder-lite/overnight_extension_20260912/cases/w2_k13/mip/949702_r0/result.json,00e7b013f91eddd52567d1e2c63b4607684eb42a9932264a23c1d9a10250f853,13.0,True,75883,True,False,False,3603.582388162613,TIME_LIMIT,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w2_k13/mip/41601_r0/result.json,72a0e2d77c6d6c4cb13996dcecbcbadda40243a790cd21740eb402dd5d17b9ee,de40d476444ee558c15ed360cac03fafbb262531c50acd90904346d40fd26729,83.60139918327332,OPTIMAL,TIME_LIMIT,at_most
w2_k14,2,14,14,16,w2_chain_recovery_retry2_20260912,False,14.00000000000003,True,89.41216889414936,454,1400558.3558959817,14.000000000000156,-6.685221265456676e-09,75883,6.8638945288800945,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w2_k14/cg.json,574099a00101d0fd4a0a687485d9bd9ab56fc2c218d3ef889fe92479ed2c8c36,/home/nc437/ladder-lite/w2_chain_recovery_retry2_20260912/cases/w2_k14/mip/onehour/result.json,51f7c33a60eb9ef1389b27f8d626ed1134b5699f52db970b33aa8479d7e88c81,14.0,True,89098,True,False,False,3602.0198307037354,TIME_LIMIT,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w2_k14/mip/41603_r0/result.json,914f34c5f1cddf41ba9a929b2b02581f8274be566e2991817a0ca35b0022232e,ec5d12a3640e372e15eeec11cba6c26873d4fe14f4b18586c230dbe114189a00,424.8505675792694,OPTIMAL,TIME_LIMIT,at_most
w2_k15,2,15,15,17,w2_chain_recovery_retry2_20260912,False,15.000000000000044,True,122.67654101173393,538,1500618.9515440017,15.000000000000268,-9.095508949519271e-05,89098,8.51243354890806,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w2_k15/cg.json,df1d47f63a829eb3e57d5a7635167637f8c3577e4d7cd032a896c564ade59458,/home/nc437/ladder-lite/w2_chain_recovery_retry2_20260912/cases/w2_k15/mip/onehour/result.json,cb97362b0fa22bb616a4ac32878d9d0f470432016f9ef58d70f98be3b5e86f88,15.0,True,105015,True,False,False,3605.5502853393555,TIME_LIMIT,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w2_k15/mip/41605_r0/result.json,31a65766f15f33e90f474ba5428374327d77329046f95d8fe47fabb12809499f,79c73bc74bdba12d53a76b79c4a6408bda71d2e444a1a95508800da95f5d9188,1353.307090997696,OPTIMAL,TIME_LIMIT,at_most
w3_k11,3,11,11,12,overnight_extension_20260912,False,11.000000000000066,True,15.599344112180795,208,1100375.858688106,11.000000000000037,-3.3642693075819352e-09,35495,2.4127485124083856,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w3_k11/cg.json,e6f27ace9484740de500c59f59fd46a54289175cc81ae6743166611a40ebeb56,/home/nc437/ladder-lite/overnight_extension_20260912/cases/w3_k11/mip/949708_r0/result.json,6dec136ef8cca302e5fb12b6d5885890ca7f117ab0e00e6ba5bc0446c1ed268d,11.0,True,41079,True,False,False,3601.92853975296,TIME_LIMIT,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w3_k11/mip/41606_r0/result.json,43d3d0d437bcdca54d567e2c29dbdb12307fc7a0bd3e8f076b4af01b32060c9d,d44ae4a734a62fb603359e97f3d8b187c2cb0bd10c5e00bf20e33f1b321d0dc1,31.332163333892822,OPTIMAL,TIME_LIMIT,at_most
w3_k12,3,12,12,14,overnight_extension_20260912,False,12.000000000000032,True,13.14682790733253,145,1200427.901093243,12.000000000000032,-9.065405759400846e-09,41079,2.8197070520371197,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w3_k12/cg.json,b0f1f243f6b3ff015748027a8983efa2437293daa3d6a576393374c9efa5d0c8,/home/nc437/ladder-lite/overnight_extension_20260912/cases/w3_k12/mip/949710_r0/result.json,2097838b531f579113008eae729097f6fb9b550db76cd9b2f60bc7c9e34c93a5,12.0,True,45056,True,False,False,3601.270429611206,TIME_LIMIT,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w3_k12/mip/41608_r0/result.json,98aaaeb03302c077c5d7c7661de8bff8a7f0fd5e74eb6ccc41461e874dddac01,66992416ee607061fe538bcd137d1f065465f5befeca51e11717935178d24e76,61.640135288238525,OPTIMAL,TIME_LIMIT,at_most
w3_k13,3,13,13,14,overnight_extension_20260912,False,13.000000000000046,True,24.68613729408632,358,1300474.5587871503,13.000000000000048,-1.4000589576568245e-08,45056,2.5323385175007087,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w3_k13/cg.json,ca646c3208b7da4a463cd34b4e77f5a64431c8076eaf72e406af3118a4d538a7,/home/nc437/ladder-lite/overnight_extension_20260912/cases/w3_k13/mip/949712_r0/result.json,0390889d9d70bddfb9a34a3ea864e2f0e24d64f861ea5594d4da3ecfd12bc854,13.0,True,54857,True,False,False,3602.355129480362,TIME_LIMIT,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w3_k13/mip/41610_r0/result.json,11c48d939e2c77e732e9e437686c6cef01d9463b3df8a21edab7bd8f7a831a71,23ea33b676cfbdcdd4f9f652106081ad60c87ba346a069110af7b007fbbf74b2,193.48818922042847,OPTIMAL,TIME_LIMIT,at_most
w3_k14,3,14,14,15,overnight_extension_20260912,False,14.000000000000016,True,22.946230176937146,246,1400485.5970424789,14.000000000000608,-3.301989170978459e-08,54857,3.504633178166114,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w3_k14/cg.json,f24cae770c0b10643746660555e3bc824ba380b251aad563bcb4e2349d1b112d,/home/nc437/ladder-lite/overnight_extension_20260912/cases/w3_k14/mip/949714_r0/result.json,060440ecc7c9b207a2bf26a85897f352fc76e6831fbba5c6c387c2d2dd8e6764,14.0,True,61584,True,False,False,3601.5331966876984,TIME_LIMIT,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w3_k14/mip/41612_r0/result.json,a0522e7f829355dbf2a7373ff75e6d431806fbd37da682ae7d3c8a734d09fee8,e2674adb1bdaa6c27aaab5a3aa12ab701f92000de2ef6ffeee8cf4aea3452e4a,40.88839602470398,OPTIMAL,TIME_LIMIT,at_most
w3_k15,3,15,15,17,overnight_extension_20260912,False,15.000000000000043,True,33.08736652551452,280,1500507.4203248785,15.000000000000128,-4.501121601574454e-05,61584,3.8287797972676345,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w3_k15/cg.json,f71632e8dd11eff52ac6ba3c4362ba620e38a606e56da4a185bc7026b0c5ce4a,/home/nc437/ladder-lite/overnight_extension_20260912/cases/w3_k15/mip/949716_r0/result.json,fe20a387e29aea32501f354d8eb55ad52994dc2806168edb38b8ecf765ce77d2,15.0,True,69528,True,False,False,3603.4459006786346,TIME_LIMIT,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w3_k15/mip/41614_r0/result.json,523bd45affa9d81d3518481539ee41603632b8df3a6124111a607ae70e8c43ef,44d91ad2cd6604441b3ea36dfb77cda9f89901d14755ec30d502887f0efb3490,646.1938126087189,OPTIMAL,TIME_LIMIT,at_most
w4_k10,4,10,10,11,overnight_extension_20260912,True,11.0,True,18.834954842956115,222,1000426.2710758079,10.000000000000057,-1.6841346095475274e-09,40954,3.31480007302016,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w4_k10/cg.json,9316c2c042fe358de5bb443866bfe7dfa6bc67346d8c3182b550a60e42119e05,/home/nc437/ladder-lite/overnight_extension_20260912/cases/w4_k10/mip/949718_r0/result.json,b24376dcf3deae8463de06e72b9d4e749fd363c643db844a3945016ba262deed,10.0,True,45886,True,False,False,3600.853101491928,TIME_LIMIT,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w4_k10/mip/41615_r0/result.json,60598fefe6e21f833b1afb38c434916cf86e00ef7802eb8b94c4b4ea7af1516f,c186ded0e8b4d7834e0ba51f7ce14cc525fa7b62d38c255ca1ecd1afca9dbf08,3.790797710418701,OPTIMAL,TIME_LIMIT,at_most
w4_k11,4,11,11,12,overnight_extension_20260912,False,11.000000000000089,True,26.339976379896203,264,1100462.8646985902,10.999999999999703,-3.912173696107857e-09,45886,3.7410917141785225,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w4_k11/cg.json,9964389d807085f3b46a95afc85a695391763bf87724cda6b4a421093da3b734,/home/nc437/ladder-lite/overnight_extension_20260912/cases/w4_k11/mip/949720_r0/result.json,4b873040459d9bf389c0cc910ef61422855667a402e054e6ee886f4ab751a235,11.0,True,53136,True,False,False,3602.4168186187744,TIME_LIMIT,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w4_k11/mip/41617_r0/result.json,a2f940911308965e2b588ceae2b183d03747369796c7fab09b30ace27059ee85,837037c026cf3971309c96c719f594565fdc5521dfe2d43241e2a344b31f1a92,14.164806365966797,OPTIMAL,TIME_LIMIT,at_most
w4_k12,4,12,12,13,overnight_extension_20260912,False,12.000000000000082,True,6.46756328503058,38,1200505.6006986015,11.999999999999815,-3.542234061626459e-09,53136,3.6884401105344296,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w4_k12/cg.json,01829c96a2e074c2f958cf95d0282e052c20352efcbca730db1b1b9058f007e7,/home/nc437/ladder-lite/overnight_extension_20260912/cases/w4_k12/mip/949722_r0/result.json,308bdd9a11c96077cbe8e5061ddd0a1804bfb3fe9acf95ea00d5727809155135,12.0,True,54236,True,False,False,3601.444938182831,TIME_LIMIT,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w4_k12/mip/41619_r0/result.json,77cee0b491845c3df96b792bed1cbcbc46686abe874e0a8966a7a275ae6d424d,8b3e3e137f0fb9440ddfba219151cd4adef69ab6a1fd2b3c0318cfbe82df238d,7.377425193786621,OPTIMAL,TIME_LIMIT,at_most
w4_k13,4,13,13,15,overnight_extension_20260912,False,13.000000000000206,True,42.6884988345361,405,1300530.332445755,12.999999999999938,-5.564011029690619e-09,54236,3.8016374083817936,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w4_k13/cg.json,4f27d457799552bceec6dcc46f61dd8646bce99215e8575399151c7809646d43,/home/nc437/ladder-lite/overnight_extension_20260912/cases/w4_k13/mip/949724_r0/result.json,3d7f243e008ff0b28967c3903454087dfe38b714fe23e05caeca47fefae36034,13.0,True,65443,True,False,False,3601.6728703975677,TIME_LIMIT,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w4_k13/mip/41621_r0/result.json,d84b434d01489675ce46014ba7f3b647f758b0676dbb6ff40f91a4ac6e318582,db2e9b7d742e42085640cc41c4dc2f5f20b14c594d1bf5ef3a6d589e7840524f,18.54170060157776,OPTIMAL,TIME_LIMIT,at_most
w4_k14,4,14,14,18,overnight_extension_20260912,False,14.000000000000103,True,59.20811199270732,371,1400590.7229539198,14.000000000000007,-1.0056512070200085e-05,65443,4.870925156869149,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w4_k14/cg.json,2a1ac5bd82f97cb718c20baddd7cac1235d6f30717eee2543cc9afb57aa6c739,/home/nc437/ladder-lite/overnight_extension_20260912/cases/w4_k14/mip/949726_r0/result.json,b2bcd24eefcc6560ee755267b7f170c2f7f5a6a9f454cdd902d74645c5625084,14.0,True,76243,True,False,False,3601.8455600738525,TIME_LIMIT,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w4_k14/mip/41623_r0/result.json,cdbef86b249947b6fb5f15b338322415ea4fcaef264d31fdc835ba853c03aef4,93d38fb24919ea02967df026c60b43f0c815173ceb1c171c85211530b30ddd35,10.452605962753296,OPTIMAL,TIME_LIMIT,at_most
w4_k15,4,15,15,18,overnight_extension_20260912,False,15.000000000067201,True,64.42514016390778,340,1500637.9289837887,14.99999999999962,-1.2179083963559378e-08,76243,5.92764341958488,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w4_k15/cg.json,d5ba923d05ed3fa1ba509e5ee5d083befddd913efdcea174ae4bab5c1b90161c,/home/nc437/ladder-lite/overnight_extension_20260912/cases/w4_k15/mip/949728_r0/result.json,b3d8e24aac4e7b40186ab20eba190ac0136ed062dfb5ab2b43674976a5d71b17,15.0,True,86143,True,False,False,3603.9228839874268,TIME_LIMIT,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w4_k15/mip/41625_r0/result.json,a3a37c14847b8ea9f32f2f97f78571e6efb65e4020bee5e4de67bd60132a327b,16cd175ed25d1872a191a750b6586ef2fd395c587ad6323ff5895f4094d15fb2,405.65389251708984,OPTIMAL,TIME_LIMIT,at_most
w5_k11,5,11,11,12,overnight_extension_20260912,False,11.00000000000008,True,42.27113801492378,459,1100522.2275381696,10.999999999999917,-2.0617916263176994e-09,40070,3.547746168014904,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w5_k11/cg.json,bc7a900b674ddc0d32b38fe64481835102e676e9638435efd87514726904d664,/home/nc437/ladder-lite/overnight_extension_20260912/cases/w5_k11/mip/949730_r0/result.json,c880784e6d82c587c9dcfaca2d96e2df07c4405910883529a7a6e662edf21f27,11.0,True,52132,True,False,False,3601.283843755722,TIME_LIMIT,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w5_k11/mip/41626_r0/result.json,38654938f0631a3308fb00baa4c931e35e6d8260178616b692dc7bb218c9c729,cb70c268c96b64775379f148cc7522f0ec0446a7b469e8f7d6697fcea4b6eaaf,21.4994113445282,OPTIMAL,TIME_LIMIT,at_most
w5_k12,5,12,12,13,overnight_extension_20260912,False,12.000000000000068,True,21.655356642759095,172,1200576.6436902331,12.000000000000135,-7.480044731700275e-05,52132,4.48929510138308,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w5_k12/cg.json,fc8104c7be107cc03a3f144e65b18d03c78120d111873e6b4782abb5cd31a757,/home/nc437/ladder-lite/overnight_extension_20260912/cases/w5_k12/mip/949732_r0/result.json,7c48698c599dc5edb970be95ae1666c5ddd2c8ab46b2bdc2b2cfc3a805876074,12.0,True,56039,True,False,False,3601.4802627563477,TIME_LIMIT,/home/nc437/ladder-lite/full_pool_recovery_20260912/cases/w5_k12/mip/41628_r0/result.json,ea6847b3cbccc6a38d067213783860a299ad977b3daa920c3e30f59837cdfbab,18abe67d927364b27f8c5d5f93fdc8ca6f8423f7c8f0966e7c6c4d9422b853da,18.157320261001587,OPTIMAL,TIME_LIMIT,at_most
