case,arm,route_index,route_schedule_sha256,failed_before,repair_stage,repaired,independent_replay_passed,before_min_soc_kwh,after_min_soc_kwh,after_terminal_kwh,old_charged_kwh,new_charged_kwh,net_added_kwh,gross_added_kwh,gross_reduced_kwh,added_full_power_equivalent_minutes,added_outside_original_windows_min,total_start_shift_min,total_end_shift_min,old_electricity_cost,new_electricity_cost,electricity_cost_change,old_charge_starts,new_charge_starts,start_fee,charging_objective_change,continuous_outside_original_event_grid,unresolved_reason
c1_k08,base,0,c00862385275741defc61ec05bd15a19480b53abfaea54e7f978063c70df5952,True,existing_intervals,True,True,-2.0199989999999914,2.1316282072803006e-14,2.000000000000057,431.4499975,433.4699965,2.0199989999999843,2.0199990000000128,0,0.5049997500000032,0.0,0.0,0.0,42.799839752,43.0002236528,0.20038390080000568,3,3,5,0.20038390080000568,True,
c1_k08,base,1,39d890682a73f53552961610f2e4cdd3c30ec3ca3669e415dc101bcb7448a2c8,False,unchanged,True,True,14.156003000000007,14.156003000000007,14.156003000000007,206.313995,206.313995,0.0,0,0,0.0,0.0,0.0,0.0,20.466348304,20.466348304,0.0,1,1,5,0.0,False,
c1_k08,base,2,9035970d7e567b4777e7f26604141459511a9fb6d2214294bc8c011c7725b0c7,False,unchanged,True,True,1.410000499999967,1.410000499999967,1.410000499999967,315.9419967,315.9419967,0.0,0,0,0.0,0.0,0.0,0.0,31.34144607264,31.34144607264,0.0,2,2,5,0.0,False,
c1_k08,base,3,fb27ca21df825869393108669b543b17c6d3e4285aa2d5ebabb4ede491e36d8e,True,existing_intervals,True,True,-2.01999900000002,-7.105427357601002e-15,2.0000000000000284,435.5299962,437.5499952,2.0199989999999843,2.0199990000000128,0,0.5049997500000032,0.0,0.0,0.0,43.20457562304,43.40495952384,0.20038390079999857,3,3,5,0.20038390079999857,True,
c1_k08,base,4,b2c1e3012ec5694b9a953f33933d0faf84929b90da12a9b35de56cfb9902dd34,False,unchanged,True,True,10.479002540000003,10.479002540000003,10.479002540000003,313.11599829,313.11599829,0.0,0,0,0.0,0.0,0.0,0.0,31.061107030368,31.061107030368,0.0,2,2,5,0.0,False,
c1_k08,base,5,a273d682bfa4c5cc7f34f366ef7d9b67f7db69f132925584c379ddbbc604e2d2,False,unchanged,True,True,7.098002099999946,7.098002099999946,7.098002099999946,214.2169988,214.2169988,0.0,0,0,0.0,0.0,0.0,0.0,21.25032628096,21.25032628096,0.0,1,1,5,0.0,False,
c1_k08,base,6,0dfecf5a809360817ad0c244d41b4826fbbcafe7f44d698ba9799978c4894c86,False,unchanged,True,True,3.760002799999988,3.760002799999988,15.152002840000016,388.87599525999997,388.87599525999997,0.0,0,0,0.0,0.0,0.0,0.0,38.576498729792,38.576498729792,0.0,2,2,5,0.0,False,
c1_k08,base,7,bf408a16c0d2f1410a3325c1fef4484824ade6243bff894d359706112777cfd9,False,unchanged,True,True,7.325000640000027,7.325000640000027,9.489001980000044,447.11999542,447.11999542,0.0,0,0,0.0,0.0,0.0,0.0,44.354303545663996,44.354303545663996,0.0,2,2,5,0.0,False,
c1_k08,base,8,84832daa3573f9d8533a521a89cfa692a1237f6b5f8df4e34afc24a6a54a78d3,True,existing_intervals,True,True,-3.089999499999986,1.865174681370263e-14,7.9110030000000435,436.7499975,436.7499975,0.0,3.0899995000000047,3.0899994999999763,0.7724998750000012,0.0,0.0,0.0,43.325599752,43.325599752,0.0,3,3,5,0.0,True,
c1_k08,warm,0,6c98a55b8bb3c8aaba4ec2aa4cffbb7fc8d0eaa70f126cc494843a147543ad5d,False,unchanged,True,True,0.4010014000000055,0.4010014000000055,9.305003100000032,357.71299336000004,357.71299336000004,0.0,0,0,0.0,0.0,0.0,0.0,35.485128941312,35.485128941312,0.0,3,3,5,0.0,False,
c1_k08,warm,1,1efcd2f903d4ac492ecb0f1b641f9926af76a81a8bbff121be5eb5ed0c338dca,True,existing_intervals,True,True,-0.8899994999999974,4.707345624410664e-14,4.707345624410664e-14,301.37199350000003,302.2619930000001,0.8899995000000445,0.8899995000000587,0,0.22249987500001467,0.0,0.0,0.0,29.8961017552,29.984389705600005,0.08828795040000514,3,3,5,0.08828795040000514,True,
c1_k08,warm,2,729b3448beee86957e39151fc1416fed39cf24fbd11285a2ac78f3acd7c87462,False,unchanged,True,True,1.687000899999994,1.687000899999994,13.19599984000002,249.59899666,249.59899666,0.0,0,0,0.0,0.0,0.0,0.0,24.760220468672,24.760220468672,0.0,2,2,5,0.0,False,
c1_k08,warm,3,3529900d50294860b8f4d88ac8bca63e031cd2c8a20da56c3e9c6759fc31cefa,True,existing_intervals,True,True,-0.15299926000002273,-1.0658141036401503e-13,-1.0658141036401503e-13,514.4279934,514.5809926599999,0.15299925999988773,0.15299925999991615,0,0.03824981499997904,0.0,0.0,0.0,51.03125694528,51.04643447187199,0.015177526591990897,14,14,5,0.015177526591990897,True,
c1_k08,warm,4,0dfa3dcf5c849412dac1f8ca21cf16c90e08b4ccf047346a5265989ce95825c2,False,unchanged,True,True,1.9800010000000157,1.9800010000000157,10.393002100000025,331.15799953,331.15799953,0.0,0,0,0.0,0.0,0.0,0.0,32.850873553376,32.850873553376,0.0,2,2,5,0.0,False,
c1_k08,warm,5,51d377a8e162f9ac1cc21fd4138c350053179811b9a3304807091d2361d76faa,True,existing_intervals,True,True,-2.0199989999999914,-7.105427357601002e-15,13.653001080000099,491.9499975,493.96999650000004,2.019999000000041,2.0199989999999985,0,0.5049997499999996,0.0,0.0,0.0,48.801439752,49.0018236528,0.20038390079999857,3,3,5,0.20038390079999857,True,
c1_k08,warm,6,d15c53a1326840b022ffed9a66b209d6942dbd263b03d26a0cbfa59d98b4f2e8,True,existing_intervals,True,True,-1.5599999999999632,6.750155989720952e-14,6.750155989720952e-14,429.9099965,431.46999650000004,1.5600000000000591,1.5600000000000307,0,0.3900000000000077,0.0,0.0,0.0,42.6470716528,42.8018236528,0.154752000000002,3,3,5,0.154752000000002,True,
c1_k08,warm,7,b23c9a6486003fd05a54f4e6209cb5ff0c4c984d2e251b48243b8e57acdf2f4d,True,existing_intervals,True,True,-3.559999999999981,2.1316282072803006e-14,3.5400010000000464,347.21999800000003,350.779998,3.5599999999999454,3.5600000000000023,0,0.8900000000000006,0.0,0.0,0.0,34.444223801599996,34.7973758016,0.35315200000000146,3,3,5,0.35315200000000146,True,
c1_k10,base,0,a882d2dbc0a9c0cbc3a4cfb1b1dc2439dd7abdf1e247d674f79402e89a703fa6,True,existing_intervals,True,True,-2.0199989999999914,-7.105427357601002e-15,12.046999500000048,416.9499975,418.96999650000004,2.019999000000041,2.0199989999999985,0,0.5049997499999996,0.0,0.0,0.0,41.361439752,41.5618236528,0.20038390079999857,3,3,5,0.20038390079999857,True,
c1_k10,base,1,836c24dd9872ba3ea82ae37873ee14df019046b0a71b0fc2bf2270ea9a3e6224,True,existing_intervals,True,True,-0.019998999999955913,8.526512829121202e-14,8.526512829121202e-14,431.4499975,431.46999650000004,0.01999900000004118,0.01999900000004118,0,0.004999750000010295,0.0,0.0,0.0,42.799839752,42.8018236528,0.001983900800006211,3,3,5,0.001983900800006211,True,
c1_k10,base,2,0d91eea498df8d73eb1530cb32f88d6c19d84f9199e80434df11834ecbea1132,False,unchanged,True,True,6.236003039999976,6.236003039999976,6.236003039999976,438.91699732,438.91699732,0.0,0,0,0.0,0.0,0.0,0.0,43.540566134144,43.540566134144,0.0,2,2,5,0.0,False,
c1_k10,base,3,8e25d5847e2dc62ad0be0a3beaeab707c256b707d6849c2bb4ced9478ef77a91,False,unchanged,True,True,16.275003199999993,16.275003199999993,16.275003199999993,305.5259942,305.5259942,0.0,0,0,0.0,0.0,0.0,0.0,30.30817862464,30.30817862464,0.0,2,2,5,0.0,False,
c1_k10,base,4,53a88e80204f76660ffe46c81968bd693dcbee80158ae28ef11ae33cac6f2dfe,True,existing_intervals,True,True,-0.01999899999992749,8.526512829121202e-14,8.526512829121202e-14,431.4499975,431.46999650000004,0.01999900000004118,0.019999000000012757,0,0.004999750000003189,0.0,0.0,0.0,42.799839752000004,42.8018236528,0.0019839007999991054,3,3,5,0.0019839007999991054,True,
c1_k10,base,5,c1902691cbc4ca53ebd2e74ed3156fd36146e5ea8224f78a10021dd490862f45,False,unchanged,True,True,4.5720006999999185,4.5720006999999185,13.170002539999981,465.75399596,465.75399596,0.0,0,0,0.0,0.0,0.0,0.0,46.202796399232,46.202796399232,0.0,3,3,5,0.0,False,
c1_k10,base,6,03fdd7b6a58e1b15ed4f4b60923f3bfec36b40948a4bd9227b0d7cbfc8236db7,True,existing_intervals,True,True,-0.7899994999999933,5.684341886080802e-14,5.684341886080802e-14,357.8539972,358.64399670000006,0.7899995000000786,0.7899995000000501,0,0.19749987500001254,0.0,0.0,0.0,35.49911652224,35.57748447264,0.07836795040000055,3,3,5,0.07836795040000055,True,
c1_k10,base,7,71b2f25cd8a21ae25bae94ba28908c44e5c03f2dc5ebb0a3f558a8641e2b451c,False,unchanged,True,True,0.9900023000000013,0.9900023000000013,13.716001440000007,309.06499633,309.06499633,0.0,0,0,0.0,0.0,0.0,0.0,30.659247635936,30.659247635936,0.0,2,2,5,0.0,False,
c1_k10,base,8,ad98aeb7b0509803a010379e8c3aca90f594134e80e29f69ea8c31123dfb3c65,False,unchanged,True,True,1.6100005000000976,1.6100005000000976,1.6100005000000976,490.879997,490.879997,0.0,0,0,0.0,0.0,0.0,0.0,48.6952957024,48.6952957024,0.0,3,3,5,0.0,False,
c1_k10,base,9,2795018fcc170980c88e9bb16ca2f672c93b8711d66085968fff48d1d7119fab,True,existing_intervals,True,True,-0.11999900000003105,8.970602038971265e-14,8.970602038971265e-14,326.6679941,326.7879931000001,0.11999900000012076,0.11999900000009234,0,0.029999750000023084,0.0,0.0,0.0,32.40546501472,32.41736891552001,0.01190390080000725,2,2,5,0.01190390080000725,True,
c1_k10,base,10,3ab92868538a6a6a20ffbb3c3b9c26a3c87ec83e71275ace284db139f8fe394b,True,existing_intervals,True,True,-2.3199989999999913,3.2862601528904634e-14,12.479002099999992,434.2499975,436.5699965,2.3199989999999957,2.31999900000001,0,0.5799997500000025,0.0,0.0,0.0,43.077599752,43.3077436528,0.2301439008000017,3,3,5,0.2301439008000017,True,
c1_k10,warm,0,5b1c3a0b16ae26947817988408f795348c21af025b7d67e9d12dc84c79c5842e,True,existing_intervals,True,True,-0.11999900000000263,-5.240252676230739e-14,-5.240252676230739e-14,307.73399306,307.85399206,0.11999900000000707,0.11999899999999286,0,0.029999749999998215,0.0,0.0,0.0,30.527212111551997,30.539116012351997,0.011903900800000144,3,3,5,0.011903900800000144,True,
c1_k10,warm,1,729b3448beee86957e39151fc1416fed39cf24fbd11285a2ac78f3acd7c87462,False,unchanged,True,True,1.687000899999994,1.687000899999994,13.19599984000002,249.59899666,249.59899666,0.0,0,0,0.0,0.0,0.0,0.0,24.760220468672,24.760220468672,0.0,2,2,5,0.0,False,
c1_k10,warm,2,6718aba3d89c2729d58e52f42bd4401a783f4d554f638f4fb7585ddd65ff1350,False,unchanged,True,True,1.6230024999999841,1.6230024999999841,9.305003100000004,436.3509938,436.3509938,0.0,0,0,0.0,0.0,0.0,0.0,43.286018584960004,43.286018584960004,0.0,3,3,5,0.0,False,
c1_k10,warm,3,30a7a4dd0e977f46f298a2117f90021edadc582a7b91236169104029512a75aa,False,unchanged,True,True,1.909000239999962,1.909000239999962,1.909000239999962,482.0469936,482.0469936,0.0,0,0,0.0,0.0,0.0,0.0,47.81906176512,47.81906176512,0.0,12,12,5,0.0,False,
c1_k10,warm,4,0dfa3dcf5c849412dac1f8ca21cf16c90e08b4ccf047346a5265989ce95825c2,False,unchanged,True,True,1.9800010000000157,1.9800010000000157,10.393002100000025,331.15799953,331.15799953,0.0,0,0,0.0,0.0,0.0,0.0,32.850873553376,32.850873553376,0.0,2,2,5,0.0,False,
c1_k10,warm,5,51d377a8e162f9ac1cc21fd4138c350053179811b9a3304807091d2361d76faa,True,existing_intervals,True,True,-2.0199989999999914,-7.105427357601002e-15,13.653001080000099,491.9499975,493.96999650000004,2.019999000000041,2.0199989999999985,0,0.5049997499999996,0.0,0.0,0.0,48.801439752,49.0018236528,0.20038390079999857,3,3,5,0.20038390079999857,True,
c1_k10,warm,6,574e2f52f3f6d81688868c939711ac923a3c430b90d8c8f730aa17e037eb3108,True,existing_intervals,True,True,-1.2499984999999825,2.1316282072803006e-14,0.4599990000000389,346.4499975,347.699996,1.2499985000000038,1.2499985000000038,0,0.31249962500000095,0.0,0.0,0.0,34.367839752,34.4918396032,0.12399985119999712,2,2,5,0.12399985119999712,True,
c1_k10,warm,7,06aa90a0a64cbbab199e1eba471b6e413797c2c6d2fa7c07d2d63ad186e2cdd2,True,existing_intervals,True,True,-0.019998999999955913,8.526512829121202e-14,8.526512829121202e-14,431.4499975,431.46999650000004,0.01999900000004118,0.01999900000004118,0,0.004999750000010295,0.0,0.0,0.0,42.799839752,42.8018236528,0.001983900800006211,4,4,5,0.001983900800006211,True,
c1_k10,warm,8,fbd25515514a1b33ed79da93f092e5c79317d75cfe121f2f69a40b568244f74d,True,existing_intervals,True,True,-0.019998999999955913,8.526512829121202e-14,8.526512829121202e-14,431.4499975,431.46999650000004,0.01999900000004118,0.01999900000004118,0,0.004999750000010295,0.0,0.0,0.0,42.799839752,42.8018236528,0.001983900800006211,3,3,5,0.001983900800006211,True,
c1_k10,warm,9,9e8f2fe1924ec7f0b2bc22fc99f9af7354604167c52869fdbce646973769ab3d,True,existing_intervals,True,True,-3.559999999999974,-1.4210854715202004e-14,6.8570006999999835,458.10999649999997,461.66999649999997,3.5600000000000023,3.559999999999956,0,0.889999999999989,0.0,0.0,0.0,45.444511652799996,45.79766365279999,0.35315199999999436,7,7,5,0.35315199999999436,True,
c1_k15,base,0,c7a5dff0f3679fa7127067be74b0b202dbbdeced46f46197b258ccde6cf22147,False,unchanged,True,True,3.4490000400001364,3.4490000400001364,3.4490000400001364,526.14300062,526.14300062,0.0,0,0,0.0,0.0,0.0,0.0,52.193385661503996,52.193385661503996,0.0,12,12,5,0.0,False,
c1_k15,base,1,ab5a5d72010ee98dfaab04493bb4b01fb0051a09586a4ed9b0be7c769ecdbc03,False,unchanged,True,True,3.481000499999965,3.481000499999965,3.481000499999965,506.70299692000003,506.70299692000003,0.0,0,0,0.0,0.0,0.0,0.0,50.264937294464,50.264937294464,0.0,12,12,5,0.0,False,
c1_k15,base,2,f0e42c0a77d9a6de8bffbcf2b92fc67a61910030cdd932e5f8e968aec97639da,True,existing_intervals,True,True,-1.9029993000000829,2.1316282072803006e-14,2.1316282072803006e-14,490.96299336,492.8659926600001,1.90299930000009,1.9029993000001113,0,0.4757498250000278,0.0,0.0,0.0,48.703528941311994,48.892306471872004,0.18877753056001012,8,8,5,0.18877753056001012,True,
c1_k15,base,3,1f2ce1fe9a4c779e84200b6f9f71c3c4ab5e82fd0de7c575c18746b260983dae,False,unchanged,True,True,28.140000000000043,28.140000000000043,28.140000000000043,591.07699086,591.07699086,0.0,0,0,0.0,0.0,0.0,0.0,58.634837493312,58.634837493312,0.0,10,10,5,0.0,False,
c1_k15,base,4,7c74fc0e89f3164e422eb137d2ccc51f77afe7c9ee49c78d9a7434f2b6bebf86,True,existing_intervals,True,True,-1.5600000000000023,0.0,0.0,421.51799270000004,423.07799270000004,1.5600000000000023,1.5600000000000165,0,0.3900000000000041,0.0,0.0,0.0,41.81458487584,41.96933687584,0.154752000000002,6,6,5,0.154752000000002,True,
c1_k15,base,5,c77bd014b5ad0320a94deb41cec525684ed1ac8c9b7be779a31b7540bac0299c,False,unchanged,True,True,8.039999999999964,8.039999999999964,30.858000599999972,630.7489941,630.7489941,0.0,0,0,0.0,0.0,0.0,0.0,62.57030021471999,62.57030021471999,0.0,7,7,5,0.0,False,
c1_k15,base,6,d7ce13cbe4649340a89c286ece79c541bfc61666e3059c23fbea301cf672a5bc,False,unchanged,True,True,3.9100004999999713,3.9100004999999713,4.373002199999978,562.1359957,562.1359957,0.0,0,0,0.0,0.0,0.0,0.0,55.76389077344,55.76389077344,0.0,7,7,5,0.0,False,
c1_k15,base,7,08604a7460c3cc53ef34a490f190ee5c39fdd19043b7e83149151fbace685aa6,True,existing_intervals,True,True,-2.3199989999999913,8.970602038971265e-14,8.970602038971265e-14,429.86999276,432.18999176000005,2.3199990000000525,2.3199990000000668,0,0.5799997500000167,0.0,0.0,0.0,42.643103281792,42.873247182592,0.2301439008000017,4,4,5,0.2301439008000017,True,
c1_k15,base,8,c3ff70715dc7815dd8e259b296c6e8b24e8e0117df9f1a0d2508cccd6dd2347b,True,existing_intervals,True,True,-3.089999499999979,2.5757174171303632e-14,4.430000100000041,452.1089959,455.1989954,3.0899994999999763,3.0899994999999905,0,0.7724998749999976,0.0,0.0,0.0,44.84921239328,45.15574034368,0.30652795040000314,7,7,5,0.30652795040000314,True,
c1_k15,base,9,2e8267045d9bb617d5fd1a27084fcae1d09a6dbb353d824d084e6e46108ca3ca,True,existing_intervals,True,True,-0.7899994999999649,5.684341886080802e-14,5.684341886080802e-14,346.4499975,347.239997,0.7899995000000217,0.7899995000000217,0,0.19749987500000543,0.0,0.0,0.0,34.367839751999995,34.4462077024,0.07836795040000766,2,2,5,0.07836795040000766,True,
c1_k15,base,10,9fec624ea330e2e3f7959d332e5bd085d3318b9d0b6e7c5ef07be695edebf02e,False,unchanged,True,True,5.402000739999929,5.402000739999929,5.402000739999929,217.70399742,217.70399742,0.0,0,0,0.0,0.0,0.0,0.0,21.596236544064,21.596236544064,0.0,1,1,5,0.0,False,
c1_k15,base,11,8ae6ec09884288650a87dc37470d4399d3ccd4caa748067f1a0daddbebf188d0,True,existing_intervals,True,True,-1.5499984999999823,3.2862601528904634e-14,3.2862601528904634e-14,198.759999,200.3099975,1.5499985000000152,1.5499985000000152,0,0.3874996250000038,0.0,0.0,0.0,19.7169919008,19.870751752,0.15375985120000024,1,1,5,0.15375985120000024,True,
c1_k15,base,12,e9d0b9fda5db59a7775b087bc58aaa9c3ad1ce74452c29e009337ab7db82330b,True,existing_intervals,True,True,-2.0199989999999914,2.1316282072803006e-14,2.000000000000057,347.21999800000003,349.239997,2.0199989999999843,2.0199990000000128,0,0.5049997500000032,0.0,0.0,0.0,34.4442238016,34.6446077024,0.20038390079999857,2,2,5,0.20038390079999857,True,
c1_k15,base,13,b9492b9d86620c2f163ed9cbf9a936905fbdabcdae8c4a27cd889eb9531503a7,False,unchanged,True,True,11.494000600000003,11.494000600000003,13.924001599999993,224.9459994,224.9459994,0.0,0,0,0.0,0.0,0.0,0.0,22.31464314048,22.31464314048,0.0,1,1,5,0.0,False,
c1_k15,base,14,4103931baa6629a160d7243227cd2e8a8af489738ae4c2a87a1f837146cfae5f,True,existing_intervals,True,True,-1.5499984999999823,3.2862601528904634e-14,3.2862601528904634e-14,198.759999,200.3099975,1.5499985000000152,1.5499985000000152,0,0.3874996250000038,0.0,0.0,0.0,19.7169919008,19.870751752,0.15375985120000024,1,1,5,0.15375985120000024,True,
c1_k15,base,15,5bab5553f08e04feec2c97fd0563a083f24808226786116039f201ad2c4e8b3b,False,unchanged,True,True,3.554000400000004,3.554000400000004,3.554000400000004,240.019998,240.019998,0.0,0,0,0.0,0.0,0.0,0.0,23.809983801599998,23.809983801599998,0.0,2,2,5,0.0,False,
c1_k15,base,16,e394ca8674c38b06ac8e12c05120772311b2893cfaaa3ed0407ce8f61b69a2e0,True,existing_intervals,True,True,-2.319998999999963,8.970602038971265e-14,8.970602038971265e-14,362.319998,364.63999700000005,2.3199990000000525,2.3199990000000525,0,0.5799997500000131,0.0,0.0,0.0,35.9421438016,36.172287702400006,0.2301439008000088,2,2,5,0.2301439008000088,True,
c1_k15,base,17,99ba4a892df09bb404a41f47d5827aeece0854c5f3c028ad0d0644a26d78c4f6,True,existing_intervals,True,True,-1.5499984999999823,3.2862601528904634e-14,3.2862601528904634e-14,198.759999,200.3099975,1.5499985000000152,1.5499985000000152,0,0.3874996250000038,0.0,0.0,0.0,19.7169919008,19.870751752,0.15375985120000024,1,1,5,0.15375985120000024,True,
c1_k15,warm,0,b4d2b5cdd9d3efe3e7d57efc3ea717fa5c01b133ec9183bf94f9a8e66e48b2c3,True,existing_intervals,True,True,-3.5600000000000023,-1.4210854715202004e-14,2.7700004999999805,346.4499975,350.0099975,3.5600000000000023,3.5599999999999916,0,0.8899999999999979,0.0,0.0,0.0,34.367839752,34.720991751999996,0.35315199999999436,7,7,5,0.35315199999999436,True,
c1_k15,warm,1,158261204d5d5a8c275721a10edacfc3e763301b4becf78d9c5c28ad3afd01d0,True,existing_intervals,True,True,-2.0199989999999914,-7.105427357601002e-15,1.2299995000000195,346.4499975,348.4699965,2.0199989999999843,2.0199989999999985,0,0.5049997499999996,0.0,0.0,0.0,34.367839752,34.5682236528,0.20038390079999857,3,3,5,0.20038390079999857,True,
c1_k15,warm,2,43e57d8b4495d8e08fde039370523b6bfd2eec71b57131bcd836bde6b7371e86,True,existing_intervals,True,True,-1.3469993999999756,7.549516567451064e-14,4.898001800000082,369.77899186,371.12599126000003,1.3469994000000156,1.3469994000000511,0,0.3367498500000128,0.0,0.0,0.0,36.682075992512,36.81569833299201,0.13362234048000943,6,6,5,0.13362234048000943,True,
c1_k15,warm,3,233d458389fa8652a997968a059204830420d6d990fb808afbf72eda9aa893e7,False,unchanged,True,True,1.6870008999999513,1.6870008999999513,13.195999839999992,247.2119977,247.2119977,0.0,0,0,0.0,0.0,0.0,0.0,24.523430171839998,24.523430171839998,0.0,2,2,5,0.0,False,
c1_k15,warm,4,561d4901c8aa10df5b95b2f22cfc1c75aef32ea99add6d67207029770f4ecb40,False,unchanged,True,True,1.62300249999997,1.62300249999997,10.413001739999963,414.8929934,414.8929934,0.0,0,0,0.0,0.0,0.0,0.0,41.15738494528,41.15738494528,0.0,3,3,5,0.0,False,
c1_k15,warm,5,78420fddee8cccef5da815d094121e2e0ba010ab7157abc999f454c5fa66ea33,True,existing_intervals,True,True,-1.500999799999967,-2.842170943040401e-14,-2.842170943040401e-14,547.58199311,549.0829929099999,1.5009997999999314,1.5009997999999385,0,0.3752499499999846,0.0,0.0,0.0,54.320133716512,54.46903289667199,0.1488991801599937,8,8,5,0.1488991801599937,True,
c1_k15,warm,6,7a85b98bffdc75541c844d93a9308c5475eac832422206061fa9b680e2b0aa3e,True,existing_intervals,True,True,-1.5499984999999823,1.1812772982011666e-13,1.1812772982011666e-13,451.4499975,452.99999600000007,1.549998500000072,1.5499985000000578,0,0.38749962500001445,0.0,0.0,0.0,44.783839752,44.937599603200006,0.15375985120000735,9,9,5,0.15375985120000735,True,
c1_k15,warm,7,d3a5cd10e5832e1bdcd252d092cf9c844b94c0c0ce3f930fc3d78c2b1409c6a9,True,existing_intervals,True,True,-1.559999999999988,5.684341886080802e-14,5.684341886080802e-14,514.139996,515.699996,1.5600000000000591,1.5600000000000378,0,0.39000000000000945,0.0,0.0,0.0,51.0026876032,51.157439603200004,0.154752000000002,8,8,5,0.154752000000002,True,
c1_k15,warm,8,7ce3f9d9914f7cd66790d103794203fad5c936a922806a78e71748b837fd5888,True,existing_intervals,True,True,-2.7899995000000004,-7.105427357601002e-15,2.0,408.379997,411.16999649999997,2.789999499999965,2.7899994999999613,0,0.6974998749999903,0.0,0.0,0.0,40.5112957024,40.78806365279999,0.2767679503999929,6,6,5,0.2767679503999929,True,
c1_k15,warm,9,a73498ca913f1a6c3dabc38e1f7bd5ad733492541f7c7f73eecddd6a76e82723,False,unchanged,True,True,1.5480001000000145,1.5480001000000145,12.131001640000026,451.24699823,451.24699823,0.0,0,0,0.0,0.0,0.0,0.0,44.763702224416,44.763702224416,0.0,5,5,5,0.0,False,
