case_id,chain,target_k,buses,pool_fleet_bound,fleet_proven_in_pool,physical_route_replay,cg_minutes_at_this_k,source_path,source_sha256,snapshot_path,snapshot_sha256
w3_k19,3,19,20,19.000000000000004,False,True,82.62754838532614,/home/nc437/ladder-lite/chain_extension_20260913/cases/w3_k19/mip/133956_r0/result.json,829d04d22bdb86125ba5b6a2bf732952f11044c45b2fc297657e2ce522842258,outputs/post_meeting_20260910/monitor/20260914T014827Z.json,1ba8aca4d5a354f9f3823bcdb8a17bd1f59c1e833e5c5b709824d9c72faec0a5
w3_k20,3,20,21,20.0,False,True,64.15508412957813,/home/nc437/ladder-lite/chain_extension_20260913/cases/w3_k20/mip/133958_r0/result.json,e8dc643be57ef66022fcfeb86559c9ef54fac80c2a3f9a4ee70ea4873d3aacd2,outputs/post_meeting_20260910/monitor/20260914T014827Z.json,1ba8aca4d5a354f9f3823bcdb8a17bd1f59c1e833e5c5b709824d9c72faec0a5
w4_k16,4,16,16,16.0,True,True,102.55466983000515,/home/nc437/ladder-lite/chain_extension_20260913/cases/w4_k16/mip/133970_r0/result.json,ea51889c1b88fd6378067ae5b5953047095a53d786040517a5b81e8b5137354b,outputs/post_meeting_20260910/monitor/20260914T014827Z.json,1ba8aca4d5a354f9f3823bcdb8a17bd1f59c1e833e5c5b709824d9c72faec0a5
w4_k17,4,17,17,17.0,True,True,77.7171644435885,/home/nc437/ladder-lite/chain_extension_20260913/cases/w4_k17/mip/133972_r0/result.json,a11d4fb234df2c190a4d2bf2d598fbfc74bd428a18dc0fc5f5402efa2d072beb,outputs/post_meeting_20260910/monitor/20260914T014827Z.json,1ba8aca4d5a354f9f3823bcdb8a17bd1f59c1e833e5c5b709824d9c72faec0a5
w4_k18,4,18,18,18.0,True,True,68.93730294267492,/home/nc437/ladder-lite/chain_extension_20260913/cases/w4_k18/mip/133974_r0/result.json,8448fb6cb184b191c34265147c97315b20651c25e89e421a5be3b53e792b1928,outputs/post_meeting_20260910/monitor/20260914T014827Z.json,1ba8aca4d5a354f9f3823bcdb8a17bd1f59c1e833e5c5b709824d9c72faec0a5
w5_k16,5,16,16,16.0,True,True,77.151371083525,/home/nc437/ladder-lite/chain_extension_20260913/cases/w5_k16/mip/133990_r0/result.json,a02f7875155df5fada8da806caa6403eefd9304f73696461f8cb42de3ff74ca2,outputs/post_meeting_20260910/monitor/20260914T014827Z.json,1ba8aca4d5a354f9f3823bcdb8a17bd1f59c1e833e5c5b709824d9c72faec0a5
w5_k17,5,17,17,17.0,True,True,80.38644854561426,/home/nc437/ladder-lite/chain_extension_20260913/cases/w5_k17/mip/133992_r0/result.json,fd8ddb032dd6fa856fbab9a479501286288e68e5651a3f2d5f3e370003b8425e,outputs/post_meeting_20260910/monitor/20260914T014827Z.json,1ba8aca4d5a354f9f3823bcdb8a17bd1f59c1e833e5c5b709824d9c72faec0a5
w5_k18,5,18,18,18.0,True,True,50.46649903829675,/home/nc437/ladder-lite/chain_extension_20260913/cases/w5_k18/mip/133994_r0/result.json,062f872d7818b2e3c1c34b565e24fa50ec8393f14df6b3515f0c818038f78621,outputs/post_meeting_20260910/monitor/20260914T014827Z.json,1ba8aca4d5a354f9f3823bcdb8a17bd1f59c1e833e5c5b709824d9c72faec0a5
w6_k16,6,16,16,16.0,True,True,73.8678514350516,/home/nc437/ladder-lite/chain_extension_20260913/cases/w6_k16/mip/134062_r0/result.json,03a362f2fc30906dfac64a5f8305ba71103406ff2d04a4984759984fe6a5fee9,outputs/post_meeting_20260910/monitor/20260914T014827Z.json,1ba8aca4d5a354f9f3823bcdb8a17bd1f59c1e833e5c5b709824d9c72faec0a5
w6_k17,6,17,17,17.0,True,True,55.71042322766346,/home/nc437/ladder-lite/chain_extension_20260913/cases/w6_k17/mip/134064_r0/result.json,741dda3b3b4a95bb305796a05c175781752f3bfd1d10387d4c8176e24882543b,outputs/post_meeting_20260910/monitor/20260914T014827Z.json,1ba8aca4d5a354f9f3823bcdb8a17bd1f59c1e833e5c5b709824d9c72faec0a5
w6_k18,6,18,19,18.00000000000004,False,True,150.56472540087998,/home/nc437/ladder-lite/chain_extension_20260913/cases/w6_k18/mip/134066_r0/result.json,fd996be14dc52e9801f002c2af01c2974a931bb430f7eb135784334ca7ed3958,outputs/post_meeting_20260910/monitor/20260914T014827Z.json,1ba8aca4d5a354f9f3823bcdb8a17bd1f59c1e833e5c5b709824d9c72faec0a5
